,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
H2-Q10,0.235298075,-0.002711119,0,0.001,1,,,,,
Gm4577,0.235298075,-0.002084438,0,0.001,1,,,,,
H2-M10.2,0.235298075,-0.002110937,0,0.001,1,,,,,
H2-M6-ps,0.235298075,-0.002131022,0,0.001,1,,,,,
Olfr131,0.235298075,-0.001630313,0,0.001,1,,,,,
Gm50461,0.235298075,-0.00154381,0,0.001,1,,,,,
A730006G06Rik,0.235298075,-0.001358109,0,0.001,1,,,,,
Treml1,0.235298075,-0.005202086,0,0.001,1,,,,,
Gm45330,0.235298075,-0.001083777,0,0.001,1,,,,,
Gm49848,0.235298075,-0.001805098,0,0.001,1,,,,,
Gm24730,0.235298075,-0.001096112,0,0.001,1,,,,,
4930405O22Rik,0.235298075,-0.003015908,0,0.001,1,,,,,
Gm49866,0.235298075,-0.000831006,0,0.001,1,,,,,
Gm49902,0.235298075,-0.002075007,0,0.001,1,,,,,
1600022D10Rik,0.235298075,-0.001490067,0,0.001,1,,,,,
Gm49916,0.235298075,-0.002145263,0,0.001,1,,,,,
Gm18068,0.235298075,-0.00118762,0,0.001,1,,,,,
Gm31235,0.235298075,-0.009598805,0,0.001,1,,,,,
ENSMUSG00000120330,0.235298075,-0.00193299,0,0.001,1,,,,,
Gm19696,0.235298075,-0.001580288,0,0.001,1,,,,,
Gm26066,0.235298075,-0.001845924,0,0.001,1,,,,,
Gm24648,0.235298075,-0.002212282,0,0.001,1,,,,,
Gm46587,0.235298075,-0.002010466,0,0.001,1,,,,,
Gm4832,0.235298075,-0.001017267,0,0.001,1,,,,,
Gm41653,0.235298075,-0.001805775,0,0.001,1,,,,,
Gm54614,0.235298075,-0.002890974,0,0.001,1,,,,,
Gm15404,0.235298075,-0.001558298,0,0.001,1,,,,,
Gm41654,0.235298075,-0.001906586,0,0.001,1,,,,,
Gm6764,0.235298075,-0.000728374,0,0.001,1,,,,,
Gm27038,0.235298075,-0.002008788,0,0.001,1,,,,,
Gm50064,0.235298075,-0.001349734,0,0.001,1,,,,,
Fabp5l2,0.235298075,-0.001867037,0,0.001,1,,,,,
Gm24292,0.235298075,-0.001567428,0,0.001,1,,,,,
Gm17430,0.235298075,-0.00180747,0,0.001,1,,,,,
Hrh4,0.235298075,-0.001651561,0,0.001,1,,,,,
Mrpl27-ps,0.235298075,-0.001413315,0,0.001,1,,,,,
Gm41675,0.235298075,-0.001628383,0,0.001,1,,,,,
Gm46611,0.235298075,-0.00348521,0,0.001,1,,,,,
Gm7701,0.235298075,-0.001145524,0,0.001,1,,,,,
Gm54402,0.235298075,-0.001719377,0,0.001,1,,,,,
Gm49976,0.235298075,-0.004441566,0,0.001,1,,,,,
Gfra3,0.235298075,-0.002332289,0,0.001,1,,,,,
Gm20162,0.235298075,-0.001160431,0,0.001,1,,,,,
Gm4949,0.235298075,-0.002780789,0,0.001,1,,,,,
Ticam2,0.235298075,-0.002429975,0,0.001,1,,,,,
Gm22791,0.235298075,-0.002511072,0,0.001,1,,,,,
Gm50223,0.235298075,-0.003482689,0,0.001,1,,,,,
Gm4146,0.235298075,-0.001328142,0,0.001,1,,,,,
Gm4950,0.235298075,-0.000859944,0,0.001,1,,,,,
Gm41750,0.235298075,-0.004069924,0,0.001,1,,,,,
Gm50104,0.235298075,-0.001437576,0,0.001,1,,,,,
Gm19076,0.235298075,-0.002700476,0,0.001,1,,,,,
Amd-ps3,0.235298075,-0.001678327,0,0.001,1,,,,,
Gm50246,0.235298075,-0.002279839,0,0.001,1,,,,,
Gm50256,0.235298075,-0.001255428,0,0.001,1,,,,,
Ccdc68,0.235298075,-0.002641953,0,0.001,1,,,,,
Gm50219,0.235298075,-0.001803071,0,0.001,1,,,,,
Ska1,0.235298075,-0.001437576,0,0.001,1,,,,,
Scarna17,0.235298075,-0.001328142,0,0.001,1,,,,,
Gm50284,0.235298075,-0.000745226,0,0.001,1,,,,,
Gm55097,0.235298075,-0.003171851,0,0.001,1,,,,,
Siglec15,0.235298075,-0.001633354,0,0.001,1,,,,,
Gm6133,0.235298075,-0.002042876,0,0.001,1,,,,,
4931439C15Rik,0.235298075,-0.001845217,0,0.001,1,,,,,
Gm18978,0.235298075,-0.001071002,0,0.001,1,,,,,
Gm50195,0.235298075,-0.003875052,0,0.001,1,,,,,
Gm50347,0.235298075,-0.002005024,0,0.001,1,,,,,
Gm50437,0.235298075,-0.001623716,0,0.001,1,,,,,
1700030N03Rik,0.235298075,-0.001526679,0,0.001,1,,,,,
Gm50251,0.235298075,-0.001840984,0,0.001,1,,,,,
Brms1,0.235298075,-0.002386027,0,0.001,1,,,,,
Gm28374,0.235298075,-0.001966941,0,0.001,1,,,,,
Gm550,0.235298075,-0.002131022,0,0.001,1,,,,,
Gm53015,0.235298075,-0.001747454,0,0.001,1,,,,,
Lrrn4cl,0.235298075,-0.003312588,0,0.001,1,,,,,
4930524O05Rik,0.235298075,-0.002123973,0,0.001,1,,,,,
Cd6,0.235298075,-0.011598725,0,0.001,1,,,,,
Ms4a20,0.235298075,-0.001930278,0,0.001,1,,,,,
Ms4a1,0.235298075,-0.003267631,0,0.001,1,,,,,
Ms4a4d,0.235298075,-0.002314354,0,0.001,1,,,,,
Olfr1424,0.235298075,-0.001586536,0,0.001,1,,,,,
Gm3329,0.235298075,-0.001586536,0,0.001,1,,,,,
Gm50362,0.235298075,-0.001071002,0,0.001,1,,,,,
Gm50212,0.235298075,-0.002165036,0,0.001,1,,,,,
Gm3728,0.235298075,-0.003365843,0,0.001,1,,,,,
Gm32629,0.235298075,-0.001213508,0,0.001,1,,,,,
Ldhb-ps,0.235298075,-0.002073667,0,0.001,1,,,,,
ENSMUSG00000120551,0.235298075,-0.001727705,0,0.001,1,,,,,
Gm50299,0.235298075,-0.003351786,0,0.001,1,,,,,
Gm50377,0.235298075,-0.011740117,0,0.001,1,,,,,
ENSMUSG00000120513,0.235298075,-0.001263995,0,0.001,1,,,,,
Gm3621,0.235298075,-0.001699653,0,0.001,1,,,,,
Gm50425,0.235298075,-0.002784809,0,0.001,1,,,,,
Gm36043,0.235298075,-0.002926998,0,0.001,1,,,,,
ENSMUSG00000120097,0.235298075,-0.003020637,0,0.001,1,,,,,
Lipo2,0.235298075,-0.001881261,0,0.001,1,,,,,
Gm50137,0.235298075,-0.002094411,0,0.001,1,,,,,
ENSMUSG00000120860,0.235298075,-0.005174138,0,0.001,1,,,,,
Gm34517,0.235298075,-0.002056399,0,0.001,1,,,,,
Cyp2c23,0.235298075,-0.001947452,0,0.001,1,,,,,
Gm35183,0.235298075,-0.001331816,0,0.001,1,,,,,
Gm16298,0.235298075,-0.00323362,0,0.001,1,,,,,
Habp2,0.235298075,-0.001337364,0,0.001,1,,,,,
Pnlip,0.235298075,-0.001398335,0,0.001,1,,,,,
Gm50429,0.235298075,-0.002611152,0,0.001,1,,,,,
Rps12-ps3,0.235298075,-0.002746687,0,0.001,1,,,,,
Gm50440,0.235298075,-0.001255428,0,0.001,1,,,,,
Gm19956,0.235298075,-0.001415393,0,0.001,1,,,,,
4933412A08Rik,0.235298075,-0.001763775,0,0.001,1,,,,,
Gm4242,0.235298075,-0.002255281,0,0.001,1,,,,,
Gm14448,0.235298075,-0.001820453,0,0.001,1,,,,,
Gm14635,0.235298075,-0.001114633,0,0.001,1,,,,,
Gm2012,0.235298075,-0.001845924,0,0.001,1,,,,,
Gm14527,0.235298075,-0.003966011,0,0.001,1,,,,,
Gm25047,0.235298075,-0.002721077,0,0.001,1,,,,,
Gm14569,0.235298075,-0.003128575,0,0.001,1,,,,,
Gm5385,0.235298075,-0.001418102,0,0.001,1,,,,,
Gm6480,0.235298075,-0.001082924,0,0.001,1,,,,,
Gpr119,0.235298075,-0.00118762,0,0.001,1,,,,,
Fsip2l,0.235298075,-0.006967057,0,0.001,1,,,,,
Gm14584,0.235298075,-0.00195894,0,0.001,1,,,,,
Magea13,0.235298075,-0.00121765,0,0.001,1,,,,,
F9,0.235298075,-0.001329793,0,0.001,1,,,,,
Fmr1nb,0.235298075,-0.001184989,0,0.001,1,,,,,
Gm14714,0.235298075,-0.004656307,0,0.001,1,,,,,
Gm5757,0.235298075,-0.001923339,0,0.001,1,,,,,
Gm8722,0.235298075,-0.002573474,0,0.001,1,,,,,
Fthl17a,0.235298075,-0.001677743,0,0.001,1,,,,,
Gm23454,0.235298075,-0.001727085,0,0.001,1,,,,,
Pfn5,0.235298075,-0.003754209,0,0.001,1,,,,,
Gm14902,0.235298075,-0.004688039,0,0.001,1,,,,,
Tbx22,0.235298075,-0.002587997,0,0.001,1,,,,,
Gm1866,0.235298075,-0.002890974,0,0.001,1,,,,,
Gm14984,0.235298075,-0.001795005,0,0.001,1,,,,,
Nxf3,0.235298075,-0.001666709,0,0.001,1,,,,,
Gm15025,0.235298075,-0.001017267,0,0.001,1,,,,,
Gm54834,0.235298075,-0.000878536,0,0.001,1,,,,,
Gm15062,0.235298075,-0.002083987,0,0.001,1,,,,,
Magea2,0.235298075,-0.001975819,0,0.001,1,,,,,
Gm15162,0.235298075,-0.002756119,0,0.001,1,,,,,
Gm15170,0.235298075,-0.001930278,0,0.001,1,,,,,
Gm15225,0.235298075,-0.001759908,0,0.001,1,,,,,
Rhoay-ps3,0.235298075,-0.001508506,0,0.001,1,,,,,
Gm21647,0.235298075,-0.001530805,0,0.001,1,,,,,
mt-Tq,0.235298075,-0.003875052,0,0.001,1,,,,,
Gm48242,0.235399352,-0.007935525,0.002,0.005,1,,,,,
Gm36101,0.235399352,-0.008537444,0.002,0.005,1,,,,,
Chrnb1,0.23552534,0.015243262,0.018,0.013,1,,,,,
Gm19391,0.235527671,-0.011165257,0.002,0.005,1,,,,,
Gm44864,0.235527671,-0.010164751,0.002,0.005,1,,,,,
Gm31218,0.235539146,-0.030309158,0.092,0.103,1,,,,,
Med6,0.235563531,0.037970392,0.158,0.142,1,,,,,
9330171B17Rik,0.235567162,0.010231044,0.006,0.003,1,,,,,
Adora2b,0.235567162,0.020413773,0.006,0.003,1,,,,,
Armh3,0.23558377,-0.01705154,0.322,0.34,1,,,,,
9130230N09Rik,0.235596525,-0.000635304,0.002,0.004,1,,,,,
Gm30340,0.23565604,-0.006394838,0.002,0.005,1,,,,,
Gm47205,0.23565604,-0.004808723,0.002,0.005,1,,,,,
Clec14a,0.23565604,-0.006358068,0.002,0.005,1,,,,,
Psma8,0.23565604,-0.006811984,0.002,0.005,1,,,,,
Snx14,0.235697976,-0.050709541,0.143,0.156,1,,,,,
F420014N23Rik,0.235765603,-0.010887891,0.019,0.025,1,,,,,
Ankrd40cl,0.235777013,0.015821636,0.006,0.003,1,,,,,
Gm43540,0.235784459,-0.005532153,0.002,0.005,1,,,,,
Gm44891,0.235784459,-0.005255682,0.002,0.005,1,,,,,
ENSMUSG00000120712,0.235784459,-0.006968149,0.002,0.005,1,,,,,
Qars,0.235790852,0.012693428,0.045,0.037,1,,,,,
Dtd1,0.235826038,-0.02583239,0.354,0.369,1,,,,,
Tsg101,0.235867675,0.039957953,0.191,0.174,1,,,,,
Gm29266,0.23586984,0.017783718,0.016,0.011,1,,,,,
Trappc6b,0.235883131,0.086167172,0.272,0.253,1,,,,,
Gm47851,0.235912927,-0.005576132,0.002,0.005,1,,,,,
Gm47815,0.235970234,0.003175105,0.021,0.015,1,,,,,
Tysnd1,0.23600509,-0.028035422,0.033,0.04,1,,,,,
Commd4,0.236101185,-0.036814945,0.106,0.118,1,,,,,
Gm21846,0.236141014,0.017936069,0.01,0.007,1,,,,,
Polb,0.236147337,0.000978831,0.479,0.5,1,,,,,
Ifnlr1,0.236170012,-0.006975772,0.002,0.005,1,,,,,
Sptssb,0.236197111,0.014086691,0.006,0.003,1,,,,,
Fpr1,0.236197111,0.008261998,0.006,0.003,1,,,,,
Scd3,0.236197111,0.010752514,0.006,0.003,1,,,,,
Gm42507,0.236298628,-0.003457264,0.002,0.005,1,,,,,
Gm45061,0.236298628,-0.005668735,0.002,0.005,1,,,,,
Timm21,0.236394365,0.033645464,0.075,0.064,1,,,,,
ENSMUSG00000120244,0.236427294,-0.006270081,0.002,0.005,1,,,,,
Pradc1,0.236456403,-0.018109592,0.041,0.049,1,,,,,
Tmem38b,0.23650953,-0.046650736,0.08,0.089,1,,,,,
Zfp953,0.23655601,-0.004276595,0.002,0.005,1,,,,,
Pex12,0.236621493,-0.016681883,0.021,0.027,1,,,,,
Ufd1,0.23664626,-0.049923615,0.159,0.17,1,,,,,
Zfp26,0.236698821,-0.020649346,0.11,0.122,1,,,,,
Maskbp3,0.236718702,-0.017521069,0.021,0.027,1,,,,,
Gm43863,0.236722979,0.008918273,0.006,0.003,1,,,,,
Otub2,0.236742675,-0.030629729,0.023,0.029,1,,,,,
Gm27010,0.236828251,0.006710997,0.006,0.003,1,,,,,
4932702P03Rik,0.236852394,0.010520247,0.01,0.007,1,,,,,
Rpp25,0.236891157,-0.038484339,0.089,0.1,1,,,,,
Plac9,0.236942455,-0.0032095,0.002,0.005,1,,,,,
Polrmt,0.236999258,-0.047520189,0.065,0.074,1,,,,,
Kbtbd12,0.237038896,0.011860442,0.006,0.003,1,,,,,
Zfp781,0.237047976,0.008719448,0.014,0.009,1,,,,,
Mtarc2,0.237074498,0.061398657,0.098,0.087,1,,,,,
Uqcrfs1,0.23707779,0.075713518,0.152,0.138,1,,,,,
Stimate,0.237124742,-0.057733173,0.175,0.188,1,,,,,
Gm28578,0.237130171,0.033414917,0.036,0.029,1,,,,,
Gm32432,0.237144268,0.007100941,0.006,0.003,1,,,,,
ENSMUSG00000120673,0.237200332,-0.00115775,0.002,0.005,1,,,,,
Cstf3,0.237239855,0.097194398,0.446,0.429,1,,,,,
Gm38062,0.237249673,0.013248944,0.006,0.003,1,,,,,
Ece2,0.237273806,-0.025179036,0.061,0.07,1,,,,,
Rps3a2,0.237329345,-0.002681821,0.002,0.005,1,,,,,
Scap,0.237331042,0.080097458,0.133,0.121,1,,,,,
Bivm,0.237340383,0.018463974,0.114,0.1,1,,,,,
ENSMUSG00000120108,0.237355111,0.004873758,0.006,0.003,1,,,,,
Acot1,0.237355111,0.008104859,0.006,0.003,1,,,,,
Mrpl36,0.23736399,-0.0334839,0.071,0.081,1,,,,,
ENSMUSG00000120695,0.237457987,0.018850427,0.026,0.02,1,,,,,
Vwce,0.237460582,0.007659502,0.006,0.003,1,,,,,
Gm41504,0.237524244,-0.022832486,0.021,0.027,1,,,,,
Tmem131,0.237638578,0.076930852,0.347,0.327,1,,,,,
Dus3l,0.237664777,0.023026704,0.088,0.075,1,,,,,
Ptprq,0.237668229,0.031324291,0.049,0.041,1,,,,,
Ddr1,0.237670035,0.08018553,0.116,0.105,1,,,,,
Gm31812,0.237671624,0.00491669,0.006,0.003,1,,,,,
Hspbp1,0.237762067,-0.043663952,0.104,0.114,1,,,,,
Bmpr2,0.23784221,0.020688924,0.362,0.387,1,,,,,
Hspa13,0.237915762,-0.054595207,0.086,0.095,1,,,,,
Gm38024,0.237948134,-0.014352844,0.008,0.011,1,,,,,
Sem1,0.23797456,0.085711237,0.205,0.19,1,,,,,
Gm50252,0.237975154,0.003985267,0.002,0.005,1,,,,,
Pmpca,0.238015828,0.023329593,0.106,0.093,1,,,,,
Phf5a,0.238089977,0.047744228,0.069,0.059,1,,,,,
Zfp280d,0.238092649,0.092095016,0.565,0.563,1,,,,,
Hsd3b9,0.238094105,0.004051537,0.006,0.003,1,,,,,
Gm37519,0.238098684,0.012248784,0.018,0.013,1,,,,,
Atp7b,0.238176015,0.00108998,0.029,0.023,1,,,,,
Rab19,0.238199808,0.00504298,0.006,0.003,1,,,,,
Ap2a1,0.238213295,-0.036445176,0.191,0.203,1,,,,,
Crim1,0.238215364,0.045621719,0.07,0.059,1,,,,,
Slc9a5,0.2382427,-0.020104179,0.042,0.05,1,,,,,
Kif5b,0.238246312,-0.019788063,0.367,0.385,1,,,,,
Kcnmb4,0.238253375,-0.035065498,0.12,0.132,1,,,,,
Golga2,0.238488191,-0.017928732,0.115,0.128,1,,,,,
Gm30251,0.238517116,0.011240815,0.006,0.003,1,,,,,
Gm37240,0.238531987,0.012424163,0.525,0.559,1,,,,,
Gm47018,0.238550312,-0.008791021,0.011,0.015,1,,,,,
Ttc30b,0.238597696,0.007958429,0.01,0.007,1,,,,,
Nsun5,0.238606469,-0.041833755,0.058,0.067,1,,,,,
Gm15083,0.23863371,-0.034978672,0.08,0.09,1,,,,,
Klhdc3,0.238633867,-0.005061232,0.089,0.1,1,,,,,
Kcnf1,0.238721549,0.048692551,0.073,0.063,1,,,,,
Gm14858,0.238754031,0.065542242,0.141,0.127,1,,,,,
Rab9,0.238775403,0.017095282,0.086,0.074,1,,,,,
Gm42783,0.238801747,-0.018543687,0.024,0.03,1,,,,,
Gm37143,0.238954411,-0.017429,0.037,0.045,1,,,,,
Emg1,0.239005712,0.031839774,0.074,0.063,1,,,,,
AA465934,0.239026752,-0.017629429,0.014,0.019,1,,,,,
Col20a1,0.239043175,0.007841286,0.019,0.025,1,,,,,
9130213A22Rik,0.239093198,0.008812506,0.003,0.001,1,,,,,
Gm6746,0.239093198,0.018136893,0.003,0.001,1,,,,,
Fbxw7,0.239201764,-0.019732765,0.404,0.427,1,,,,,
Gm15408,0.23924295,0.01155241,0.003,0.001,1,,,,,
Ube3c,0.239276852,-0.009628618,0.441,0.468,1,,,,,
Cebpzos,0.239365425,-0.037917776,0.045,0.053,1,,,,,
Rmnd5a,0.239386377,0.094960945,0.282,0.265,1,,,,,
1700026J14Rik,0.239392768,0.007053507,0.003,0.001,1,,,,,
Prickle3,0.239392768,0.007522776,0.003,0.001,1,,,,,
ENSMUSG00000121094,0.239432566,0.038411264,0.043,0.035,1,,,,,
Gm47027,0.23944598,-0.061426251,0.256,0.264,1,,,,,
Gm38156,0.239542652,0.006774097,0.003,0.001,1,,,,,
Arhgef19,0.239542652,0.013784996,0.003,0.001,1,,,,,
Hvcn1,0.239542652,0.009378452,0.003,0.001,1,,,,,
Fbxw15,0.239542652,0.018337652,0.003,0.001,1,,,,,
Nifk,0.239593739,0.036645056,0.055,0.046,1,,,,,
Gm4632,0.239617227,0.011900393,0.022,0.017,1,,,,,
Cct4,0.239652948,-0.031817651,0.155,0.169,1,,,,,
A330074H02Rik,0.239670713,0.032892353,0.022,0.017,1,,,,,
Ppp1r1a,0.239737457,-0.037406231,0.148,0.161,1,,,,,
Col6a2,0.239751155,-0.01764528,0.008,0.011,1,,,,,
ENSMUSG00000120764,0.239842618,0.005786001,0.003,0.001,1,,,,,
Tasl,0.239842618,0.009126673,0.003,0.001,1,,,,,
Gm20257,0.239880656,0.028554922,0.013,0.009,1,,,,,
Gm9694,0.239992701,0.006874681,0.003,0.001,1,,,,,
Gm44573,0.239992701,0.006854279,0.003,0.001,1,,,,,
Gm44694,0.239992701,0.008602094,0.003,0.001,1,,,,,
Gm45187,0.239992701,0.008741326,0.003,0.001,1,,,,,
Hmgb1-rs17,0.239992701,0.006852646,0.003,0.001,1,,,,,
Gm45407,0.239992701,0.00572097,0.003,0.001,1,,,,,
Gm10466,0.239992701,0.006824681,0.003,0.001,1,,,,,
Trim25,0.239992701,0.006845282,0.003,0.001,1,,,,,
Susd3,0.239992701,0.010412385,0.003,0.001,1,,,,,
Gm49763,0.239992701,0.006475389,0.003,0.001,1,,,,,
Gm49482,0.239992701,0.01044197,0.003,0.001,1,,,,,
Gm49968,0.239992701,0.006673832,0.003,0.001,1,,,,,
Cd14,0.239992701,0.005354635,0.003,0.001,1,,,,,
Ndp,0.239992701,0.007625138,0.003,0.001,1,,,,,
1700095J12Rik,0.240142849,0.008638764,0.003,0.001,1,,,,,
Tmem72,0.240142849,0.009887098,0.003,0.001,1,,,,,
Ift88os,0.240142849,0.006579952,0.003,0.001,1,,,,,
Gm33732,0.240142849,0.004305278,0.003,0.001,1,,,,,
2900026A02Rik,0.240188407,0.034062907,0.063,0.054,1,,,,,
Slc49a4,0.24027101,0.028668132,0.17,0.152,1,,,,,
Gm12081,0.240293064,0.002086245,0.003,0.001,1,,,,,
Gm5796,0.240293064,0.005813999,0.003,0.001,1,,,,,
Gm15839,0.240293064,0.005168582,0.003,0.001,1,,,,,
Gm30984,0.240293064,0.006310724,0.003,0.001,1,,,,,
Gm49502,0.240312857,-0.03063618,0.016,0.021,1,,,,,
Acsl4,0.240439552,-0.036104828,0.212,0.226,1,,,,,
Gm43365,0.240443345,0.006928823,0.003,0.001,1,,,,,
Gm36120,0.240443345,0.006351254,0.003,0.001,1,,,,,
Irak3,0.240443345,0.006380753,0.003,0.001,1,,,,,
Gm47648,0.240443345,0.006516502,0.003,0.001,1,,,,,
Dennd4c,0.240444589,0.069802203,0.252,0.231,1,,,,,
Mtfr1,0.240454029,-0.008393314,0.019,0.025,1,,,,,
Atxn1l,0.240456726,0.011542801,0.066,0.056,1,,,,,
Nrg2,0.24048911,0.005092944,0.457,0.483,1,,,,,
Gm44585,0.240591987,0.008109548,0.01,0.007,1,,,,,
Gm28177,0.240593693,-0.003434978,0.003,0.001,1,,,,,
Gm28694,0.240593693,0.005796758,0.003,0.001,1,,,,,
7530428D23Rik,0.240593693,0.003445581,0.003,0.001,1,,,,,
Bspry,0.240593693,0.004003228,0.003,0.001,1,,,,,
Mrpl53,0.240593693,0.004832261,0.003,0.001,1,,,,,
Il21r,0.240593693,0.004437965,0.003,0.001,1,,,,,
Dcxr,0.240593693,0.006666169,0.003,0.001,1,,,,,
C430049B03Rik,0.240593693,0.000593166,0.003,0.001,1,,,,,
Xxylt1,0.240642668,-0.046799397,0.073,0.082,1,,,,,
AI504432,0.240654982,-0.049796549,0.158,0.169,1,,,,,
Tfap2d,0.240744106,-0.000226594,0.003,0.001,1,,,,,
Gm29670,0.240744106,0.002497098,0.003,0.001,1,,,,,
Eif3j2,0.240744106,0.003873677,0.003,0.001,1,,,,,
Gemin5,0.240793366,0.013730406,0.089,0.077,1,,,,,
Gm37676,0.240894586,-0.003324742,0.003,0.001,1,,,,,
Gm29491,0.240894586,0.003200916,0.003,0.001,1,,,,,
Gm12786,0.240894586,0.003056157,0.003,0.001,1,,,,,
Rpl38-ps1,0.240894586,0.002996495,0.003,0.001,1,,,,,
Gm50230,0.240894586,0.002860683,0.003,0.001,1,,,,,
Sertad3,0.24091216,0.005111255,0.01,0.007,1,,,,,
Gm16124,0.240935914,0.080901394,0.081,0.071,1,,,,,
Erich3,0.241016518,0.01535392,0.044,0.036,1,,,,,
Gm12905,0.241056557,-0.041426814,0.1,0.11,1,,,,,
Acbd4,0.241166444,0.004592554,0.074,0.063,1,,,,,
Gm24338,0.241195744,0.002115618,0.003,0.001,1,,,,,
Gm17021,0.241195744,0.00233677,0.003,0.001,1,,,,,
Gm49540,0.241195744,0.001900168,0.003,0.001,1,,,,,
Gm38148,0.241289674,-0.044312203,0.074,0.083,1,,,,,
Arl3,0.241354872,0.094925077,0.369,0.347,1,,,,,
Gm37984,0.241378891,0.010926294,0.005,0.003,1,,,,,
Gm14862,0.241385252,0.029777355,0.013,0.009,1,,,,,
Skap1,0.241401306,-0.02511312,0.018,0.024,1,,,,,
Ifrd2,0.241440472,0.02306664,0.022,0.017,1,,,,,
Timp3,0.241445699,0.076588188,0.152,0.138,1,,,,,
Aldh6a1,0.241528471,-0.018306753,0.112,0.123,1,,,,,
Gm42671,0.241612669,0.01410722,0.005,0.003,1,,,,,
Msi1,0.241642735,-0.029640303,0.046,0.055,1,,,,,
Neu1,0.241670539,-0.049331828,0.121,0.132,1,,,,,
Mtx1,0.241706101,0.031892334,0.072,0.062,1,,,,,
Obsl1,0.241747646,-0.024316117,0.06,0.069,1,,,,,
Slc11a1,0.241846605,0.012837788,0.005,0.003,1,,,,,
Gm47704,0.241846605,0.010657892,0.005,0.003,1,,,,,
Gm44798,0.242209746,0.033488563,0.062,0.053,1,,,,,
Artn,0.242314957,0.015046119,0.005,0.003,1,,,,,
Gm47856,0.242314957,0.011335871,0.005,0.003,1,,,,,
Mob4,0.242410818,0.004693859,0.267,0.285,1,,,,,
Rbm12b2,0.242434211,-0.025208445,0.058,0.067,1,,,,,
Cabyr,0.242593262,-0.034275409,0.044,0.052,1,,,,,
Gmpr2,0.242648579,0.057206873,0.075,0.065,1,,,,,
Pgam2,0.242666639,0.016180376,0.005,0.003,1,,,,,
Hnrnpa0,0.242758638,0.035803102,0.161,0.144,1,,,,,
Tradd,0.242830473,-0.004195231,0.011,0.015,1,,,,,
Rbfox3,0.242967651,-0.009881021,0.544,0.569,1,,,,,
Spc24,0.24298908,-0.003418883,0.008,0.011,1,,,,,
Trabd,0.243019715,-0.015095907,0.08,0.091,1,,,,,
Trmt6,0.243067443,-0.021636732,0.163,0.178,1,,,,,
Gm20449,0.243136107,0.007389419,0.005,0.003,1,,,,,
Pold1,0.243136107,0.007302961,0.005,0.003,1,,,,,
Lrp8os3,0.243211668,-0.027118359,0.034,0.041,1,,,,,
Zc3h12b,0.243216992,0.115078316,0.333,0.318,1,,,,,
Tmem41b,0.243228854,0.077732794,0.131,0.117,1,,,,,
Gm43903,0.243253574,0.006480188,0.005,0.003,1,,,,,
Gm9996,0.243253574,0.018675527,0.005,0.003,1,,,,,
ENSMUSG00000120039,0.243292262,-0.026695564,0.037,0.045,1,,,,,
Usp29,0.24332466,-0.007787515,0.591,0.621,1,,,,,
Zfp229,0.243332039,0.028875084,0.02,0.015,1,,,,,
Gfod1,0.243338351,-0.044726347,0.247,0.261,1,,,,,
Rrp8,0.243356285,0.02644974,0.039,0.031,1,,,,,
Coq10a,0.243368226,-0.028152805,0.134,0.144,1,,,,,
6030407O03Rik,0.24337108,0.00523836,0.005,0.003,1,,,,,
2610017A05Rik,0.24337108,0.006207475,0.005,0.003,1,,,,,
Scarf2,0.24337108,0.015660102,0.005,0.003,1,,,,,
Lingo3,0.243416918,-0.026443896,0.01,0.015,1,,,,,
2810403D21Rik,0.243443086,0.041294607,0.059,0.05,1,,,,,
Ddx41,0.243467639,0.044056395,0.089,0.077,1,,,,,
Tril,0.24347393,0.023822605,0.013,0.009,1,,,,,
Pak1,0.243522641,-0.053912252,0.375,0.382,1,,,,,
Rab5c,0.243592626,-0.02594999,0.083,0.093,1,,,,,
Gm11842,0.243606213,0.005464258,0.005,0.003,1,,,,,
Crlf2,0.243640931,-0.013648276,0.053,0.061,1,,,,,
Gm37051,0.243707232,-0.034380808,0.049,0.057,1,,,,,
Gm2245,0.243711809,0.028201372,0.004,0.002,1,,,,,
Gm7707,0.243841505,0.003716127,0.005,0.003,1,,,,,
F3,0.243860725,-0.029690412,0.046,0.055,1,,,,,
Pdcl,0.243874924,-0.009376414,0.038,0.031,1,,,,,
Map3k10,0.243892103,-0.017191045,0.133,0.145,1,,,,,
Polr2j,0.243911347,-0.045499292,0.093,0.103,1,,,,,
Gm34304,0.243967524,-0.015289763,0.016,0.021,1,,,,,
Dusp11,0.244035736,-0.02554903,0.259,0.274,1,,,,,
Esd,0.244080618,-0.037133439,0.14,0.151,1,,,,,
Lcorl,0.244099416,0.029208853,0.34,0.363,1,,,,,
Gm8855,0.244124715,0.016227888,0.013,0.009,1,,,,,
Gm37329,0.244135338,-0.034174878,0.035,0.042,1,,,,,
4833411C07Rik,0.244135842,0.004510636,0.005,0.003,1,,,,,
Ikbkb,0.244153117,0.00291388,0.139,0.152,1,,,,,
Nubpl,0.244167404,-0.039694113,0.069,0.079,1,,,,,
Gm17995,0.244194742,0.005536132,0.005,0.003,1,,,,,
Luc7l2,0.244213038,-0.026386104,0.864,0.899,1,,,,,
Pias1,0.244246105,0.081038488,0.379,0.359,1,,,,,
Gm44036,0.244420276,-0.003051236,0.008,0.011,1,,,,,
Gm49493,0.244430433,0.004826251,0.005,0.003,1,,,,,
