,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
Phactr1,6.15E-13,-0.225220377,0.738,0.856,2.15E-08,,Nipbl,Nipbl,0.066901211,1
Magi2,6.69E-13,-0.188480675,0.928,0.973,2.33E-08,,Nr1h4,Nr1h4,-0.006575315,1
Chrm2,7.02E-13,0.703444533,0.229,0.141,2.45E-08,,Mef2c,Mef2c,-0.015336512,1
Kcnj3,9.18E-13,0.472066229,0.712,0.661,3.20E-08,,Gtf2b,Gtf2b,0.034819359,1
Rab3c,1.00E-12,-0.248328923,0.656,0.778,3.50E-08,,Tp63,#N/A,,
Filip1l,1.29E-12,0.499255298,0.305,0.207,4.51E-08,,E2f3,E2f3,-0.097047339,1
Cit,1.35E-12,-0.291747306,0.557,0.662,4.71E-08,,Pax5,Pax5,0.006818255,1
Ckb,2.02E-12,0.343823509,0.765,0.716,7.04E-08,,Arnt2,Arnt2,-0.347917203,6.26434E-18
Gabra1,2.07E-12,-0.253419536,0.436,0.553,7.22E-08,,Smad2,Smad2,-0.036288603,1
Cadm2,2.15E-12,0.324133746,0.973,0.972,7.48E-08,,Rag2,Rag2,0.00277328,1
Kcnk2,2.21E-12,-0.324860312,0.258,0.361,7.70E-08,,Rarb,Rarb,0.006567828,1
Mrtfb,2.69E-12,0.445152212,0.506,0.415,9.39E-08,,Nelfb,Nelfb,-0.037976792,1
Prkca,2.96E-12,0.639709063,0.666,0.616,1.03E-07,,Zbtb17,Zbtb17,-0.003795015,1
Mpped1,3.03E-12,-0.295875797,0.307,0.412,1.06E-07,,Hivep3,Hivep3,0.005504667,1
Slc8a1,3.13E-12,0.555391804,0.787,0.758,1.09E-07,,Ncoa3,Ncoa3,0.017183543,1
Kcnt2,3.59E-12,-0.366352819,0.394,0.507,1.25E-07,,Junb,Junb,0.006656786,1
Dip2c,3.83E-12,0.279933397,0.821,0.782,1.34E-07,,Jph2,Jph2,0.002759446,1
Maml2,4.20E-12,0.588145662,0.217,0.132,1.46E-07,,Pou3f2,Pou3f2,0.027088005,1
Thsd7a,4.27E-12,-0.352695323,0.392,0.507,1.49E-07,,Hoxa13,#N/A,,
Pced1b,4.48E-12,0.298378909,0.13,0.061,1.56E-07,,Tbp,Tbp,0.027429559,1
Cntn3,4.99E-12,-0.241680943,0.52,0.645,1.74E-07,,Suz12,Suz12,0.025035457,1
Mdga1,5.00E-12,0.244473093,0.039,0.003,1.74E-07,,Clock,Clock,-0.070446999,1
Map3k1,5.18E-12,0.383345904,0.188,0.109,1.81E-07,,Onecut2,Onecut2,-0.004655339,1
Luzp1,5.60E-12,-0.241638276,0.374,0.486,1.95E-07,,Tcf7l2,Tcf7l2,0.056161113,1
Lrrfip1,5.63E-12,-0.262466927,0.475,0.582,1.96E-07,,Mafa,Mafa,0.000135439,1
Cdh9,6.38E-12,-0.338345643,0.291,0.396,2.22E-07,,Mllt3,Mllt3,0.021335329,1
Galnt14,6.53E-12,-0.354510022,0.218,0.316,2.28E-07,,Stag2,Stag2,0.167663305,1
Gm15577,7.40E-12,0.338356205,0.276,0.182,2.58E-07,,Tp53,#N/A,,
Ston2,7.73E-12,0.231071819,0.052,0.01,2.70E-07,,Atf3,Atf3,0.003321052,1
Plekha1,8.12E-12,0.425091081,0.402,0.302,2.83E-07,,Stat1,Stat1,0.031501125,1
Fbn2,8.19E-12,0.351952254,0.098,0.039,2.86E-07,,Gtf3c1,Gtf3c1,0.084191974,1
Dgki,8.26E-12,0.447076799,0.739,0.697,2.88E-07,,Nrf1,Nrf1,0.021566208,1
Shisa8,8.34E-12,0.266261167,0.085,0.029,2.91E-07,,Dux,#N/A,,
Ildr2,8.42E-12,0.469495767,0.326,0.236,2.94E-07,,Lin28a,Lin28a,0,1
Rbm39,9.33E-12,0.231459415,0.88,0.865,3.25E-07,,Bcl6,Bcl6,-0.042601652,1
Ablim3,1.01E-11,0.522762069,0.392,0.304,3.52E-07,,Hand2,#N/A,,
Elavl4,1.04E-11,-0.248887079,0.341,0.441,3.64E-07,,Sp1,Sp1,0.095358862,1
Ctnnd2,1.14E-11,-0.180139912,0.897,0.959,3.96E-07,,Tal1,Tal1,-0.002792648,1
Pals2,1.26E-11,-0.261991567,0.376,0.473,4.39E-07,,Smyd3,Smyd3,-0.069707888,1
Tmem132c,1.37E-11,-0.327714751,0.178,0.265,4.79E-07,,Smc3,Smc3,0.18223878,1
4930555F03Rik,1.66E-11,0.612102145,0.218,0.136,5.79E-07,,Fos,Fos,0.021526985,1
Gm1992,1.73E-11,-0.232475622,0.403,0.521,6.05E-07,,Hey2,Hey2,0.003437642,1
Tnik,1.93E-11,0.322958277,0.82,0.799,6.73E-07,,Nkx2-2,Nkx2-2,-6.87322E-05,1
Dner,2.23E-11,-0.242925307,0.553,0.669,7.76E-07,,Nr6a1,Nr6a1,-0.130857615,1
Arhgap44,2.25E-11,-0.23333866,0.293,0.391,7.84E-07,,Spi1,Spi1,0.011139126,1
A830018L16Rik,2.82E-11,-0.278805138,0.569,0.684,9.84E-07,,Sox2,Sox2,-0.057810129,1
Myrip,3.17E-11,-0.257517996,0.268,0.36,1.11E-06,,Zfp57,Zfp57,-0.015549574,1
Tcf4,3.24E-11,-0.151675686,0.944,0.985,1.13E-06,,Sumo1,Sumo1,-0.010673849,1
Reln,4.09E-11,-0.406554505,0.268,0.367,1.42E-06,,Bcl11b,Bcl11b,-0.003993412,1
Cacna1e,4.24E-11,0.517729059,0.476,0.382,1.48E-06,,Lhx6,Lhx6,-0.124546429,1
Fgf1,4.51E-11,-0.295727391,0.355,0.45,1.57E-06,,Med1,Med1,0.056261704,1
Arl4c,4.55E-11,-0.25454817,0.192,0.278,1.59E-06,,Klf15,Klf15,0.011299887,1
Sntg1,4.69E-11,-0.182889285,0.866,0.941,1.63E-06,,Foxf1,Foxf1,0,1
Slit2,5.17E-11,-0.37436372,0.235,0.332,1.80E-06,,Ncor2,Ncor2,0.017373613,1
Mtcl1,5.32E-11,-0.274836841,0.309,0.401,1.85E-06,,Hnf1a,Hnf1a,0.001158893,1
Ncoa1,6.15E-11,-0.253984182,0.668,0.75,2.15E-06,,Plagl1,Plagl1,0.082942217,1
Sh3bgrl2,6.20E-11,0.438568285,0.193,0.117,2.16E-06,,Gata3,#N/A,,
Itpr1,6.58E-11,-0.237866693,0.384,0.497,2.29E-06,,Tet1,Tet1,0.019019429,1
Vsnl1,6.62E-11,-0.214708609,0.615,0.732,2.31E-06,,Tbx5,#N/A,,
Mpped2,6.87E-11,0.41329148,0.461,0.372,2.40E-06,,Kdm2b,Kdm2b,-0.054980771,1
Bc1,7.47E-11,-0.2492471,0.283,0.378,2.60E-06,,Ino80,Ino80,0.01796728,1
Cacna2d2,7.83E-11,-0.27082431,0.29,0.393,2.73E-06,,Tcf3,Tcf3,0.009084053,1
Mir100hg,9.08E-11,-0.226284734,0.509,0.613,3.17E-06,,Hoxa9,#N/A,,
Mgll,9.18E-11,-0.230698144,0.311,0.413,3.20E-06,,Sox17,Sox17,0,1
Lynx1,9.27E-11,-0.266841215,0.192,0.275,3.23E-06,,Tead2,Tead2,-0.008171745,1
Gpc6,9.36E-11,-0.327153033,0.326,0.435,3.26E-06,,Xbp1,Xbp1,0.096260406,1
Rims4,1.02E-10,-0.271129018,0.2,0.282,3.56E-06,,Nr5a1,Nr5a1,0,1
Dock4,1.13E-10,-0.420603322,0.54,0.617,3.92E-06,,Sinhcaf,Sinhcaf,-0.006336599,1
Eya2,1.16E-10,0.17462516,0.032,0.002,4.05E-06,,Znf281,#N/A,,
Hs3st2,1.18E-10,0.436875676,0.139,0.073,4.12E-06,,Tbl1x,Tbl1x,0.047101748,1
Apba1,1.22E-10,-0.275334469,0.582,0.684,4.26E-06,,Meis1,Meis1,0.783199203,2.79843E-36
Rab6b,1.31E-10,-0.269767383,0.554,0.642,4.56E-06,,Pbrm1,Pbrm1,0.141230416,1
Gria4,1.38E-10,0.258596208,0.933,0.929,4.81E-06,,Stra8,Stra8,0,1
Litaf,1.50E-10,0.251283786,0.084,0.032,5.23E-06,,Cbfb,Cbfb,0.011296977,1
Dock7,1.64E-10,-0.208864343,0.491,0.59,5.71E-06,,Rbfox2,Rbfox2,0.155059939,1
Pax6,1.64E-10,0.294962017,0.064,0.019,5.72E-06,,Anpep,Anpep,-0.000380234,1
Lypd6b,1.74E-10,-0.274146774,0.152,0.231,6.08E-06,,Esrrb,Esrrb,-0.011212005,1
Gdpd5,1.78E-10,0.334087415,0.113,0.054,6.22E-06,,Ash2l,Ash2l,0.031279913,1
6330411D24Rik,1.86E-10,-0.429696114,0.256,0.344,6.48E-06,,Sin3a,Sin3a,0.006239257,1
Rcan2,1.92E-10,-0.234671483,0.435,0.54,6.71E-06,,Ldb1,Ldb1,0.099145495,1
Abca1,2.02E-10,0.261666698,0.121,0.059,7.04E-06,,Nelfa,Nelfa,-0.000444818,1
Nme7,2.05E-10,0.284461652,0.601,0.513,7.14E-06,,Ezh1,Ezh1,-0.011238906,1
Gm1604a,2.26E-10,-0.255677524,0.277,0.371,7.87E-06,,Ctcfl,Ctcfl,0,1
Npy,2.30E-10,-0.369579291,0.352,0.453,8.03E-06,,Cdk7,Cdk7,0.062668798,1
Rgl1,2.34E-10,0.358251975,0.218,0.14,8.15E-06,,Hoxd11,#N/A,,
Nhsl2,2.43E-10,0.343443793,0.231,0.152,8.49E-06,,Pcgf2,Pcgf2,0.068014254,1
Crhr1,2.51E-10,0.258564905,0.061,0.018,8.75E-06,,Nr3c1,Nr3c1,-0.172926326,0.247454598
Sdk2,2.60E-10,0.345109212,0.203,0.126,9.06E-06,,Leo1,Leo1,-0.015558693,1
Calb2,2.63E-10,0.462787244,0.133,0.069,9.18E-06,,Batf3,Batf3,0.011574005,1
Apbb2,2.75E-10,-0.23639381,0.349,0.44,9.60E-06,,Gata2,Gata2,0,1
Peg3,2.76E-10,-0.205431794,0.727,0.804,9.63E-06,,Kmt2a,Kmt2a,-0.075775731,1
ENSMUSG00000120164,2.77E-10,-0.25183352,0.33,0.431,9.66E-06,,Ezh2,Ezh2,0.013628441,1
4930445B16Rik,2.84E-10,-0.286116277,0.245,0.336,9.90E-06,,Tead4,Tead4,0.002898017,1
Nxph1,2.96E-10,-0.1088035,0.668,0.761,1.03E-05,,Tcf12,Tcf12,0.307469291,5.41971E-05
Epb41l1,3.10E-10,-0.216731819,0.434,0.529,1.08E-05,,Dpep2,Dpep2,0,1
Sox5,3.17E-10,-0.211715712,0.458,0.557,1.10E-05,,Cebpa,Cebpa,-0.005680256,1
Mgat4c,3.26E-10,-0.273847505,0.616,0.736,1.14E-05,,Sumo2,Sumo2,0.058623499,1
Ttll11,3.28E-10,-0.258684004,0.367,0.459,1.14E-05,,Foxa1,#N/A,,
Eya4,3.31E-10,-0.375826013,0.199,0.282,1.15E-05,,Rybp,Rybp,0.104935096,1
Pde4d,3.32E-10,0.210969718,0.937,0.926,1.16E-05,,Gata4,Gata4,-0.001255908,1
Frmpd1,3.60E-10,-0.272969799,0.122,0.192,1.26E-05,,Atrx,Atrx,0.135106697,1
Nxpe4,4.25E-10,-0.24659881,0.237,0.322,1.48E-05,,Elf1,Elf1,-0.002331887,1
Egfr,4.64E-10,-0.512416353,0.173,0.251,1.62E-05,,Pgr,Pgr,-0.047623647,1
Rab3b,4.83E-10,-0.272147134,0.293,0.384,1.68E-05,,Kmt2d,Kmt2d,-0.057158373,1
Gm48321,5.07E-10,-0.241333751,0.359,0.455,1.77E-05,,Acss2,Acss2,-0.06180683,1
E230016M11Rik,5.20E-10,-0.235637663,0.204,0.288,1.81E-05,,Top2b,Top2b,0.083505538,1
Cdh11,5.27E-10,-0.246571538,0.355,0.445,1.84E-05,,Hnf4a,Hnf4a,0,1
Pde10a,5.57E-10,-0.141400534,0.707,0.831,1.94E-05,,Otx2,Otx2,0,1
Kif26b,5.98E-10,-0.288700602,0.259,0.343,2.08E-05,,Rnf2,Rnf2,-0.047106685,1
Apba2,6.14E-10,-0.21021073,0.419,0.519,2.14E-05,,,,,
Synpr,6.80E-10,0.323771138,0.626,0.523,2.37E-05,,,,,
Lrrc8b,7.42E-10,-0.255762784,0.309,0.396,2.59E-05,,,,,
Sema6d,7.91E-10,-0.295531986,0.353,0.45,2.76E-05,,,,,
Gm43670,8.10E-10,-0.284863862,0.149,0.223,2.82E-05,,,,,
Ptpre,8.22E-10,-0.234181817,0.261,0.348,2.87E-05,,,,,
Dock9,8.25E-10,-0.229666435,0.347,0.438,2.88E-05,,,,,
Slc7a14,8.32E-10,-0.272076438,0.348,0.433,2.90E-05,,,,,
D430041D05Rik,8.77E-10,-0.25153185,0.452,0.551,3.06E-05,,,,,
Zadh2,8.89E-10,0.303818675,0.142,0.079,3.10E-05,,,,,
Ahi1,9.57E-10,0.20326007,0.931,0.935,3.34E-05,,,,,
Tanc2,1.01E-09,0.248061013,0.856,0.858,3.54E-05,,,,,
Reps2,1.03E-09,-0.241202983,0.509,0.608,3.60E-05,,,,,
Gm15563,1.09E-09,0.397751907,0.242,0.166,3.81E-05,,,,,
Rasa1,1.09E-09,0.337380249,0.473,0.381,3.82E-05,,,,,
Rbms1,1.14E-09,-0.214277937,0.21,0.29,3.97E-05,,,,,
Gprc5b,1.18E-09,0.381385361,0.184,0.114,4.10E-05,,,,,
Icam5,1.19E-09,0.314950277,0.165,0.098,4.14E-05,,,,,
Mcc,1.20E-09,-0.271123254,0.228,0.309,4.19E-05,,,,,
Kcnd3,1.22E-09,0.547772894,0.515,0.451,4.24E-05,,,,,
Zbtb20,1.22E-09,0.276328542,0.574,0.485,4.26E-05,,,,,
Wls,1.29E-09,0.380337233,0.227,0.152,4.50E-05,,,,,
Qki,1.31E-09,0.343675631,0.695,0.648,4.56E-05,,,,,
Tcf12,1.55E-09,0.307469291,0.672,0.603,5.42E-05,,,,,
Tiam2,1.60E-09,0.478325594,0.211,0.139,5.57E-05,,,,,
Man1c1,1.72E-09,-0.26296436,0.24,0.32,6.01E-05,,,,,
Acvr1c,1.78E-09,0.287451632,0.066,0.023,6.19E-05,,,,,
Ipcef1,1.84E-09,0.344344697,0.149,0.086,6.41E-05,,,,,
A230006K03Rik,1.87E-09,-0.267357413,0.485,0.581,6.51E-05,,,,,
Adamts3,1.91E-09,0.328231074,0.179,0.109,6.65E-05,,,,,
Bcl9,2.13E-09,-0.223495335,0.263,0.346,7.41E-05,,,,,
Abi3bp,2.16E-09,0.250127073,0.068,0.025,7.55E-05,,,,,
Scn9a,2.21E-09,-0.243689636,0.313,0.414,7.71E-05,,,,,
Cntn5,2.31E-09,-0.274544588,0.692,0.775,8.07E-05,,,,,
Msra,2.32E-09,0.349526111,0.577,0.51,8.08E-05,,,,,
Slc22a23,2.37E-09,-0.229395868,0.252,0.336,8.27E-05,,,,,
Sall3,2.71E-09,0.155810332,0.031,0.003,9.47E-05,,,,,
Tmem44,2.75E-09,-0.237755962,0.223,0.305,9.60E-05,,,,,
Slc4a4,2.78E-09,0.410299858,0.448,0.37,9.69E-05,,,,,
Pip5k1b,2.96E-09,-0.288604653,0.247,0.332,0.000103077,,,,,
Gm45321,3.07E-09,0.409419753,0.152,0.087,0.000106871,,,,,
Rap1gds1,3.09E-09,0.521738859,0.541,0.473,0.000107575,,,,,
Mycbp2,3.41E-09,-0.173339286,0.837,0.899,0.000119062,,,,,
Ablim1,3.46E-09,-0.197670156,0.562,0.66,0.000120583,,,,,
Tox3,3.49E-09,-0.252474241,0.349,0.445,0.000121824,,,,,
Mir9-3hg,3.57E-09,0.363898692,0.404,0.322,0.00012463,,,,,
Satb1,3.62E-09,-0.231897902,0.312,0.402,0.000126113,,,,,
Fam171b,3.62E-09,0.393029335,0.62,0.554,0.000126356,,,,,
Arhgap26,4.10E-09,-0.263231276,0.306,0.389,0.000142969,,,,,
Cabp1,4.32E-09,-0.22952426,0.21,0.288,0.000150555,,,,,
Gm13629,4.33E-09,-0.272190252,0.305,0.393,0.000150857,,,,,
Manba,5.13E-09,-0.202199577,0.135,0.205,0.000178847,,,,,
Mast2,5.23E-09,-0.201768356,0.506,0.601,0.000182295,,,,,
Xylt1,5.27E-09,-0.291609549,0.19,0.262,0.000183906,,,,,
Lgi2,5.35E-09,-0.263481945,0.222,0.298,0.000186685,,,,,
Sidt1,5.38E-09,-0.239522277,0.246,0.326,0.000187552,,,,,
Sulf2,5.53E-09,-0.243239145,0.203,0.278,0.000192727,,,,,
Nrcam,5.76E-09,0.357133838,0.729,0.711,0.000200881,,,,,
Plekha2,6.31E-09,0.225756886,0.053,0.016,0.00021985,,,,,
Map1b,6.41E-09,-0.197109013,0.679,0.778,0.000223483,,,,,
Nbea,7.05E-09,-0.127332856,0.851,0.928,0.000245719,,,,,
Shtn1,7.38E-09,-0.109965009,0.407,0.501,0.000257351,,,,,
Srcin1,7.49E-09,-0.209645549,0.424,0.509,0.000261147,,,,,
Adgrl2,7.90E-09,-0.234657638,0.245,0.33,0.000275287,,,,,
Dlg1,8.00E-09,0.382482334,0.44,0.368,0.000278846,,,,,
Mt1,8.47E-09,0.244539894,0.143,0.081,0.000295156,,,,,
Stambpl1,8.75E-09,-0.224149579,0.224,0.299,0.000304928,,,,,
Gm45323,8.99E-09,0.273014852,0.106,0.053,0.000313366,,,,,
Grid1,9.99E-09,-0.159538215,0.539,0.639,0.000348272,,,,,
Ccdc136,1.00E-08,-0.228814143,0.338,0.413,0.0003502,,,,,
Eml5,1.06E-08,0.445406021,0.659,0.619,0.000370726,,,,,
Thsd4,1.11E-08,0.448355032,0.136,0.077,0.000386589,,,,,
Edil3,1.11E-08,-0.174072912,0.622,0.727,0.000388256,,,,,
Clmp,1.14E-08,-0.225680521,0.301,0.383,0.000397738,,,,,
Sntg2,1.17E-08,0.339141362,0.155,0.094,0.000406359,,,,,
Dpf3,1.32E-08,0.228811571,0.105,0.052,0.000459793,,,,,
Smoc1,1.49E-08,0.266069169,0.075,0.031,0.00052052,,,,,
Shank1,1.52E-08,-0.167591525,0.416,0.505,0.0005307,,,,,
Epha7,1.54E-08,-0.209186552,0.307,0.395,0.000535987,,,,,
Dlg2,1.76E-08,0.183205699,0.972,0.979,0.000614724,,,,,
Kit,1.82E-08,-0.332405094,0.159,0.232,0.000634498,,,,,
Slc24a3,1.86E-08,-0.216008462,0.579,0.68,0.000649733,,,,,
9330158H04Rik,1.90E-08,0.190429981,0.059,0.021,0.00066314,,,,,
Cpeb1,1.97E-08,-0.244679705,0.304,0.375,0.000686877,,,,,
Sox4,2.10E-08,0.26226211,0.114,0.06,0.000732452,,,,,
Nrgn,2.12E-08,-0.15432121,0.528,0.63,0.000740894,,,,,
Cyria,2.53E-08,-0.190825175,0.376,0.46,0.000881166,,,,,
Garem1,2.57E-08,0.485903878,0.255,0.188,0.00089671,,,,,
Gm37340,2.66E-08,0.250727448,0.101,0.051,0.000927576,,,,,
Kalrn,2.74E-08,0.289685441,0.812,0.808,0.000956337,,,,,
Scn2a,2.98E-08,-0.173407335,0.681,0.777,0.001039845,,,,,
Cacna1d,3.00E-08,0.278671964,0.814,0.806,0.001047018,,,,,
Chsy3,3.04E-08,0.441002366,0.548,0.491,0.001058731,,,,,
Rgs6,3.26E-08,-0.242640354,0.322,0.415,0.001135291,,,,,
Bckdhb,3.46E-08,-0.195530289,0.321,0.402,0.001207795,,,,,
Cacna1b,3.49E-08,-0.189673989,0.518,0.601,0.001217056,,,,,
Spred2,3.65E-08,-0.220932942,0.366,0.435,0.001272825,,,,,
Aak1,3.76E-08,-0.190421816,0.654,0.754,0.001312542,,,,,
Gm47423,3.81E-08,-0.225266429,0.172,0.24,0.00132919,,,,,
Gm28175,3.85E-08,-0.290659633,0.131,0.195,0.001341961,,,,,
Ralyl,3.88E-08,-0.275551658,0.507,0.59,0.00135132,,,,,
Gcnt1,4.03E-08,0.107703098,0.023,0.001,0.001405896,,,,,
Bend6,4.15E-08,-0.21155919,0.35,0.433,0.001448133,,,,,
Htr1f,4.21E-08,0.658082318,0.416,0.346,0.00146758,,,,,
Ap2b1,4.23E-08,-0.194527704,0.441,0.527,0.001475092,,,,,
Gm10115,4.26E-08,0.155319993,0.059,0.021,0.001484602,,,,,
Khdrbs2,4.29E-08,0.354932495,0.216,0.146,0.001495325,,,,,
Tmem132cos,4.32E-08,-0.225870597,0.112,0.173,0.001506168,,,,,
Dok5,4.44E-08,-0.225292398,0.121,0.181,0.001549264,,,,,
Ntm,4.44E-08,-0.268146003,0.845,0.861,0.001549462,,,,,
Tmem65,4.46E-08,-0.190007482,0.277,0.354,0.001554678,,,,,
Galnt17,4.84E-08,-0.18602152,0.298,0.381,0.001686245,,,,,
Frmd4b,4.94E-08,-0.242302094,0.303,0.385,0.001722557,,,,,
Rab40b,4.95E-08,0.285620763,0.19,0.126,0.001724953,,,,,
Chn2,5.10E-08,0.329066185,0.272,0.198,0.00177772,,,,,
Gnai1,5.42E-08,0.364068799,0.455,0.389,0.001890242,,,,,
A330102I10Rik,5.47E-08,-0.241215625,0.345,0.42,0.001905761,,,,,
E130308A19Rik,5.54E-08,0.264702008,0.204,0.137,0.001931862,,,,,
Prkn,5.62E-08,-0.179513036,0.762,0.851,0.001960085,,,,,
Gm19744,6.00E-08,0.237368132,0.075,0.033,0.002090766,,,,,
Stag1,6.13E-08,0.255273551,0.689,0.63,0.002138738,,,,,
Gad1,6.43E-08,0.246476658,0.748,0.694,0.002240316,,,,,
Kidins220,6.61E-08,-0.197416572,0.634,0.712,0.002303799,,,,,
Hip1,6.63E-08,-0.204268546,0.208,0.283,0.002311821,,,,,
Slc9a9,6.70E-08,0.44275643,0.46,0.4,0.002335329,,,,,
Osbpl1a,6.85E-08,-0.189059222,0.352,0.445,0.002388021,,,,,
Rasl11b,6.90E-08,0.232751757,0.07,0.03,0.002406861,,,,,
A530058N18Rik,6.98E-08,-0.17595915,0.111,0.171,0.002433402,,,,,
Gars,7.80E-08,-0.208196289,0.253,0.326,0.002719908,,,,,
Kat6b,7.80E-08,0.332199021,0.532,0.457,0.002720544,,,,,
Gm32509,7.89E-08,0.412514581,0.343,0.274,0.00275261,,,,,
Ttc19,8.30E-08,-0.188700591,0.55,0.638,0.002894951,,,,,
Chst11,8.45E-08,0.323701578,0.153,0.097,0.00294511,,,,,
Dtna,8.53E-08,-0.141982858,0.498,0.594,0.002972902,,,,,
Ptprj,8.54E-08,-0.211217127,0.4,0.487,0.00297636,,,,,
Tacr1,8.56E-08,0.220018146,0.074,0.033,0.002983393,,,,,
Slc6a17,8.59E-08,-0.18433688,0.385,0.469,0.002996482,,,,,
Pde3a,9.03E-08,0.302511404,0.061,0.023,0.003150169,,,,,
Myo1b,9.05E-08,-0.188506907,0.13,0.192,0.003155551,,,,,
Tjp1,9.05E-08,-0.170757869,0.582,0.678,0.003156583,,,,,
Rimbp2,9.43E-08,-0.252764844,0.482,0.554,0.003286241,,,,,
Srgap2,9.53E-08,-0.139885782,0.561,0.669,0.003324227,,,,,
Ano4,9.83E-08,0.443856169,0.585,0.545,0.003427135,,,,,
Tafa2,9.90E-08,-0.156412648,0.495,0.608,0.003453533,,,,,
Man1a2,1.02E-07,-0.180914581,0.478,0.563,0.003568691,,,,,
Bach2,1.08E-07,-0.181360785,0.518,0.607,0.003755415,,,,,
1700111E14Rik,1.10E-07,0.371703668,0.376,0.304,0.003819256,,,,,
Stau2,1.11E-07,-0.178993636,0.568,0.661,0.003868009,,,,,
Atp6v0a1,1.15E-07,-0.169605042,0.579,0.666,0.004000925,,,,,
Usp46,1.23E-07,0.39740095,0.333,0.262,0.004286643,,,,,
Fancl,1.26E-07,0.240809593,0.105,0.056,0.004392644,,,,,
Plcb4,1.27E-07,0.350902526,0.443,0.374,0.004422185,,,,,
Atp10a,1.27E-07,0.197718827,0.043,0.013,0.004435096,,,,,
Erc2,1.34E-07,-0.113409785,0.812,0.904,0.00465935,,,,,
Ryr2,1.39E-07,0.337477666,0.707,0.668,0.004840106,,,,,
Cacng2,1.39E-07,-0.18711926,0.402,0.485,0.004859228,,,,,
Rgs7,1.62E-07,-0.054962374,0.685,0.774,0.005650122,,,,,
Atxn2,1.65E-07,-0.161615261,0.44,0.516,0.005766216,,,,,
Gas7,1.67E-07,-0.234936843,0.269,0.344,0.005830075,,,,,
Hecw1,1.72E-07,-0.148484015,0.495,0.584,0.005992483,,,,,
Ankrd24,1.81E-07,-0.193690525,0.284,0.358,0.006303755,,,,,
Sst,1.84E-07,-0.151706526,0.331,0.419,0.006412338,,,,,
Pcp4l1,1.94E-07,0.259591278,0.19,0.127,0.00677375,,,,,
Arhgef37,1.96E-07,-0.209127523,0.071,0.12,0.006850871,,,,,
Sptb,2.00E-07,-0.18366395,0.24,0.31,0.006986273,,,,,
Fam189a1,2.07E-07,-0.178478515,0.428,0.515,0.007200907,,,,,
Rab6a,2.08E-07,-0.218797652,0.444,0.525,0.0072452,,,,,
Map2k1,2.09E-07,0.296289049,0.25,0.183,0.007290558,,,,,
Snx25,2.16E-07,-0.215838376,0.258,0.324,0.007540578,,,,,
Syngr3,2.23E-07,-0.18925886,0.251,0.324,0.007769051,,,,,
Fyn,2.24E-07,0.324347974,0.513,0.443,0.00779859,,,,,
Slc4a10,2.29E-07,0.277687241,0.714,0.68,0.007985632,,,,,
Lzts1,2.37E-07,0.268811915,0.113,0.064,0.008247586,,,,,
Rragd,2.47E-07,0.258921881,0.143,0.089,0.008609476,,,,,
Akap7,2.50E-07,-0.211976773,0.242,0.306,0.008712079,,,,,
Rtn4,2.53E-07,0.279989476,0.741,0.723,0.008822957,,,,,
Tmod1,2.66E-07,0.261531565,0.137,0.083,0.009265603,,,,,
Larp1,2.70E-07,-0.182152227,0.385,0.467,0.009427918,,,,,
Etv5,2.71E-07,-0.14859022,0.147,0.213,0.009434039,,,,,
Ltbp1,2.76E-07,-0.233746754,0.094,0.147,0.009626787,,,,,
Bmp1,2.77E-07,0.185983262,0.048,0.017,0.009670562,,,,,
Ctbp2,2.78E-07,0.204224867,0.1,0.053,0.009703541,,,,,
A430010J10Rik,2.79E-07,-0.194977172,0.076,0.125,0.009717224,,,,,
Rtn3,2.80E-07,-0.152381162,0.819,0.891,0.009769397,,,,,
mt-Rnr1,2.86E-07,-0.352963003,0.696,0.756,0.009959008,,,,,
Dnaja2,2.87E-07,-0.150676881,0.452,0.536,0.010023929,,,,,
Lurap1l,2.90E-07,-0.228482071,0.172,0.233,0.010113102,,,,,
Mapk1,2.99E-07,0.321284319,0.549,0.489,0.010434768,,,,,
Cdh13,3.00E-07,-0.398546767,0.411,0.489,0.01044615,,,,,
Cpeb2,3.01E-07,-0.200855188,0.232,0.301,0.010510217,,,,,
Epb41l3,3.11E-07,0.29015509,0.602,0.553,0.010838898,,,,,
Dpyd,3.12E-07,0.224240173,0.065,0.028,0.010863587,,,,,
Ddx17,3.12E-07,0.251042704,0.623,0.553,0.010879456,,,,,
Gm38116,3.13E-07,0.182470119,0.073,0.033,0.010908447,,,,,
Sorcs3,3.16E-07,-0.35528914,0.32,0.397,0.011013892,,,,,
Sash1,3.25E-07,-0.207566147,0.151,0.21,0.011340774,,,,,
Sh3rf1,3.26E-07,-0.208955433,0.245,0.314,0.011364477,,,,,
Fnbp1,3.26E-07,-0.141147837,0.36,0.442,0.011368573,,,,,
Ankfn1,3.27E-07,0.597683679,0.129,0.079,0.011386985,,,,,
Nmt2,3.35E-07,-0.160596965,0.411,0.492,0.011676099,,,,,
Gm26618,3.43E-07,0.217102367,0.12,0.069,0.011953504,,,,,
Ttc39b,3.46E-07,-0.19677286,0.244,0.311,0.012075621,,,,,
Gpt2,3.54E-07,-0.155676864,0.116,0.174,0.012335192,,,,,
Acsl1,3.54E-07,-0.228339031,0.233,0.298,0.012342425,,,,,
