,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
Gm23747,0.10563214,0.000886559,0,0,1,,,,,
Eif2s3x-ps1,0.10563214,0.000730354,0,0,1,,,,,
Tex33,0.10563214,0.002310733,0,0,1,,,,,
Gm16575,0.10563214,0.000467722,0,0,1,,,,,
Olfr279,0.10563214,0.00189283,0,0,1,,,,,
Gm54882,0.10563214,0.000770847,0,0,1,,,,,
Gm10832,0.10563214,0.000619641,0,0,1,,,,,
Gm55370,0.10563214,0.000641295,0,0,1,,,,,
Gm49745,0.10563214,0.001129075,0,0,1,,,,,
Gm6551,0.10563214,0.00083568,0,0,1,,,,,
Gm49567,0.10563214,0.000975526,0,0,1,,,,,
Gm4600,0.10563214,0.000664995,0,0,1,,,,,
Gm37946,0.10563214,0.00123081,0,0,1,,,,,
Cd200r3,0.10563214,0.000826028,0,0,1,,,,,
Lipi,0.10563214,0.001199157,0,0,1,,,,,
Gm46546,0.10563214,0.000905278,0,0,1,,,,,
ENSMUSG00000120333,0.10563214,0.000877192,0,0,1,,,,,
Gm7856,0.10563214,0.000722501,0,0,1,,,,,
Gm23186,0.10563214,0.000931659,0,0,1,,,,,
Vmn1r-ps145,0.10563214,0.00078956,0,0,1,,,,,
Gm7052,0.10563214,0.000690116,0,0,1,,,,,
Cldn9,0.10563214,0.00101966,0,0,1,,,,,
Gm46603,0.10563214,0.000817228,0,0,1,,,,,
Gm19553,0.10563214,0.000754187,0,0,1,,,,,
Gm55937,0.10563214,0.000802809,0,0,1,,,,,
Olfr120,0.10563214,0.0005868,0,0,1,,,,,
Crisp2,0.10563214,0.000624261,0,0,1,,,,,
Gm18417,0.10563214,0.00068253,0,0,1,,,,,
C3,0.10563214,0.001287022,0,0,1,,,,,
Themis3,0.10563214,0.000690221,0,0,1,,,,,
Gm16519,0.10563214,0.00065231,0,0,1,,,,,
Gm49909,0.10563214,0.000999805,0,0,1,,,,,
Gm50028,0.10563214,0.000832465,0,0,1,,,,,
Abcg8,0.10563214,0.000748759,0,0,1,,,,,
Six2,0.10563214,0.001410955,0,0,1,,,,,
Gm50011,0.10563214,0.000520828,0,0,1,,,,,
Gm24648,0.10563214,0.000782097,0,0,1,,,,,
Gm18581,0.10563214,0.000650202,0,0,1,,,,,
Gm50049,0.10563214,0.000743338,0,0,1,,,,,
Gm4949,0.10563214,0.000861257,0,0,1,,,,,
Gm50396,0.10563214,0.000965543,0,0,1,,,,,
Lox,0.10563214,0.000988627,0,0,1,,,,,
Gm18087,0.10563214,0.000490621,0,0,1,,,,,
Gm18739,0.10563214,0.001292852,0,0,1,,,,,
Gm4951,0.10563214,0.001245971,0,0,1,,,,,
Gm50256,0.10563214,0.000760285,0,0,1,,,,,
Gm18786,0.10563214,0.000540931,0,0,1,,,,,
Gm50195,0.10563214,0.000876927,0,0,1,,,,,
Gm37015,0.10563214,0.000849937,0,0,1,,,,,
D330025C20Rik,0.10563214,0.001570601,0,0,1,,,,,
Gm50267,0.10563214,0.001067864,0,0,1,,,,,
Cabp2,0.10563214,0.000491387,0,0,1,,,,,
Gm50382,0.10563214,0.000739502,0,0,1,,,,,
Gm550,0.10563214,0.000790134,0,0,1,,,,,
Gpha2,0.10563214,0.001646545,0,0,1,,,,,
Hmgb1-ps4,0.10563214,0.001339876,0,0,1,,,,,
Slc22a27,0.10563214,0.000635329,0,0,1,,,,,
Gm5511,0.10563214,0.000809645,0,0,1,,,,,
Oosp2,0.10563214,0.001052803,0,0,1,,,,,
Cyp2c65,0.10563214,0.000584879,0,0,1,,,,,
4833407H14Rik,0.10563214,0.001031597,0,0,1,,,,,
Bmp15,0.10563214,0.000872126,0,0,1,,,,,
Gm2012,0.10563214,0.001065348,0,0,1,,,,,
Rhox7-ps1,0.10563214,0.000897079,0,0,1,,,,,
Gm14614,0.10563214,0.000712323,0,0,1,,,,,
Gm648,0.10563214,0.000859557,0,0,1,,,,,
Gm14715,0.10563214,0.000499979,0,0,1,,,,,
Fam90a1b.1,0.10563214,0.000943971,0,0,1,,,,,
Gm14813,0.10563214,0.00083581,0,0,1,,,,,
Gm14869,0.10563214,0.000711955,0,0,1,,,,,
Cldn34c2,0.10563214,0.000489384,0,0,1,,,,,
Gm15062,0.10563214,0.001042221,0,0,1,,,,,
Gm21647,0.10563214,0.001586499,0,0,1,,,,,
Cdk3,0.105671364,0.002803487,0.01,0.007,1,,,,,
Borcs7,0.105785499,0.020820758,0.105,0.094,1,,,,,
Ocel1,0.105819914,0.006513249,0.103,0.093,1,,,,,
Proser1,0.105832667,0.00157003,0.19,0.171,1,,,,,
Gm39121,0.105843471,0.006500712,0.008,0.005,1,,,,,
Msi2,0.105862881,0.02173228,0.456,0.454,1,,,,,
Stam2,0.105880479,0.00947985,0.25,0.228,1,,,,,
Zbtb1,0.105910685,-0.036195058,0.111,0.118,1,,,,,
Lair1,0.105925292,-0.019965594,0.035,0.041,1,,,,,
Ahcyl2,0.106020663,-0.003226957,0.671,0.668,1,,,,,
Mbnl1,0.106061065,0.011841917,0.471,0.435,1,,,,,
Ttc27,0.106068033,-0.011937996,0.168,0.152,1,,,,,
Gm32786,0.106074969,-0.021811996,0.043,0.049,1,,,,,
Ppp1r18os,0.106084232,0.003265287,0.012,0.009,1,,,,,
Ppp4r2,0.106104709,0.00676596,0.375,0.342,1,,,,,
Mrps16,0.10616693,0.009741074,0.086,0.077,1,,,,,
ENSMUSG00000120910,0.106252862,-0.000484286,0.024,0.02,1,,,,,
Disp1,0.106281506,0.022854818,0.147,0.133,1,,,,,
Cntn1,0.106297149,0.002907819,0.879,0.893,1,,,,,
Usp42,0.106359191,-0.025835678,0.121,0.129,1,,,,,
Gm42737,0.106370967,-0.003558616,0.026,0.021,1,,,,,
Fcrls,0.106382751,-0.011451731,0.017,0.022,1,,,,,
Nbdy,0.106385973,0.03625468,0.093,0.083,1,,,,,
Cd164,0.106402134,0.030054329,0.074,0.066,1,,,,,
Fam13c,0.106462986,0.03092441,0.392,0.368,1,,,,,
AW146154,0.106474749,-0.001322395,0.029,0.024,1,,,,,
Piwil2,0.106571894,0.004026054,0.012,0.009,1,,,,,
Gm15972,0.106641407,-0.001594149,0.013,0.009,1,,,,,
Adra1b,0.106648136,-0.044657894,0.109,0.117,1,,,,,
Ube2d1,0.106679941,-0.022870272,0.251,0.258,1,,,,,
Gm17891,0.1067127,-0.01852359,0.027,0.032,1,,,,,
A730081D07Rik,0.106721418,0.00685446,0.116,0.105,1,,,,,
Atp6v1a,0.106815583,0.050189375,0.45,0.418,1,,,,,
Zfpm1,0.106834361,-0.023141384,0.051,0.058,1,,,,,
Ptcd3,0.106876393,-0.002026195,0.256,0.235,1,,,,,
Rab40b,0.10694489,0.014729878,0.405,0.371,1,,,,,
Gm12446,0.106952421,0.005560714,0.034,0.028,1,,,,,
Cops2,0.107013489,0.017521485,0.199,0.18,1,,,,,
Gm12705,0.107078712,0.007848416,0.027,0.022,1,,,,,
Gnb5,0.107111989,-0.017654433,0.325,0.329,1,,,,,
ENSMUSG00000120315,0.107155604,-0.01438081,0.006,0.008,1,,,,,
Hhat,0.107179507,0.010850578,0.058,0.05,1,,,,,
Dyrk1a,0.107185603,-0.043389328,0.452,0.443,1,,,,,
Zc3h3,0.10725141,0.009583941,0.108,0.097,1,,,,,
Rpl10-ps4,0.107284391,-0.023583954,0.03,0.035,1,,,,,
Marcks,0.107364013,0.039158272,0.229,0.212,1,,,,,
Hrh1,0.107372239,-0.001986163,0.107,0.096,1,,,,,
Gpr68,0.107417961,-0.003140732,0.075,0.066,1,,,,,
Snrpb2,0.107434701,-0.001257367,0.077,0.068,1,,,,,
ENSMUSG00000120977,0.107493573,0.005617881,0.021,0.017,1,,,,,
Srl,0.107541323,0.00155054,0.046,0.039,1,,,,,
Egln1,0.107588482,-0.052783704,0.174,0.181,1,,,,,
Slc17a9,0.107696115,0.0025454,0.01,0.007,1,,,,,
Rab39b,0.107747253,0.001836758,0.089,0.079,1,,,,,
Gm28111,0.107789767,0.001142144,0.008,0.005,1,,,,,
Gm37334,0.107876226,0.009260645,0.048,0.041,1,,,,,
Gm37983,0.107887583,0.003340433,0.017,0.013,1,,,,,
Magee1,0.107887995,0.01266981,0.113,0.102,1,,,,,
Gm15850,0.107899013,-0.004352217,0.002,0.004,1,,,,,
Klf2,0.107994573,0.008542779,0.01,0.007,1,,,,,
Abhd17c,0.107999115,0.009186658,0.092,0.082,1,,,,,
Cyp4f16,0.108032889,0.004156164,0.015,0.012,1,,,,,
Alms1-ps1,0.108034207,-0.003898582,0.002,0.004,1,,,,,
Tax1bp1,0.10805768,-0.025683441,0.459,0.456,1,,,,,
Mtf1,0.108111644,-0.042504328,0.129,0.136,1,,,,,
Mfap3l,0.108118945,0.007852017,0.207,0.189,1,,,,,
ENSMUSG00000120362,0.108144777,-0.057861145,0.147,0.153,1,,,,,
Pdcd10,0.108161734,0.011967222,0.292,0.268,1,,,,,
Mdh1b,0.108247937,0.003006508,0.018,0.014,1,,,,,
Pdcd2,0.108293835,0.005934673,0.036,0.03,1,,,,,
Strbp,0.108402224,0.025554655,0.956,0.972,1,,,,,
Ccdc163,0.108425837,-2.33E-05,0.014,0.01,1,,,,,
Mettl22,0.10844191,-0.003736571,0.054,0.047,1,,,,,
Mrps24,0.108494962,0.030379196,0.116,0.105,1,,,,,
ENSMUSG00000121027,0.108539964,0.013165126,0.008,0.005,1,,,,,
Rpl23,0.108562632,0.070239693,0.317,0.294,1,,,,,
Gm16041,0.108697083,-0.003106012,0.002,0.004,1,,,,,
Gm42973,0.108698179,0.010571741,0.078,0.069,1,,,,,
Me1,0.108748672,-0.042070139,0.221,0.227,1,,,,,
Cdip1,0.108856145,0.011288111,0.392,0.357,1,,,,,
A130030D18Rik,0.108863304,-0.001792939,0.002,0.004,1,,,,,
Mboat4,0.10887292,0.001908914,0.012,0.009,1,,,,,
Slc37a1,0.108894278,-0.040693021,0.084,0.091,1,,,,,
Eif3d,0.108925516,-0.041462179,0.068,0.075,1,,,,,
Gm11149,0.108968065,-0.039315792,0.4,0.4,1,,,,,
Tafazzin,0.10897181,0.000894515,0.279,0.254,1,,,,,
Smndc1,0.109038954,0.016647916,0.117,0.106,1,,,,,
Bbs10,0.109074801,0.010514463,0.026,0.021,1,,,,,
Kbtbd8,0.109101215,0.003900973,0.043,0.036,1,,,,,
Smim30,0.109108201,0.03193699,0.039,0.033,1,,,,,
Ap3b1,0.109237334,0.015888116,0.381,0.351,1,,,,,
Tiparp,0.109238417,-0.010442157,0.056,0.063,1,,,,,
Htr1a,0.109346762,0.003968697,0.019,0.014,1,,,,,
Acadvl,0.109387463,0.00859184,0.039,0.033,1,,,,,
Gm17747,0.109400142,0.004227489,0.014,0.01,1,,,,,
Dcst1,0.109450162,0.003196902,0.023,0.018,1,,,,,
Ccdc160,0.109468849,0.000474101,0.021,0.017,1,,,,,
Krt25,0.109497872,0.007579101,0.017,0.013,1,,,,,
Fbxo42,0.109561353,-0.056613442,0.299,0.298,1,,,,,
Nr2c2,0.109656549,0.03105613,0.515,0.482,1,,,,,
Gm15601,0.109680241,0.000891724,0.039,0.033,1,,,,,
Gm47106,0.109706437,0.003936059,0.017,0.013,1,,,,,
ENSMUSG00000120036,0.109711334,0.00177441,0.01,0.007,1,,,,,
Prpf19,0.109743971,0.0267974,0.154,0.14,1,,,,,
Xpo5,0.109771694,0.009060028,0.198,0.179,1,,,,,
Gm43176,0.10992637,0.005802488,0.008,0.005,1,,,,,
Naalad2,0.110016595,0.001789952,0.015,0.012,1,,,,,
Paics,0.110047257,0.012429052,0.082,0.073,1,,,,,
Hdac1,0.110138464,0.006796192,0.125,0.112,1,,,,,
Smg9,0.110198651,0.00907735,0.172,0.157,1,,,,,
Stpg1,0.11028355,0.000727086,0.037,0.031,1,,,,,
Atpaf1,0.110296151,0.010815319,0.265,0.242,1,,,,,
Cldnd1,0.110321714,-0.005887211,0.143,0.129,1,,,,,
Prickle3,0.110352289,0.001895314,0.019,0.014,1,,,,,
Cemip2,0.110373544,0.002078492,0.131,0.118,1,,,,,
Tmem186,0.110428193,-0.001669577,0.147,0.132,1,,,,,
Gm17232,0.110434479,0.0010896,0.01,0.007,1,,,,,
Ptrhd1,0.110458889,0.010718955,0.029,0.023,1,,,,,
Gm44596,0.11051082,0.002813146,0.01,0.007,1,,,,,
Hace1,0.110510875,-0.024899406,0.601,0.596,1,,,,,
Mbtd1,0.110588285,-0.039060638,0.564,0.551,1,,,,,
Rftn2,0.110593526,0.001135884,0.014,0.01,1,,,,,
Gm29069,0.110648258,0.010719973,0.04,0.034,1,,,,,
Lrguk,0.110678551,0.016171847,0.078,0.069,1,,,,,
Gm13026,0.110699337,-0.00982033,0.005,0.007,1,,,,,
Gm44926,0.110708226,0.004290528,0.027,0.022,1,,,,,
Tcf7l1,0.110782265,-0.012615262,0.005,0.007,1,,,,,
Zfp704,0.110801538,-0.028603938,0.494,0.485,1,,,,,
Gm13830,0.110966005,0.010833967,0.084,0.075,1,,,,,
Capn5,0.111007199,-0.015451022,0.045,0.051,1,,,,,
Tigd5,0.111026359,0.009522755,0.012,0.009,1,,,,,
Tmem237,0.111082345,0.001652415,0.194,0.176,1,,,,,
Zfp959,0.11108377,0.007256126,0.031,0.026,1,,,,,
Snap25,0.111159123,0.018911396,0.98,0.985,1,,,,,
Igsf11,0.111225014,-0.013335282,0.161,0.146,1,,,,,
Glis2,0.111232874,-0.006894507,0.111,0.099,1,,,,,
Cat,0.111295577,0.008337163,0.048,0.041,1,,,,,
Ankrd11,0.111298567,-0.013502063,0.759,0.752,1,,,,,
Gm16353,0.11130155,0.002872497,0.012,0.009,1,,,,,
Prss57,0.111303353,0.006980357,0.008,0.005,1,,,,,
Lpxn,0.111315547,0.006574185,0.025,0.02,1,,,,,
Garre1,0.111403425,-0.05413755,0.288,0.289,1,,,,,
Sbno2,0.111549628,-0.016931288,0.106,0.094,1,,,,,
Bcl11a,0.111599971,-0.020505635,0.666,0.664,1,,,,,
St6galnac2,0.111617867,0.005435996,0.007,0.005,1,,,,,
Gm19863,0.111634538,-0.009562885,0.007,0.01,1,,,,,
Ppid,0.111638702,0.021555332,0.228,0.208,1,,,,,
Gm43009,0.111643336,0.007999368,0.026,0.021,1,,,,,
Gm16001,0.111747676,0.007881272,0.055,0.047,1,,,,,
Gm47243,0.111768443,0.00441739,0.007,0.005,1,,,,,
Cenpt,0.111771674,0.006357186,0.066,0.058,1,,,,,
Gm49937,0.111828229,-0.002720085,0.005,0.007,1,,,,,
Fbxl13,0.111836521,0.001735378,0.018,0.014,1,,,,,
Ypel5,0.111896806,0.004804919,0.116,0.105,1,,,,,
Ccne1,0.111919498,0.005475535,0.038,0.032,1,,,,,
Naglu,0.11196891,0.008460543,0.026,0.021,1,,,,,
Adal,0.112008266,0.008430616,0.109,0.098,1,,,,,
Rbm27,0.11207122,0.052754714,0.288,0.267,1,,,,,
ENSMUSG00000120671,0.112084299,0.002720369,0.031,0.025,1,,,,,
Gm37702,0.112139213,0.010710478,0.012,0.009,1,,,,,
Adat1,0.112142239,-0.002196368,0.161,0.145,1,,,,,
Tmem88,0.112168399,0.000225542,0.014,0.01,1,,,,,
Rell1,0.112185103,-0.059553162,0.104,0.111,1,,,,,
Nploc4,0.112215529,-0.037842158,0.288,0.288,1,,,,,
Gm15566,0.112241456,-0.005606343,0.005,0.007,1,,,,,
Exd1,0.112256214,0.007450117,0.015,0.011,1,,,,,
Tut1,0.112314339,0.001768466,0.084,0.075,1,,,,,
A530064N14Rik,0.112364582,0.003648923,0.012,0.009,1,,,,,
Sltm,0.112397758,0.031342985,0.675,0.641,1,,,,,
Dnah11,0.112416692,0.004818182,0.012,0.009,1,,,,,
Rnf31,0.112453543,0.002869228,0.06,0.052,1,,,,,
Agpat1,0.112467425,0.015052738,0.059,0.051,1,,,,,
Gm45809,0.112509334,0.00544458,0.037,0.031,1,,,,,
Gm4952,0.112556188,0.003050867,0.007,0.005,1,,,,,
ENSMUSG00000120555,0.112576206,-0.003954539,0.009,0.012,1,,,,,
Myo1f,0.112599478,0.004468082,0.007,0.005,1,,,,,
6820408C15Rik,0.112606407,-7.47E-06,0.031,0.026,1,,,,,
Tyw1,0.1126399,-0.002510558,0.191,0.173,1,,,,,
4933432I03Rik,0.112648734,0.008490515,0.025,0.021,1,,,,,
Gm22450,0.11268676,0.002845097,0.002,0.001,1,,,,,
Gm11525,0.112709864,0.003175216,0.002,0.001,1,,,,,
Gm14444,0.112712262,0.00102388,0.018,0.014,1,,,,,
Gm47545,0.112732972,0.002803821,0.002,0.001,1,,,,,
Ttc7,0.112742591,0.000677666,0.117,0.106,1,,,,,
Zp3r,0.112744035,0.005670065,0.014,0.01,1,,,,,
Fam24b,0.112756084,0.003040033,0.002,0.001,1,,,,,
4930517G24Rik,0.112756084,0.003739899,0.002,0.001,1,,,,,
Kcnk6,0.112767549,0.004413674,0.014,0.01,1,,,,,
A730049H05Rik,0.112802319,0.002630459,0.002,0.001,1,,,,,
Gm33321,0.112802319,0.002431494,0.002,0.001,1,,,,,
Fcrla,0.112825443,0.003027483,0.002,0.001,1,,,,,
Rpl7a-ps9,0.112825443,0.001688022,0.002,0.001,1,,,,,
Tmem273,0.112848569,0.003835008,0.002,0.001,1,,,,,
Gm14775,0.112848569,0.003530017,0.002,0.001,1,,,,,
Tmem63b,0.112863289,-0.048888685,0.414,0.405,1,,,,,
Ptk2,0.112875519,0.022232961,0.849,0.858,1,,,,,
BC051537,0.112894834,0.003543469,0.002,0.001,1,,,,,
C4b,0.112894834,0.002417011,0.002,0.001,1,,,,,
Gm40797,0.112917973,0.002667308,0.002,0.001,1,,,,,
H2-M10.2,0.112917973,0.002189439,0.002,0.001,1,,,,,
Actn3,0.112923159,-0.004774084,0.003,0.004,1,,,,,
Tmem74,0.112924302,0.003991928,0.022,0.018,1,,,,,
Gm54899,0.112935171,0.005350929,0.01,0.007,1,,,,,
Irag1,0.11296426,0.001462634,0.002,0.001,1,,,,,
1700029H14Rik,0.11296426,0.002159615,0.002,0.001,1,,,,,
Clca3b,0.112964809,-0.004496405,0.003,0.004,1,,,,,
Gm14125,0.112987409,0.001742932,0.002,0.001,1,,,,,
Gbp8,0.112987409,0.002110565,0.002,0.001,1,,,,,
Gm11517,0.112987409,0.002125673,0.002,0.001,1,,,,,
Oxgr1,0.113010562,0.002159849,0.002,0.001,1,,,,,
Xpnpep2,0.113010562,0.002067938,0.002,0.001,1,,,,,
Gm2531,0.113032433,0.003301593,0.012,0.009,1,,,,,
Zfp993,0.11305688,0.001835423,0.002,0.001,1,,,,,
Ppp2r2c,0.113110487,-0.033592512,0.516,0.508,1,,,,,
Ipo9,0.113112754,-0.051809666,0.268,0.268,1,,,,,
Spryd7,0.113123224,0.002131003,0.096,0.086,1,,,,,
Gm44386,0.113126384,0.003510352,0.002,0.001,1,,,,,
Chtop,0.113145355,-0.005214584,0.188,0.17,1,,,,,
Gm47820,0.11315258,0.001667411,0.007,0.005,1,,,,,
Gm48780,0.113172738,0.001150326,0.002,0.001,1,,,,,
2010106G04Rik,0.113172738,0.001214433,0.002,0.001,1,,,,,
Naa10,0.113183384,0.006857241,0.063,0.055,1,,,,,
Ngp,0.113219108,0.000984312,0.002,0.001,1,,,,,
Cabp4,0.113233585,0.003165002,0.01,0.007,1,,,,,
Psd3,0.113276231,-0.026064471,0.804,0.808,1,,,,,
Gm37914,0.113349751,0.004569279,0.032,0.026,1,,,,,
Trp53rka,0.113350354,0.004458963,0.041,0.035,1,,,,,
Gm13523,0.113456559,-0.00691679,0.003,0.005,1,,,,,
Zfp81,0.11349695,-0.003948859,0.224,0.204,1,,,,,
Gm31513,0.113531721,-0.004924942,0.007,0.009,1,,,,,
Gm42611,0.113600449,0.001749632,0.044,0.037,1,,,,,
Mzt2,0.113600477,9.82E-05,0.038,0.032,1,,,,,
Zdhhc15,0.113603879,-0.002866563,0.078,0.069,1,,,,,
Zbtb7a,0.113688679,-0.046416414,0.292,0.294,1,,,,,
1700041M19Rik,0.113729638,0.00086517,0.007,0.005,1,,,,,
Slc24a2,0.113767378,-0.018341206,0.735,0.747,1,,,,,
Gm33280,0.113799772,-0.005486734,0.003,0.005,1,,,,,
Abhd11,0.113816398,0.005677526,0.065,0.057,1,,,,,
Papss1,0.113885177,0.006522971,0.227,0.206,1,,,,,
Gm11084,0.113909105,-0.002396592,0.046,0.039,1,,,,,
Cdk10,0.113944682,0.004200378,0.224,0.204,1,,,,,
ENSMUSG00000120218,0.11397496,0.000279914,0.029,0.024,1,,,,,
Fer,0.1140686,-0.030765376,0.535,0.524,1,,,,,
Zfpm2,0.114071267,-0.047559381,0.408,0.416,1,,,,,
Bud13,0.114104947,-0.00068284,0.068,0.059,1,,,,,
Sytl1,0.11422038,-0.011726389,0.008,0.011,1,,,,,
Xirp2,0.114237024,-0.00879606,0.115,0.103,1,,,,,
Kat6b,0.114247824,-0.022527281,0.659,0.653,1,,,,,
Rad9b,0.114322719,0.005679743,0.094,0.084,1,,,,,
Itgb2,0.1143233,-0.005895918,0.002,0.003,1,,,,,
Tsc1,0.114346859,0.008163266,0.506,0.463,1,,,,,
Atxn2l,0.114395239,0.022621928,0.311,0.285,1,,,,,
Mrpl49,0.114522754,0.002905248,0.048,0.041,1,,,,,
Gm44750,0.114625286,0.003499359,0.007,0.005,1,,,,,
Gm47011,0.114639908,0.011807263,0.019,0.015,1,,,,,
4933428P19Rik,0.114670919,-0.004711403,0.002,0.003,1,,,,,
Erich6,0.114802126,0.004726766,0.037,0.031,1,,,,,
Gm9785,0.114803564,-0.004504534,0.002,0.003,1,,,,,
Gtf3c5,0.114827676,0.007837293,0.045,0.039,1,,,,,
Gm16095,0.114839864,0.003660274,0.022,0.018,1,,,,,
Gm15538,0.114853337,-0.004327936,0.002,0.003,1,,,,,
ENSMUSG00000120814,0.114869932,-0.004325474,0.002,0.003,1,,,,,
Tmem115,0.114889318,-0.002276122,0.038,0.032,1,,,,,
Gpr173,0.114901334,-0.001950022,0.087,0.077,1,,,,,
Gm15760,0.114962173,0.00551789,0.013,0.01,1,,,,,
Cbx8,0.114997487,0.006491061,0.042,0.035,1,,,,,
Gm37521,0.115127986,0.002320282,0.007,0.005,1,,,,,
Zfp451,0.115148627,0.027093933,0.387,0.357,1,,,,,
1110065P20Rik,0.115150798,-0.001593923,0.106,0.096,1,,,,,
Gm29683,0.115185591,-0.00328378,0.002,0.003,1,,,,,
Sfpq,0.115193437,0.032982708,0.619,0.582,1,,,,,
Spin1,0.11522192,0.015108989,0.259,0.237,1,,,,,
Hsd17b4,0.115285242,0.003400222,0.216,0.195,1,,,,,
Dhx35,0.115308286,-0.000778451,0.144,0.13,1,,,,,
Qdpr,0.115324484,0.017631804,0.082,0.073,1,,,,,
Uhrf1bp1,0.115324656,0.007747777,0.091,0.081,1,,,,,
Cish,0.115467935,-0.003152505,0.007,0.01,1,,,,,
Dhx9,0.115503216,0.009473742,0.292,0.268,1,,,,,
Gm18609,0.115551943,-0.00060351,0.002,0.003,1,,,,,
B830017H08Rik,0.115561359,-0.001099673,0.018,0.014,1,,,,,
Sfrp4,0.115628673,-0.018293181,0.015,0.019,1,,,,,
1810019N24Rik,0.115657057,0.005600834,0.018,0.014,1,,,,,
1700001D01Rik,0.11570683,0.004243186,0.015,0.011,1,,,,,
Zswim9,0.11580768,0.021279417,0.065,0.057,1,,,,,
Tspyl1,0.115958815,0.018668141,0.121,0.109,1,,,,,
Krt26,0.115965882,0.004296853,0.01,0.007,1,,,,,
Gm43340,0.116195417,-0.005249191,0.005,0.008,1,,,,,
Cacna1f,0.116217108,-0.011554695,0.016,0.02,1,,,,,
Gm21969,0.116327276,0.008691988,0.007,0.005,1,,,,,
Phyhip,0.116417625,-0.007124154,0.104,0.093,1,,,,,
Apc,0.116431734,0.052649754,0.827,0.81,1,,,,,
Gm48889,0.116505747,-0.012875925,0.03,0.035,1,,,,,
Serpinb8,0.116518181,-0.026744852,0.073,0.081,1,,,,,
Lmx1b,0.116533831,0.006442462,0.007,0.005,1,,,,,
Gm17354,0.116534745,-0.000139654,0.043,0.037,1,,,,,
Prkar1a,0.116537718,0.044588191,0.437,0.407,1,,,,,
Dnah9,0.116548917,0.009772123,0.1,0.09,1,,,,,
Gm45294,0.116625726,0.003307367,0.007,0.005,1,,,,,
Lsm7,0.116627859,0.026125664,0.36,0.332,1,,,,,
Dnaaf8,0.116644408,-0.000748892,0.044,0.038,1,,,,,
Hnrnpl,0.116702993,-0.027334103,0.405,0.399,1,,,,,
Dennd4b,0.116748818,0.000622454,0.084,0.075,1,,,,,
Stard8,0.116762287,-0.037237817,0.132,0.139,1,,,,,
Spocd1,0.116786678,0.002297814,0.007,0.005,1,,,,,
Gm28320,0.116795098,0.008281161,0.07,0.061,1,,,,,
Tapbpl,0.116888124,0.005886443,0.023,0.019,1,,,,,
Gypa,0.116913263,-0.006520905,0.004,0.007,1,,,,,
Cchcr1,0.116952674,0.005100115,0.027,0.022,1,,,,,
Rpl9,0.116956153,0.054306711,0.358,0.33,1,,,,,
Dda1,0.116979523,0.020653667,0.117,0.105,1,,,,,
Adam10,0.11704591,0.022336476,0.464,0.431,1,,,,,
Chek2,0.117078409,0.00516838,0.011,0.008,1,,,,,
Slc22a21,0.117123264,0.004791716,0.013,0.01,1,,,,,
Supt20,0.117212222,0.02285876,0.402,0.37,1,,,,,
Celrr,0.117221592,0.003818665,0.032,0.027,1,,,,,
Atox1,0.117343402,0.009876495,0.104,0.093,1,,,,,
Ddt,0.117346041,0.00493937,0.049,0.042,1,,,,,
Mnd1,0.117362933,0.006574022,0.007,0.005,1,,,,,
Coro7,0.117409613,0.010910298,0.214,0.195,1,,,,,
Pstpip1,0.117410276,0.003508084,0.016,0.012,1,,,,,
Gm18899,0.117455341,0.003529786,0.007,0.005,1,,,,,
Gm49706,0.117457225,0.008711937,0.027,0.022,1,,,,,
Zc3hav1l,0.117544811,0.015445842,0.019,0.015,1,,,,,
Coa5,0.117634123,0.008665772,0.057,0.049,1,,,,,
Gm13921,0.117651897,0.002920796,0.007,0.005,1,,,,,
Gm47710,0.117719925,0.009173199,0.017,0.014,1,,,,,
Mon2,0.117786108,-0.051165159,0.413,0.404,1,,,,,
Gm3739,0.117839523,0.006279422,0.019,0.015,1,,,,,
Zfp874b,0.117903572,0.00565615,0.097,0.087,1,,,,,
Gm53029,0.117917155,0.000659677,0.076,0.068,1,,,,,
Ercc4,0.117935234,0.012623872,0.129,0.116,1,,,,,
Mdh2,0.11794448,0.044608945,0.333,0.307,1,,,,,
Rac1,0.117983663,-0.019714502,0.241,0.246,1,,,,,
Gm44045,0.117985036,0.001230629,0.015,0.011,1,,,,,
Metap1,0.118001466,-0.013734271,0.159,0.143,1,,,,,
Gm16288,0.118016625,0.00618398,0.013,0.01,1,,,,,
Ngdn,0.118073992,-0.005687386,0.094,0.083,1,,,,,
Slc22a30,0.118080261,0.002640516,0.009,0.007,1,,,,,
Gm9968,0.118084462,0.007767488,0.007,0.004,1,,,,,
Glo1,0.118100988,0.012505441,0.057,0.049,1,,,,,
Gm48775,0.118115399,0.001458545,0.007,0.005,1,,,,,
3222401L13Rik,0.118136142,0.003116698,0.011,0.008,1,,,,,
Spop,0.118143646,-0.03072543,0.526,0.522,1,,,,,
Gar1,0.118160753,0.009956381,0.08,0.071,1,,,,,
Klhdc2,0.11818341,-0.015282773,0.278,0.251,1,,,,,
Zfp248,0.118271584,0.005635665,0.11,0.099,1,,,,,
Coro1c,0.11828868,-0.025613336,0.144,0.151,1,,,,,
Gm47558,0.118363005,0.00159035,0.022,0.017,1,,,,,
Gm37640,0.11848158,-0.00131513,0.055,0.048,1,,,,,
Stk11ip,0.118568015,0.005919174,0.062,0.054,1,,,,,
