,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,,Targets of Pbx3,,,
Gm43811,0.479112426,0.008318962,0.002,0.001,1,,,,,
4930513D17Rik,0.479112426,0.008459728,0.002,0.001,1,,,,,
Slc34a2,0.479112426,0.007793325,0.002,0.001,1,,,,,
Gm15984,0.479112426,0.006969418,0.002,0.001,1,,,,,
Gm15710,0.479112426,0.005608877,0.002,0.001,1,,,,,
Cxcl10,0.479112426,0.021918687,0.002,0.001,1,,,,,
Gm42934,0.479112426,0.006254694,0.002,0.001,1,,,,,
Gm15484,0.479112426,0.006133886,0.002,0.001,1,,,,,
Ccdc121rt3,0.479112426,0.006201438,0.002,0.001,1,,,,,
Gm42498,0.479112426,0.008889101,0.002,0.001,1,,,,,
Gm36378,0.479112426,0.005398921,0.002,0.001,1,,,,,
Fam221a,0.479112426,0.007956846,0.002,0.001,1,,,,,
Ccdc142,0.479112426,0.010024692,0.002,0.001,1,,,,,
Gm21284,0.479112426,0.007917184,0.002,0.001,1,,,,,
Sox5os1,0.479112426,0.008560255,0.002,0.001,1,,,,,
ENSMUSG00000120971,0.479112426,0.005730185,0.002,0.001,1,,,,,
Fam83e,0.479112426,0.007277515,0.002,0.001,1,,,,,
Gm34280,0.479112426,0.005303091,0.002,0.001,1,,,,,
Tnfrsf26,0.479112426,0.006372325,0.002,0.001,1,,,,,
Cd209c,0.479112426,0.00429199,0.002,0.001,1,,,,,
ENSMUSG00000120986,0.479112426,0.006984979,0.002,0.001,1,,,,,
Gm29724,0.479112426,0.008667287,0.002,0.001,1,,,,,
Gm27201,0.479112426,0.00759096,0.002,0.001,1,,,,,
Gm37962,0.479112426,0.008243661,0.002,0.001,1,,,,,
4930524O07Rik,0.479112426,0.007778156,0.002,0.001,1,,,,,
Ccr2,0.479112426,0.020808751,0.002,0.001,1,,,,,
Gm36595,0.479112426,0.013604542,0.002,0.001,1,,,,,
Gm47033,0.479112426,0.008317198,0.002,0.001,1,,,,,
Gm40797,0.479112426,0.004783514,0.002,0.001,1,,,,,
Ndufa4l2,0.479112426,0.01040397,0.002,0.001,1,,,,,
4921536K21Rik,0.479112426,0.010758898,0.002,0.001,1,,,,,
Gm12254,0.479112426,0.010324417,0.002,0.001,1,,,,,
Nlrp1a,0.479112426,0.009511431,0.002,0.001,1,,,,,
Sgca,0.479112426,0.00515335,0.002,0.001,1,,,,,
Gm11652,0.479112426,0.005179004,0.002,0.001,1,,,,,
Gm55204,0.479112426,0.008626722,0.002,0.001,1,,,,,
Gm10478,0.479112426,0.008424403,0.002,0.001,1,,,,,
Gm9887,0.479112426,0.011205484,0.002,0.001,1,,,,,
Syndig1l,0.479112426,0.007856777,0.002,0.001,1,,,,,
Gm20682,0.479112426,0.008242816,0.002,0.001,1,,,,,
Gm49354,0.479112426,0.006301431,0.002,0.001,1,,,,,
Gm48556,0.479112426,0.011589239,0.002,0.001,1,,,,,
Gm48349,0.479112426,0.007077143,0.002,0.001,1,,,,,
Cdc20b,0.479112426,0.007337623,0.002,0.001,1,,,,,
ENSMUSG00000120120,0.479112426,0.008948735,0.002,0.001,1,,,,,
Gm30275,0.479112426,0.010134159,0.002,0.001,1,,,,,
Fam186b,0.479112426,0.008132285,0.002,0.001,1,,,,,
Gm4468,0.479112426,0.007009541,0.002,0.001,1,,,,,
Gm41414,0.479112426,0.006332416,0.002,0.001,1,,,,,
Gm15530,0.479112426,0.008684904,0.002,0.001,1,,,,,
Btla,0.479112426,0.006469244,0.002,0.001,1,,,,,
Gm49659,0.479112426,0.004968497,0.002,0.001,1,,,,,
Gm28043,0.479112426,0.007515878,0.002,0.001,1,,,,,
ENSMUSG00000121450,0.479112426,0.005928977,0.002,0.001,1,,,,,
Nrm,0.479112426,0.010025341,0.002,0.001,1,,,,,
ENSMUSG00000120613,0.479112426,0.010318582,0.002,0.001,1,,,,,
Gm53048,0.479112426,0.00872419,0.002,0.001,1,,,,,
Gm8034,0.479112426,0.009726795,0.002,0.001,1,,,,,
Gm34235,0.479112426,0.009367196,0.002,0.001,1,,,,,
Insl6,0.479112426,0.006003686,0.002,0.001,1,,,,,
Gabre,0.479112426,0.010514786,0.002,0.001,1,,,,,
Gm5398,0.479112426,0.011310474,0.002,0.001,1,,,,,
Gm14740,0.479112426,0.010841178,0.002,0.001,1,,,,,
Gm14935,0.479112426,0.009334144,0.002,0.001,1,,,,,
Fam193a,0.47914546,-0.013661197,0.319,0.293,1,,,,,
Znrf1,0.479258946,-0.069472474,0.112,0.119,1,,,,,
Mboat7,0.479280644,-0.061410187,0.045,0.05,1,,,,,
Mapk8ip3,0.479336704,-0.098994527,0.184,0.19,1,,,,,
Gm28756,0.479576981,0.008179459,0.002,0.001,1,,,,,
Gm38070,0.479576981,0.007775968,0.002,0.001,1,,,,,
Dalir,0.479576981,0.004365875,0.002,0.001,1,,,,,
Gm28777,0.479576981,0.005092911,0.002,0.001,1,,,,,
Klhdc8a,0.479576981,0.007465009,0.002,0.001,1,,,,,
Gm37731,0.479576981,0.005919711,0.002,0.001,1,,,,,
A230020J21Rik,0.479576981,0.007217322,0.002,0.001,1,,,,,
Gm13268,0.479576981,0.008780764,0.002,0.001,1,,,,,
Gm25541,0.479576981,0.006143621,0.002,0.001,1,,,,,
Cstdc2,0.479576981,0.005968594,0.002,0.001,1,,,,,
Rem1,0.479576981,0.004279874,0.002,0.001,1,,,,,
4930589L23Rik,0.479576981,0.001729393,0.002,0.001,1,,,,,
A830029E22Rik,0.479576981,0.010355549,0.002,0.001,1,,,,,
ENSMUSG00000120941,0.479576981,0.003732013,0.002,0.001,1,,,,,
H3c15,0.479576981,0.004615793,0.002,0.001,1,,,,,
Gm42872,0.479576981,0.007322263,0.002,0.001,1,,,,,
Gm13307,0.479576981,0.009949364,0.002,0.001,1,,,,,
Gm12543,0.479576981,0.005704379,0.002,0.001,1,,,,,
Oprd1,0.479576981,0.007035548,0.002,0.001,1,,,,,
Ifnlr1,0.479576981,0.005360183,0.002,0.001,1,,,,,
Gm13156,0.479576981,0.003890268,0.002,0.001,1,,,,,
Stk32b,0.479576981,0.008391792,0.002,0.001,1,,,,,
Spata18,0.479576981,0.004462293,0.002,0.001,1,,,,,
Kdr,0.479576981,0.007148074,0.002,0.001,1,,,,,
Gm43592,0.479576981,0.006982702,0.002,0.001,1,,,,,
4930515G01Rik,0.479576981,0.00556755,0.002,0.001,1,,,,,
Gm14507,0.479576981,0.007921023,0.002,0.001,1,,,,,
Gm42879,0.479576981,0.00698555,0.002,0.001,1,,,,,
Gm10051,0.479576981,0.014778744,0.002,0.001,1,,,,,
1700095J07Rik,0.479576981,0.004300687,0.002,0.001,1,,,,,
Gm13833,0.479576981,0.007866191,0.002,0.001,1,,,,,
Gm43890,0.479576981,0.004192546,0.002,0.001,1,,,,,
Gm44117,0.479576981,0.005750154,0.002,0.001,1,,,,,
Gm4651,0.479576981,0.008888237,0.002,0.001,1,,,,,
1700051K13Rik,0.479576981,0.008614972,0.002,0.001,1,,,,,
H4f16,0.479576981,0.007450381,0.002,0.001,1,,,,,
2900092C05Rik,0.479576981,0.006146723,0.002,0.001,1,,,,,
Vmn2r55,0.479576981,0.007253425,0.002,0.001,1,,,,,
Gm44896,0.479576981,0.003902484,0.002,0.001,1,,,,,
Gm49493,0.479576981,0.00628739,0.002,0.001,1,,,,,
Gm44677,0.479576981,0.004552447,0.002,0.001,1,,,,,
A930030B08Rik,0.479576981,0.006596626,0.002,0.001,1,,,,,
Gm44773,0.479576981,0.010641171,0.002,0.001,1,,,,,
Gm45073,0.479576981,0.006396066,0.002,0.001,1,,,,,
Gm31045,0.479576981,0.008499015,0.002,0.001,1,,,,,
Lpar2,0.479576981,0.007043121,0.002,0.001,1,,,,,
ENSMUSG00000121023,0.479576981,0.006549313,0.002,0.001,1,,,,,
Gm45740,0.479576981,0.005761683,0.002,0.001,1,,,,,
Gm38590,0.479576981,0.006544766,0.002,0.001,1,,,,,
ENSMUSG00000120587,0.479576981,0.005670431,0.002,0.001,1,,,,,
4930488N15Rik,0.479576981,0.005028943,0.002,0.001,1,,,,,
Pou2af1,0.479576981,0.007121844,0.002,0.001,1,,,,,
Lman1l,0.479576981,0.007668254,0.002,0.001,1,,,,,
Hcn4,0.479576981,0.007559119,0.002,0.001,1,,,,,
Dnaaf4,0.479576981,0.004602539,0.002,0.001,1,,,,,
Bcl2a1b,0.479576981,0.006449428,0.002,0.001,1,,,,,
ENSMUSG00000120939,0.479576981,0.00688282,0.002,0.001,1,,,,,
Calhm6,0.479576981,0.010491915,0.002,0.001,1,,,,,
Gm52965,0.479576981,0.004858452,0.002,0.001,1,,,,,
Vmn2r86,0.479576981,0.005388517,0.002,0.001,1,,,,,
Gm12013,0.479576981,0.00628552,0.002,0.001,1,,,,,
Gm12094,0.479576981,0.008000911,0.002,0.001,1,,,,,
Gm12158,0.479576981,0.008656123,0.002,0.001,1,,,,,
Slc36a2,0.479576981,0.004475397,0.002,0.001,1,,,,,
B9d1os,0.479576981,0.007460973,0.002,0.001,1,,,,,
Gm11513,0.479576981,0.006392097,0.002,0.001,1,,,,,
ENSMUSG00000120705,0.479576981,0.00512621,0.002,0.001,1,,,,,
Gm48607,0.479576981,0.007737503,0.002,0.001,1,,,,,
Gm46378,0.479576981,0.005327831,0.002,0.001,1,,,,,
Gm10421,0.479576981,0.006809433,0.002,0.001,1,,,,,
Gm48601,0.479576981,0.00614965,0.002,0.001,1,,,,,
Gm48939,0.479576981,0.006560305,0.002,0.001,1,,,,,
Tnfrsf10b,0.479576981,0.003516632,0.002,0.001,1,,,,,
Rps3a2,0.479576981,0.008209826,0.002,0.001,1,,,,,
Gm48970,0.479576981,0.006439739,0.002,0.001,1,,,,,
Gm24787,0.479576981,0.004741384,0.002,0.001,1,,,,,
Scx,0.479576981,0.00541267,0.002,0.001,1,,,,,
Gm6723,0.479576981,0.006277658,0.002,0.001,1,,,,,
Hrg,0.479576981,0.002522475,0.002,0.001,1,,,,,
4632428C04Rik,0.479576981,0.004677512,0.002,0.001,1,,,,,
Gm37946,0.479576981,0.007922206,0.002,0.001,1,,,,,
Adgrg7,0.479576981,0.005494617,0.002,0.001,1,,,,,
Gm10509,0.479576981,0.005033395,0.002,0.001,1,,,,,
2410021H03Rik,0.479576981,0.004323055,0.002,0.001,1,,,,,
Gm15958,0.479576981,0.006084053,0.002,0.001,1,,,,,
Hsbp1l1,0.479576981,0.010331294,0.002,0.001,1,,,,,
Actn3,0.479576981,0.003772543,0.002,0.001,1,,,,,
Gm54401,0.479576981,0.005967507,0.002,0.001,1,,,,,
Gm54639,0.479576981,0.008100564,0.002,0.001,1,,,,,
Ifit1bl2,0.479576981,0.006477935,0.002,0.001,1,,,,,
E030044B06Rik,0.479576981,0.005007812,0.002,0.001,1,,,,,
Ppp1r3f,0.479576981,0.009912953,0.002,0.001,1,,,,,
C330013E15Rik,0.479691022,-0.024037318,0.011,0.014,1,,,,,
Fkbp10,0.479698899,0.036026102,0.023,0.019,1,,,,,
A530083I20Rik,0.479750291,0.014885059,0.017,0.014,1,,,,,
9430081H08Rik,0.479750292,0.028630571,0.017,0.014,1,,,,,
Gm13112,0.479809336,0.00608057,0.002,0.001,1,,,,,
Gm37420,0.47994658,0.015743155,0.015,0.012,1,,,,,
Gm42974,0.480016426,0.012429101,0.013,0.01,1,,,,,
Gm37629,0.480041782,0.001638407,0.002,0.001,1,,,,,
Tfap2d,0.480041782,0.006527818,0.002,0.001,1,,,,,
4930521E06Rik,0.480041782,-1.83E-05,0.002,0.001,1,,,,,
Daw1,0.480041782,0.003083224,0.002,0.001,1,,,,,
ENSMUSG00000121181,0.480041782,-0.001467,0.002,0.001,1,,,,,
Gm27197,0.480041782,0.003330511,0.002,0.001,1,,,,,
Galnt5,0.480041782,0.003690409,0.002,0.001,1,,,,,
Gm13619,0.480041782,0.000902591,0.002,0.001,1,,,,,
Gm13938,0.480041782,0.004309846,0.002,0.001,1,,,,,
Gm37790,0.480041782,-0.000431239,0.002,0.001,1,,,,,
Gm3143,0.480041782,0.001836414,0.002,0.001,1,,,,,
Gm43488,0.480041782,0.003720448,0.002,0.001,1,,,,,
Gm37345,0.480041782,0.003136238,0.002,0.001,1,,,,,
Gm8177,0.480041782,0.001539848,0.002,0.001,1,,,,,
Gstm2,0.480041782,0.001981512,0.002,0.001,1,,,,,
Gm16238,0.480041782,0.001860447,0.002,0.001,1,,,,,
Gm5149,0.480041782,0.001463909,0.002,0.001,1,,,,,
Tnni3k,0.480041782,0.003045753,0.002,0.001,1,,,,,
Gm12516,0.480041782,-0.001559775,0.002,0.001,1,,,,,
Ube2u,0.480041782,0.004719975,0.002,0.001,1,,,,,
ENSMUSG00000120102,0.480041782,0.005033528,0.002,0.001,1,,,,,
Gm13161,0.480041782,0.004738478,0.002,0.001,1,,,,,
Gm13209,0.480041782,0.002938778,0.002,0.001,1,,,,,
Gm43059,0.480041782,0.002512069,0.002,0.001,1,,,,,
Gm42977,0.480041782,0.00384044,0.002,0.001,1,,,,,
9430085M18Rik,0.480041782,0.002767292,0.002,0.001,1,,,,,
ENSMUSG00000120495,0.480041782,-0.003177763,0.002,0.001,1,,,,,
Kif19b,0.480041782,0.002025704,0.002,0.001,1,,,,,
Gm43708,0.480041782,0.003009308,0.002,0.001,1,,,,,
Zfp853,0.480041782,0.004151888,0.002,0.001,1,,,,,
Gm43844,0.480041782,0.003660488,0.002,0.001,1,,,,,
Garin1a,0.480041782,-0.000393704,0.002,0.001,1,,,,,
Cpa2,0.480041782,0.001246612,0.002,0.001,1,,,,,
Gm44764,0.480041782,0.002157971,0.002,0.001,1,,,,,
M1ap,0.480041782,0.001431429,0.002,0.001,1,,,,,
Gm45041,0.480041782,0.00415477,0.002,0.001,1,,,,,
Ccdc83,0.480041782,0.003355035,0.002,0.001,1,,,,,
Gm16938,0.480041782,-0.003160675,0.002,0.001,1,,,,,
Gm15635,0.480041782,0.002987177,0.002,0.001,1,,,,,
Tomt,0.480041782,0.002435468,0.002,0.001,1,,,,,
Prss8,0.480041782,0.004282648,0.002,0.001,1,,,,,
Urah,0.480041782,0.004198778,0.002,0.001,1,,,,,
ENSMUSG00000120649,0.480041782,0.003198356,0.002,0.001,1,,,,,
Lrrc8e,0.480041782,0.004335767,0.002,0.001,1,,,,,
Ckap2,0.480041782,0.00460473,0.002,0.001,1,,,,,
Gm45641,0.480041782,0.004087863,0.002,0.001,1,,,,,
Gm17720,0.480041782,-0.003522864,0.002,0.001,1,,,,,
ENSMUSG00000121020,0.480041782,-0.000780494,0.002,0.001,1,,,,,
Gm20681,0.480041782,0.003828296,0.002,0.001,1,,,,,
Epor,0.480041782,0.004032429,0.002,0.001,1,,,,,
4930502A04Rik,0.480041782,-0.007387158,0.002,0.001,1,,,,,
Bcl2l10,0.480041782,0.001734455,0.002,0.001,1,,,,,
Gm38091,0.480041782,0.002218986,0.002,0.001,1,,,,,
Gm42763,0.480041782,0.001271362,0.002,0.001,1,,,,,
Prss50,0.480041782,0.003205588,0.002,0.001,1,,,,,
Entpd3,0.480041782,0.003559496,0.002,0.001,1,,,,,
Gm7909,0.480041782,0.00250912,0.002,0.001,1,,,,,
ENSMUSG00000120434,0.480041782,0.002811184,0.002,0.001,1,,,,,
ENSMUSG00000120244,0.480041782,0.002493762,0.002,0.001,1,,,,,
Olfr57,0.480041782,0.003225168,0.002,0.001,1,,,,,
Grin3b,0.480041782,0.003681886,0.002,0.001,1,,,,,
Gm4792,0.480041782,0.002044806,0.002,0.001,1,,,,,
4930473D10Rik,0.480041782,0.003414574,0.002,0.001,1,,,,,
Gm5781,0.480041782,0.001428064,0.002,0.001,1,,,,,
Myl6b,0.480041782,-0.000531114,0.002,0.001,1,,,,,
ENSMUSG00000120343,0.480041782,0.002536286,0.002,0.001,1,,,,,
ENSMUSG00000121217,0.480041782,0.001439067,0.002,0.001,1,,,,,
ENSMUSG00000121102,0.480041782,0.003978642,0.002,0.001,1,,,,,
Trpv3,0.480041782,0.00412415,0.002,0.001,1,,,,,
Gm12571,0.480041782,0.001863761,0.002,0.001,1,,,,,
Slfn9,0.480041782,0.004191256,0.002,0.001,1,,,,,
Gm11539,0.480041782,0.003751833,0.002,0.001,1,,,,,
Gm11715,0.480041782,0.00592717,0.002,0.001,1,,,,,
Llgl2,0.480041782,0.004580843,0.002,0.001,1,,,,,
Npb,0.480041782,0.001575408,0.002,0.001,1,,,,,
Pycr1,0.480041782,-0.000126485,0.002,0.001,1,,,,,
Gm29687,0.480041782,0.004627925,0.002,0.001,1,,,,,
Gm47375,0.480041782,0.002916203,0.002,0.001,1,,,,,
Batf,0.480041782,0.002799265,0.002,0.001,1,,,,,
Gm48682,0.480041782,0.002813091,0.002,0.001,1,,,,,
Gm11348,0.480041782,-0.004641274,0.002,0.001,1,,,,,
ENSMUSG00000120366,0.480041782,0.001297671,0.002,0.001,1,,,,,
Gm17872,0.480041782,0.000690973,0.002,0.001,1,,,,,
Gm8546,0.480041782,0.003477952,0.002,0.001,1,,,,,
Gm3558,0.480041782,-0.003487099,0.002,0.001,1,,,,,
4930519K11Rik,0.480041782,0.001680969,0.002,0.001,1,,,,,
Gm41144,0.480041782,0.004070191,0.002,0.001,1,,,,,
Zfp957,0.480041782,0.003204277,0.002,0.001,1,,,,,
Gm6330,0.480041782,0.00035237,0.002,0.001,1,,,,,
4930544F09Rik,0.480041782,-3.75E-05,0.002,0.001,1,,,,,
Tmem71,0.480041782,0.002839636,0.002,0.001,1,,,,,
Smpd5,0.480041782,0.001835339,0.002,0.001,1,,,,,
Gm49490,0.480041782,0.001498863,0.002,0.001,1,,,,,
Kdelr3,0.480041782,0.001410377,0.002,0.001,1,,,,,
4833422M21Rik,0.480041782,0.003432293,0.002,0.001,1,,,,,
Gm4383,0.480041782,0.003861096,0.002,0.001,1,,,,,
Gm46565,0.480041782,0.004346838,0.002,0.001,1,,,,,
Gm49735,0.480041782,-0.005255879,0.002,0.001,1,,,,,
Ldhal6b,0.480041782,0.002508779,0.002,0.001,1,,,,,
Slc22a1,0.480041782,0.004939476,0.002,0.001,1,,,,,
Gm9874,0.480041782,0.004040365,0.002,0.001,1,,,,,
Mdfi,0.480041782,0.006965086,0.002,0.001,1,,,,,
Gm36931,0.480041782,0.00455341,0.002,0.001,1,,,,,
Gm37176,0.480041782,0.003068698,0.002,0.001,1,,,,,
Gm30961,0.480041782,0.005278097,0.002,0.001,1,,,,,
Sh3rf2,0.480041782,0.003052991,0.002,0.001,1,,,,,
Arsi,0.480041782,0.000938129,0.002,0.001,1,,,,,
Gm50106,0.480041782,0.002232053,0.002,0.001,1,,,,,
Mc2r,0.480041782,-0.001764124,0.002,0.001,1,,,,,
Gm50261,0.480041782,0.004058279,0.002,0.001,1,,,,,
ENSMUSG00000120136,0.480041782,0.002082248,0.002,0.001,1,,,,,
Gm34432,0.480041782,0.004493675,0.002,0.001,1,,,,,
Drr1,0.480041782,-0.005729281,0.002,0.001,1,,,,,
Gm6938,0.480041782,-0.001599715,0.002,0.001,1,,,,,
Gm14766,0.480041782,0.00352185,0.002,0.001,1,,,,,
Rpl17-ps8,0.480041782,0.004347775,0.002,0.001,1,,,,,
Gm14843,0.480041782,0.005105476,0.002,0.001,1,,,,,
mt-Tv,0.480041782,9.03E-05,0.002,0.001,1,,,,,
mt-Ta,0.480041782,0.004885411,0.002,0.001,1,,,,,
Zfp637,0.480152797,0.022021191,0.049,0.043,1,,,,,
Ttn,0.480179173,0.004090005,0.013,0.01,1,,,,,
Gm49961,0.480234719,-0.081632589,0.055,0.061,1,,,,,
Sec11c,0.480265587,-0.072722316,0.101,0.107,1,,,,,
ENSMUSG00000119981,0.480341951,-0.017598821,0.011,0.014,1,,,,,
Zfp101,0.480386934,-0.000934578,0.037,0.031,1,,,,,
Gm17951,0.48040203,0.019755082,0.015,0.012,1,,,,,
Rptor,0.480468813,-0.008412802,0.208,0.19,1,,,,,
Ccdc71l,0.480504758,0.004463715,0.013,0.01,1,,,,,
Mbp,0.480648259,-0.188990387,0.066,0.071,1,,,,,
Zfp994,0.4807247,0.019673331,0.031,0.026,1,,,,,
Msantd2,0.480727383,0.012452094,0.116,0.106,1,,,,,
Opa1,0.480796086,0.016026559,0.176,0.161,1,,,,,
Rps11-ps2,0.480808723,-0.026097135,0.018,0.022,1,,,,,
Mtfr1,0.480919702,-0.04975468,0.036,0.041,1,,,,,
Zmynd19,0.480993361,-0.021689669,0.011,0.014,1,,,,,
Ufc1,0.481031295,0.040234254,0.076,0.069,1,,,,,
Ppp2r5a,0.481143973,-0.015514605,0.338,0.31,1,,,,,
Carf,0.481205604,0.027682799,0.071,0.063,1,,,,,
Igfbp7,0.48132488,0.041793319,0.021,0.017,1,,,,,
Sema5a,0.481358758,0.085069254,0.057,0.05,1,,,,,
Aurkaip1,0.481380069,0.022426225,0.062,0.055,1,,,,,
Cnnm4,0.481482234,0.007879712,0.013,0.01,1,,,,,
Tspyl5,0.481561032,-0.029613939,0.021,0.025,1,,,,,
Arid1a,0.481624938,-0.033929617,0.252,0.228,1,,,,,
Smad6,0.481651027,0.019570962,0.025,0.021,1,,,,,
Atp1b2,0.481692773,-0.019508378,0.297,0.27,1,,,,,
Gm43268,0.481808299,0.008034376,0.013,0.01,1,,,,,
Slit2,0.481851266,-5.19E-05,0.031,0.037,1,,,,,
Selplg,0.482003738,-0.060964992,0.014,0.017,1,,,,,
Eif5a2,0.482134485,0.004329215,0.013,0.01,1,,,,,
Stk19,0.482293572,0.01050906,0.095,0.086,1,,,,,
Nme5,0.482324104,0.031156672,0.017,0.014,1,,,,,
Slc1a4,0.482347686,-0.026269235,0.15,0.136,1,,,,,
Neb,0.48246079,-0.00022453,0.011,0.014,1,,,,,
Xbp1,0.482510474,0.024108825,0.08,0.072,1,,,,,
Fam184b,0.48254289,0.015266256,0.166,0.151,1,,,,,
Fgd6,0.482615392,-0.08113269,0.381,0.377,1,,,,,
Dus1l,0.48265399,0.020668006,0.019,0.016,1,,,,,
Tsc2,0.482786032,0.030664749,0.037,0.032,1,,,,,
Slc35g2,0.482809386,0.023108155,0.029,0.024,1,,,,,
Rsl24d1,0.482835069,0.020277115,0.015,0.012,1,,,,,
Gnpnat1,0.482877061,0.020073276,0.027,0.023,1,,,,,
Nav1,0.483002691,-0.063472315,0.067,0.073,1,,,,,
Mrpl40,0.483112528,-0.042495735,0.045,0.05,1,,,,,
Gm43868,0.483139669,0.008603753,0.015,0.012,1,,,,,
Ubac1,0.483218376,-0.016183292,0.092,0.083,1,,,,,
Glo1,0.483220265,-0.064494953,0.044,0.05,1,,,,,
Mysm1,0.483468058,-0.055235299,0.225,0.202,1,,,,,
Fam180a,0.483470423,0.025706806,0.017,0.014,1,,,,,
Cacna1e,0.483478825,0.026138308,0.094,0.086,1,,,,,
Gm16740,0.483706504,-0.04900907,0.024,0.028,1,,,,,
Cybc1,0.483808282,0.032363563,0.019,0.016,1,,,,,
Mars2,0.48390797,0.007500349,0.033,0.028,1,,,,,
N4bp2l1,0.483919421,-0.067790224,0.055,0.061,1,,,,,
Las1l,0.483926519,0.027334979,0.125,0.115,1,,,,,
Nxph1,0.484033266,-0.092715676,0.049,0.055,1,,,,,
Gm15666,0.48417586,0.003720167,0.013,0.01,1,,,,,
Zfp874b,0.484212603,0.040926851,0.044,0.038,1,,,,,
Dctpp1,0.484339373,-0.025060935,0.011,0.014,1,,,,,
Vasp,0.484481136,0.007143436,0.027,0.023,1,,,,,
0610040B10Rik,0.484509834,-0.048591271,0.021,0.024,1,,,,,
Clhc1,0.484584699,-0.020400694,0.011,0.014,1,,,,,
Dolpp1,0.484759455,-0.039365926,0.014,0.017,1,,,,,
Gm37444,0.484816831,0.013859983,0.015,0.012,1,,,,,
Mapre3,0.484859648,-0.047288128,0.154,0.137,1,,,,,
Plppr3,0.484969458,0.01158284,0.015,0.012,1,,,,,
Eif4g2,0.48497133,-0.009919964,0.211,0.194,1,,,,,
Edem2,0.485032013,-0.007054246,0.051,0.044,1,,,,,
1700001G11Rik,0.48512211,0.001047467,0.015,0.012,1,,,,,
Gnai2,0.485292814,-0.004073182,0.098,0.089,1,,,,,
Gng5,0.485382804,0.024293853,0.041,0.036,1,,,,,
Svip,0.485392261,-0.070386902,0.033,0.037,1,,,,,
Clic1,0.485417607,0.025795164,0.033,0.028,1,,,,,
Frmd4a,0.485422156,0.061224729,0.852,0.895,1,,,,,
Ano6,0.485440195,-0.001800962,0.1,0.091,1,,,,,
Lmtk2,0.485734027,-0.094993416,0.098,0.104,1,,,,,
Masp2,0.485767496,0.012571898,0.017,0.014,1,,,,,
Gadd45gip1,0.485835297,0.026255124,0.044,0.038,1,,,,,
Hdac2,0.485986752,-0.025686373,0.089,0.079,1,,,,,
Gpank1,0.486114978,0.006040443,0.015,0.012,1,,,,,
Zdhhc7,0.486132917,0.012883095,0.029,0.024,1,,,,,
B3galt5,0.486283016,-0.001619064,0.039,0.033,1,,,,,
Hbb-bs,0.486296964,0.017494959,0.031,0.026,1,,,,,
Fuom,0.48629738,-0.016165567,0.057,0.05,1,,,,,
Rfwd3,0.486462268,-0.040303544,0.092,0.098,1,,,,,
Primpol,0.486727041,0.000757093,0.031,0.026,1,,,,,
Dus4l,0.486730773,0.01501281,0.057,0.05,1,,,,,
Morn4,0.48673798,-0.056108131,0.017,0.021,1,,,,,
Nifk,0.486783529,-0.062014171,0.024,0.028,1,,,,,
Hspa9,0.486860565,-0.0176532,0.141,0.128,1,,,,,
Gm42588,0.486955957,0.009514541,0.015,0.012,1,,,,,
Gm48420,0.486955957,0.003275455,0.015,0.012,1,,,,,
ENSMUSG00000119945,0.487232315,-0.036514878,0.014,0.017,1,,,,,
Nt5dc3,0.487243506,0.011027312,0.029,0.024,1,,,,,
Cfl2,0.487326352,0.052511357,0.182,0.17,1,,,,,
Tbc1d30,0.487354509,-0.057507099,0.024,0.028,1,,,,,
Gm20319,0.487424445,0.016965552,0.025,0.021,1,,,,,
ENSMUSG00000120795,0.487530915,-0.037025217,0.042,0.037,1,,,,,
Zfp882,0.487607229,0.010768009,0.021,0.017,1,,,,,
C1qtnf12,0.48762122,0.004187941,0.019,0.016,1,,,,,
Rad51,0.487638206,0.00781784,0.017,0.014,1,,,,,
Fbxo6,0.487721164,2.10E-05,0.015,0.012,1,,,,,
1700010K24Rik,0.487850795,-0.019659834,0.024,0.029,1,,,,,
Meaf6,0.487889998,-0.054105522,0.066,0.072,1,,,,,
Ntng2,0.488065532,-0.003364002,0.039,0.033,1,,,,,
Spop,0.488099724,0.041871872,0.288,0.273,1,,,,,
Gm31323,0.488119803,-0.051633508,0.136,0.122,1,,,,,
Tac1,0.488132962,-0.003723883,0.029,0.024,1,,,,,
Azin1,0.488160592,-0.001729252,0.159,0.145,1,,,,,
Arrb1,0.488248855,-0.002415926,0.251,0.23,1,,,,,
H13,0.488285438,0.009268459,0.082,0.074,1,,,,,
Gm7265,0.488387492,0.017850721,0.021,0.017,1,,,,,
Ankrd6,0.488436805,-0.099337286,0.25,0.248,1,,,,,
Kif7,0.488440115,0.01013198,0.025,0.021,1,,,,,
Ndufaf8,0.488554738,-0.048886548,0.024,0.028,1,,,,,
Drosha,0.488612406,0.011458138,0.085,0.077,1,,,,,
Dlx1as,0.488664933,-0.040414125,0.027,0.031,1,,,,,
Aida,0.488677148,0.011742156,0.057,0.05,1,,,,,
Lgr6,0.488912651,-0.02248952,0.045,0.05,1,,,,,
Ston2,0.48891477,-0.077435661,0.338,0.332,1,,,,,
Rpp30,0.488998025,-0.012332588,0.035,0.03,1,,,,,
Dhfr,0.489038225,0.011291341,0.021,0.017,1,,,,,
Ppfia3,0.489117557,0.020908134,0.023,0.019,1,,,,,
Rab29,0.489176671,-0.014230265,0.033,0.028,1,,,,,
