Accession
Q96G01
O75626
Q14767
Q14152
Q8WUA4
A0A087WSV2
Q8NFZ0
O00329
P31371
A1XBS5
P53350
Q8IWB9
Q9H3H3
O75525
Q9H579
Q99523
P22626
P31270
Q5I0X4
Q96S53
P55884
Q9UEE5
Q9BZE1
Q9ULI3
Q96QR8
Q75T13
Q9BRA2
P62899
Q5VSL9
Q9NPJ8
Q9BTP7
Q8IY47
Q8NBW4
Q6NXG1
Q6IQ49
Q6UXD7
Q9UKI2
Q9Y6D0
Q6NZ67
O75323
P53539
P18085
Q02045
Q6ZW31
O43683
Q9UIF8
Q7Z7B0
Q5TH74
Q03923
P36639
P15923
P68402
P35499
O00764
Q9BT30
O15504
Q9H0H0
Q6P996
O94880
Q6PJP8
O14979
Q14978
Q9ULX6
P52298
G3V2T6
Q86VH5
Q9HCN8
P46937
Q9UHF7
Q96P50
Q9Y3A5
Q8N5A5
Q8IW45
P15822
P35398
P05423
Q9BY44
O60381
Q6P280
Q96HQ0
A0A0U1RRN3
O75121
Q9BUB4
Q12857
Q9H175
Q9UKX5
Q8IZF3
Q9GZR2
Q9Y2A4
Q03721
P98175
P26038
Q9NTN3
Q9Y4P9
O00562
Q4L180
Q15916
Q58EX7
Q53GL7
Q16181
O75635
Q14161
Q9UJX4
Q99633
P22736
Q9BV19
Q69YZ2
Q8NDX5
O00461
Q9Y3P8
Q9BWT1
P33176
P27815
O75534
Q7Z4N8
O00237
Q7KZI7
P12236
Q969X6
Q9UKG9
Q9Y6B7
Q8N8B7
Q92947
Q9P212
Q7Z5Q1
Q9Y2P7
Q15714
Q16594
Q8N9E0
Q9C0K1
Q8N531
Q9BT17
P48553
Q8WU17
Q9Y5B6
P41968
Q9UKJ1
P61927
O75947
Q5TA45
Q9Y230
Q9BS16
Q9BSQ5
P12034
O94766
P53671
Q96BN2
Q14249
P41252
Q53R41
Q9GZP9
Q9BVC4
Q12967
Q8WWC4
P0DMS9
Q86VI4
P56730
P54710
Q9Y3B4
Q9Y5Q9
Q8IYD9
Q12866
Q9H799
Q9H1X3
Q969J2
A0A024RBG1
Q9UKY4
Q99743
O95704
Q9GZS1
Q8IV53
Q92543
P28067
Q9NZ08
Q96QE3
Q99519
Q8TAM6
Q8N6Q8
Q13905
P02786
Q96ST8
P55265
O14786
Q12765
Q9H6Y7
Q6UW49
Q5T5M9
P60484
P05107
Q86TI2
P42704
Q86V88
Q96PE2
P05230
Q99418
O00470
Q9BWU0
P27824
Q96RT7
Q14684
Q9BYD6
Q03405
Q8N6T0
Q4G0J3
A0A087WUL8
Q8IZV5
Q92956
Q86UX6
O75319
A1L020
Q15723
O43679
Q96QT6
F5H5T6
P26583
Q9H4Y5
Q9UH92
Q9UHY1
Q76NI1
O60478
Q2NKX9
P63218
Q63HM2
O75956
P16083
P14678
Q9Y4C4
P53680
Q14258
P15941
Q8NA92
Q9Y6R9
Q13501
Q56A73
A6NM62
Q9GZQ8
Q8TDQ0
Q96KB5
Q9HC07
P20936
Q9BRR3
P29317
Q9H0V9
Q9Y5R8
Q68D91
Q8N729
Q96NT3
Q6PI26
O14896
Q03001
P53355
P17021
Q9H7Z7
P07237
Q9Y2C2
Q92552
Q96F05
A2A3L6
Q8NEZ4
P07360
Q9Y4R7
Q9UNL2
Q5JWF2
P02795
P17535
A0A0B4J2A0
Q8WUD1
E9PLN8
Q9NRM7
Q6P5X7
P36969
Q96K19
Q86V97
P34949
Q75N03
P32929
P32314
Q9BW60
Q15833
Q13813
Q14693
Q9P107
Q99550
Q9Y450
Q969Z4
Q9Y6D5
O94986
Q14469
Q9NR00
Q9Y2R5
A4FU49
P55072
Q5BJH2
O14593
Q14592
P17948
P53667
P43268
Q96MC6
O00154
O94885
P26368
Q15631
Q96PU4
O14492
P13807
Q8TER0
Q9BY49
Q9BYT8
Q9BS34
Q9UII5
Q96B01
Q9Y639
Q9BZ72
H3BS24
Q9GZR7
O75864
Q03111
Q92539
Q96QD9
Q9HCQ5
Q9HC16
O00567
Q15306
O60285
Q9Y3D2
Q16186
Q14166
Q9H0W8
Q96RG2
Q99638
P56524
Q96T68
Q12884
P17030
P51959
P68104
Q9Y2D1
Q6N063
Q92561
Q5VW32
Q9BX70
Q6VY07
Q7Z3B1
P17544
P51858
Q6UWV6
Q96IC2
P14384
O15105
Q86VZ5
O75438
Q99436
Q8TF09
P56937
Q13822
Q7L1Q6
P38159
Q8N1A6
P49821
P48681
P10243
Q92974
Q9NX24
O75460
Q9BXF3
P17342
Q9P015
P49720
Q86XL3
Q96C11
P32121
Q8N9T8
Q8N3S3
Q9UQN3
P19876
Q9Y3B9
Q9BWF2
Q01201
Q0VF49
Q96LD4
Q9HD26
Q5BKX5
Q8WTT2
Q9H5J8
O15417
Q5VY43
Q86SZ2
P17017
Q9Y6T7
Q8NCJ5
Q5VWQ8
P15735
Q5T7P8
Q99871
A0A2R8YCV2
Q5U5X8
O60294
Q8TB05
Q8IYG6
P83731
Q96PE7
Q9UBU9
Q5SNT2
Q9H3J6
Q92570
Q14689
Q9Y446
A7E2U8
Q7M4L6
Q96HA8
P29972
O43293
P78411
O95630
Q6ZQQ6
Q15113
P57088
Q96K37
Q96E22
Q14588
Q96GA7
O95406
O75570
A0A0G2JLL6
Q9BYG3
A6NGR9
P51151
Q5SR56
Q15012
O15013
Q8IZY2
P61326
O75346
Q8WXD9
Q9NXS2
P05771
Q8TEQ6
Q9Y2T3
Q9Y244
Q92759
P51665
Q10570
Q8TF40
Q76I76
O15527
Q13506
Q8TBB0
P61225
Q9NWS1
Q9H299
Q8TD16
Q8IWV7
P09486
Q9NUP7
Q9BYV6
Q9BY67
Q9BSU1
Q6MZP7
Q9Y4F1
Q13405
Q92781
A6NFU0
Q9NV31
Q99757
Q9P2D1
Q9NRA1
Q9GZT5
O75882
Q99880
Q9BX66
O95841
Q14184
Q8WUD6
Q96RI0
P49918
Q9UDY2
Q8IYH5
Q8NBK3
Q6PIU2
Q96E09
Q9UBV8
Q5TAG4
Q9BQ50
Q13203
A6NJ64
Q96LT6
Q8TAQ2
P20023
P23921
P01718
O15123
Q5BJH7
Q9NY43
Q6PKG0
Q8N554
O00159
O95415
A0A1B0GX49
Q5VT25
Q96CP6
Q9NWQ8
Q6PID6
Q15021
Q13616
O14497
Q9Y253
Q9NZC7
Q9Y4D8
Q5GH70
Q5VYS8
Q9P0S2
P05556
Q5SW79
Q8N2R8
Q9UPM8
P35914
Q13515
P32754
Q9Y3D7
Q8IWW6
Q92667
Q8WXH0
Q96A05
Q9NUQ6
Q8N128
Q53QV2
Q8WTV0
Q9H5L6
Q15434
P35813
Q3KRA9
O75153
Q9BUE6
Q12889
Q9Y666
Q99766
Q9BQS6
Q9NXC5
Q9UGI8
P19793
A6ND36
Q6ZWE6
Q9H4L5
P35712
P29353
Q96MU6
P61647
O75052
P15529
Q5T011
Q9NYR9
Q9NS15
Q96JF0
Q9UBW7
Q8WXW3
P35611
Q96LU5
Q5TC79
Q9NZ53
P15428
P03971
P12268
Q13950
Q15008
Q96S94
Q92979
Q6YHU6
Q9NXR8
Q6IAA8
P11511
A6NDB9
Q15746
P01112
Q15131
Q13111
Q9HCC6
P19367
B8ZZF3
Q9Y3V2
Q8N5V2
Q96GC5
O95424
Q9BT49
Q5T8D3
Q8IYX7
P07686
Q96NG3
O00291
Q15645
Q6UXH8
O15031
Q9Y6H1
Q13625
Q96P69
Q02086
Q9H8P0
Q96HR9
P07585
P0DI81
Q96MG2
Q15544
Q9UPN7
P54619
Q12999
Q8N9W5
Q9HCR9
Q9BRT6
P61981
A4GXA9
P61019
P0C025
P30519
Q8N137
Q6DKK2
O43399
Q13423
Q8NBJ9
P63162
Q96N67
Q96HU1
Q9BUF5
Q53SF7
P39023
Q93100
Q92575
Q9NZS9
Q9HC52
Q8TAP8
Q9UNN5
O43298
Q12797
Q01518
Q9Y5W3
Q99674
Q8IYJ3
P46776
O15119
Q15118
Q9Y3T9
Q9BW83
B3KS81
Q9NZV1
Q6ZNB5
Q02297
A6NFF2
Q6PCB7
O15018
P46060
A0AVF1
Q6GPH4
Q9P253
Q86Z02
P05161
Q6PJF5
Q8N4T8
Q9H8N7
Q8WYG7
Q9NY61
P15336
Q8TF45
Q96GD4
Q8WU58
Q8TBB5
Q9NWS6
Q9NQR1
P56749
Q15654
Q6UXI7
O15040
Q13634
P61968
P61353
O75373
I3L521
Q9BWG6
Q8WXG6
Q99986
Q5BKY9
O95947
P54852
Q92786
P61129
P51692
Q9UEY8
Q9BZ95
Q2M389
Q9P2D6
P63272
P19174
Q8N370
Q6ZV80
Q9UBJ2
Q13309
P62906
Q13432
Q6PCT2
Q01628
Q9Y6X3
Q99784
Q8TCT1
Q17RS7
P52630
O15229
P25208
Q63ZY3
P49207
P62805
P48067
Q13946
Q9Y5X2
Q99683
Q7Z5S9
Q06830
Q9BVV8
Q01650
Q99459
Q9Y3U8
Q9BW92
Q8WX92
Q9NZ71
Q6ZNC4
O00287
Q4G0N4
Q6NT89
Q9NX47
P32245
Q5HY92
P49005
P01130
O95319
Q96KW2
Q9BRG1
Q9C002
Q9Y3X0
Q86XN6
O00186
Q9H920
Q9BTV6
Q9NUE0
Q70CQ4
Q92896
Q5VT52
O60902
Q7Z4V0
Q9UQ07
P84098
Q96PX6
Q9BQG0
Q6ZN28
Q8N6G5
Q96BS2
Q8TC29
P39019
Q9P2E5
O75896
Q4KMQ1
Q9BXW9
P54760
Q9NYF3
P52740
Q8IWZ3
Q96A32
P13861
Q8TBR7
P39880
Q9BYZ2
P56556
Q6X4U4
P61160
P17677
P53396
P13637
Q8IZL2
P39656
Q9BWW8
O95754
Q13217
Q9Y2G3
A6NJ78
P32456
Q32NC0
Q99569
Q5TBK1
O75694
Q9NR19
Q2TAA2
Q5T653
Q9NY57
Q6P1J9
Q8N568
O15260
P18615
Q96RY7
P78333
Q9NQQ7
P22694
C9J442
P20674
Q6PCD5
Q8NG04
Q765P7
Q5XUX1
Q9H6A0
Q9NXU5
Q86Z20
Q96FC9
Q15773
Q96KX1
P51688
A0PJW6
P33908
Q8N7H5
Q8N1G0
P0C869
A0A0U1RRA0
Q63HR2
Q06413
Q96EC8
Q9UQ16
P29692
Q96PY5
P61371
O75391
Q8WXI4
Q96AQ8
P51587
Q7Z2T5
Q08209
O95965
Q8WTW4
Q9Y4H4
Q13428
Q8TAD2
P63167
P27448
Q96B42
O75167
Q5VUE5
Q96DC7
P20248
Q9UPQ4
Q9HAF1
Q6PD62
O75290
Q8N9Z2
O95864
Q9H4M9
Q9UBL0
P08651
Q9NU53
Q16610
P49326
Q99679
Q9Y5W8
Q8TB37
Q2M2Z5
Q96CC6
O95025
Q9P1F3
Q9NWD8
Q9NQC3
P42126
Q8WXX7
Q11206
Q9BSF8
O15370
Q9NVD7
Q9BZJ6
P42025
Q9P2U7
A0A0U1RQV1
Q9NR28
P05166
Q9HAU4
Q149M9
Q9BV87
Q71RC2
Q5SXM1
Q49B96
Q96L92
P51798
Q5T4S7
Q7LGA3
O95561
Q96D53
Q6ZUI0
Q9BQF6
Q9NX65
Q9NR50
P49023
Q9Y276
A0A075B6J2
Q15782
A0A075B6H9
Q5VST6
P34059
P49761
Q6P1N0
Q8TF72
A0A1B0GW94
Q96MH6
A0A1B0GU92
Q9H0M5
Q9NW64
Q4KMP7
O14802
Q9H714
O95236
Q9UK10
P16402
Q6PEW1
P0C0S8
Q96A28
Q8TEW0
Q9HD67
P35221
Q96HV5
Q9NVV2
Q9Y689
P30041
Q8TCT6
Q9UPR3
Q9NXE8
Q5HYJ3
Q9Y2F9
A6NDU8
Q7Z769
Q08117
O95873
O15357
Q6ZMT4
Q13336
Q8N5I2
P49335
Q03060
Q8N3F8
Q969Q0
A1L167
O95772
Q9Y2I1
Q5VWX1
Q9NZW5
Q9Y487
Q96HE9
M0QXF5
Q6ZS82
Q3B7I2
Q32P44
Q8WUJ0
Q9P267
P07195
Q9NRS6
V9GZ69
Q9HA64
Q6PJG9
O95671
Q15154
P52209
P42772
Q9HCE9
Q96EV2
Q9UQD0
P21709
Q10589
P49748
Q9UM21
Q53FT3
M0QYU9
O60907
Q5T447
Q5T4T6
Q53HC9
Q9NQ36
Q7Z4V5
P01034
O15054
Q2KHT3
Q8TEU7
Q9Y285
Q96FE7
Q6KC79
P08133
Q92185
P30990
P49770
Q9NVT9
A0A087WUV0
U3KQU4
P20591
Q13547
Q9Y5J3
P23527
Q8TDU6
Q9NYF8
Q9HBH0
Q8IWZ8
Q96A37
O95983
Q6ZN55
Q96NX9
P19087
Q9BUH8
O43805
Q99798
P30050
Q8N283
Q06330
Q96DE5
O95759
Q658N2
Q9BQ69
E9PRG8
Q9NXF7
Q9Y2G8
Q92598
P15170
P05386
Q86VQ1
Q8N0U8
Q9NYI0
Q15365
Q9NPB8
Q96G74
O43704
P57723
Q99697
Q1L6U9
P62942
Q9BUK0
P78562
Q01664
O60503
O94901
Q9UBZ9
O15265
Q8TAU3
P62841
Q9BZL4
Q8N2G6
Q8WWZ4
Q562E7
O15164
P49757
Q8TF68
P56381
Q9H9S3
O95456
Q8NFP7
P35318
P08243
Q96CT7
Q9H7P9
Q9UKP5
Q13042
Q8TCG1
Q96D71
O75396
Q8WXI9
P30876
Q9H4A3
Q86XR2
A0PJZ3
Q9H609
Q9UPQ9
Q5JSJ4
O43915
O43300
Q9NW82
Q8N393
P11117
Q96A46
O95992
Q53QZ3
P62314
Q9NZJ0
Q15475
Q9NQC8
Q969P6
P49454
P81133
Q9H6S0
O95153
O60613
Q6TFL4
Q16514
Q86V21
Q9HCX3
P52429
Q9NPC7
Q96GX2
Q3L8U1
Q8NHQ8
O60512
O94910
Q96PK6
P61587
Q7Z2F6
P78347
P0C7H8
P20073
Q8NA03
Q5W111
Q13029
Q96DU7
Q9H6B4
Q9NR55
O14908
A0A075B6W1
Q562F6
O76031
Q15172
O15173
Q9UL16
Q9BXJ9
A0A075B6U8
O43511
Q9NY93
Q9Y3Z3
Q53FV1
Q8TBE7
P42566
O60925
Q9NWV8
Q4AE62
Q9H1P3
Q8N8L2
Q9HBG6
Q9Y2Z2
P35226
P08151
A0A0B4J235
Q96SL8
P62424
Q9UJ14
A0A0D9SG24
Q9BVJ7
O43924
Q8TDW4
Q9H741
Q5U4P2
Q96GV9
Q4ZJI4
Q70HW3
Q13464
O43823
Q6YHK3
Q8NI29
Q9NRG0
P14923
P62837
Q06124
Q9C0D0
Q9UHQ1
P18124
P16104
Q7Z3G6
P53701
P09603
Q9BPX5
Q9H7C4
P13682
Q9NSV4
Q96PL5
P58397
Q08043
P62736
Q9UMR5
Q5T2E6
P78356
P07099
Q96HH6
Q8NG27
Q15058
P50440
Q01581
Q9Y2X9
Q15796
O15182
Q15181
Q05397
P23141
O43520
Q8NDC0
Q9NYZ1
P47755
Q5T8I3
Q8WUY8
P42575
P06241
O60934
Q9NWW7
Q96NL3
Q9Y6M1
P27695
Q86UB2
Q9HBH5
P49674
Q8TE85
Q8WYN0
Q05D32
P13994
P55809
Q7Z392
A0AV96
Q6UWM7
Q9UP38
O95149
Q13574
Q5HYK7
Q05195
Q96IZ2
O43933
O60609
Q8TD84
Q96EH3
Q6UX01
Q8ND24
Q6VVX0
Q9C0B7
Q96G79
O60732
O43709
Q16633
Q7L2K0
Q96JI7
O95786
Q8NI38
Q9ULD0
Q6ZSY5
Q9H425
Q53G59
P23352
Q4LDG9
O94805
Q96CH1
O95685
O95070
Q13148
P33527
P62745
Q8NI60
Q96AE7
Q9H939
Q9H324
Q15291
P35670
Q0P5N6
Q3LHN1
Q9P1W9
O60306
Q15067
O15068
Q9Y6K8
P28330
Q12905
Q9H223
Q9UHA4
Q9NUI1
P06865
Q9NWX6
Q9NQW1
Q6UXN7
O95259
Q9UK33
Q8IZA0
Q86WR6
Q7Z2W7
O95997
Q6UY11
Q9NZJ5
Q8NES3
P35244
Q9UI09
O43819
Q8NAA4
P30679
P49459
Q9UPT6
P31942
Q8TDY2
Q9C0C6
Q9UHP7
P63098
Q96A73
P57737
Q96RN5
Q8TB69
Q8N196
P56597
P62341
P54577
P18858
V9GYI7
Q969S3
O94915
Q96JJ6
P51800
H0Y626
P40261
O43617
Q5D0E6
P49257
P55001
Q9BTL3
Q9H6B9
P05198
Q9BPZ3
Q9H2P9
Q9H7E2
O43516
Q8NDB6
Q13895
O60315
Q86Y38
Q86YS7
P42694
Q96DX4
Q14934
P83369
Q13794
S4R3F8
Q9NP58
Q7Z388
P31314
O43929
A0A1W2PQD6
O43314
Q14833
Q8N3Z6
Q7Z6J6
Q9BWM5
Q16629
C9JXX5
O95391
P62328
Q9Y4L5
Q13469
Q96HY7
Q9UNF0
Q6AI39
Q9NP80
P55212
O14733
Q9UPU5
P54687
Q9UJT0
Q9UJ41
P16333
Q9GZZ9
Q5T1V6
Q9HC98
Q15388
Q9C0D5
Q13368
Q96G97
Q96AX1
P43307
Q13491
Q9NWH9
P52566
Q9H7C9
Q92903
Q17RY6
P55010
Q8N0Z3
Q9H4T2
Q8N2I9
Q9H0B3
Q5VZM2
Q96EY4
Q9NSY1
P14625
Q9BSM1
P78383
Q9NQV7
Q9H1Q7
Q9UKR8
Q8TEX9
Q12923
P18564
Q6V1X1
A8MQT2
Q16739
U3KQ87
Q96IZ7
P31323
Q96EH8
P26842
Q00403
P36402
Q6QNY0
Q14003
Q13478
P16219
P23458
Q9NVZ3
Q9UP65
O00303
Q9UFC0
P13797
P38936
Q16537
Q14517
Q9NYL2
Q9UHR5
Q9C0E4
Q9UBQ0
O43736
Q96RP3
P55735
O14641
Q5TC12
Q5VZK9
A0A1B0GVT2
P26640
Q9H553
Q8N3J9
P82933
Q9H1C3
Q96PM9
O15297
Q9H8G1
Q8TA86
P62873
Q9NVI7
O00716
P14735
O94832
Q9NRW7
P45973
Q14315
Q9H228
O76054
Q71RH2
Q6IQ23
O77932
A0A1W2PPE6
Q6ZMG9
O96013
P49789
Q96CW9
O60333
Q9NQW6
Q86Y56
P11474
Q12809
Q9UKS7
Q70J99
Q6IPR1
P40692
Q8NCD3
Q8TE99
Q9ULV0
Q8NES8
Q9NTI5
P52272
P35249
Q9HCL2
Q8TAG9
P08174
O60232
Q14728
Q9UJ37
P31947
P0DPB3
A6NNA2
Q96LM5
Q86W54
B4DJY2
O14628
Q9UI36
Q13487
Q8N6N3
P23467
P02751
Q969S8
Q14CW9
O95185
M0R233
Q9Y2K9
Q9H8E8
P11171
Q9C0F3
P57764
Q9H0A9
Q8TB96
Q7LBC6
A0A075B712
O95084
A0A087WT10
Q53H96
Q5TEA6
Q96PN8
Q96JM3
Q86UU1
Q9H3S7
Q9H8H0
Q8IX07
Q96HJ9
P09525
Q9H461
Q9UNW1
A0A2U3TZJ3
Q9NPI1
O60443
Q92820
Q4G163
Q69YG0
Q6IQ32
P84022
O43543
P49798
Q8NFT8
Q02643
Q9NQ86
P55318
Q5JTN6
Q86UD5
Q6PEZ8
Q8NCE2
A8MPS7
Q8TEZ7
A8K0R7
Q9H8W3
P24941
P60660
Q9NTJ4
P08183
P21781
O60241
Q96MN5
Q08378
C9JJ37
Q9H0S4
Q02318
Q8IYB3
Q9HAJ7
Q8WWM9
Q06481
O95295
Q9HBM0
P20800
Q9NUY8
Q16656
P09960
P24001
Q13496
Q5MJ70
Q8WVM8
P55854
Q92908
Q86US8
Q56VL3
Q9UP83
O00321
Q9Y2L8
Q8N4L8
K7EPL6
P06576
A0A0U1RQG5
Q16555
Q96KN3
Q8N0Z8
Q13395
Q9NPG8
Q8IWB1
P0CG48
P47989
Q8IY17
P14854
Q9BUP0
Q96EY9
Q6ZVM7
Q9H1E1
Q8IZ40
O75908
P16035
G3V318
O43653
Q9UIC8
Q8IXQ5
P62891
Q96BJ3
Q0VG06
Q9BZQ4
Q9H6F5
A0A1B0GWJ7
O94850
P49069
O75807
O14949
Q9H246
P24928
Q99805
Q4W4Y0
Q9HCK8
Q96P20
P17812
P36508
Q96GK7
P0DN24
P14652
Q09013
P55327
Q14847
Q14232
Q6P4D5
Q99704
Q32M78
O00409
P08069
Q96FK6
Q9H8X2
J3QQQ9
Q96BY6
Q96B97
Q07507
Q14746
Q9H6U8
Q9UPV9
O00308
Q96EK5
Q8ND56
Q9UBQ5
Q9Y3M8
Q9H9G7
Q16665
O14646
P62979
Q99502
Q9Y4P1
Q7Z4K8
Q969U6
P80303
Q8NCU4
O00330
Q8WWQ0
O60663
A0FGR8
P02545
Q9NTZ6
Q86V71
O14545
P62263
Q9P0K7
Q6ISU1
O43763
Q96RS0
Q8IY26
P60981
P35579
V9GYN2
Q96EZ8
Q9UKG1
P63302
Q86U70
Q9H3U5
P47897
P45877
P09543
P60880
Q9UER7
O00743
O76081
Q9ULV5
Q99814
O60237
Q9UBC1
Q92614
Q14118
Q9NUL3
P50995
Q5TID7
P29401
Q5H8A4
P0C7P0
Q14241
Q8IZD2
Q9HBL6
Q9GZP1
O14980
A0A0B4J2E0
P11277
Q9H8Y1
Q71UI9
