,X,p_val.x,avg_log2FC.x,pct.1.x,pct.2.x,p_val_adj.x,p_val.y,avg_log2FC.y,pct.1.y,pct.2.y,p_val_adj.y,hit in database
411,Npy,1.33E-07,0.136635462,0.292,0.257,0.004632001,1.68E-07,0.16583901,0.3,0.257,0.005856426,0
412,Nr4a3,6.22E-07,0.105580051,0.118,0.091,0.02167241,7.15E-36,-0.15600883,0.033,0.091,2.49E-31,2
413,Nrep,5.35E-22,-0.093905192,0.053,0.099,1.87E-17,8.46E-13,-0.084698938,0.062,0.099,2.95E-08,0
414,Nrg3,8.06E-292,-0.349953229,0.97,0.99,2.81E-287,5.33E-15,-0.069476891,0.966,0.99,1.86E-10,1
415,Nrg3os,1.07E-157,-0.393223664,0.903,0.954,3.72E-153,1.05E-27,-0.155997444,0.902,0.954,3.67E-23,0
416,Nrgn,0,0.775835226,0.953,0.877,0,4.08E-44,0.358518148,0.916,0.877,1.42E-39,0
417,Nrxn2,1.23E-17,0.183603419,0.58,0.528,4.27E-13,9.80E-07,-0.067578396,0.494,0.528,0.034175582,0
418,Nsd3,1.65E-08,-0.071531662,0.645,0.702,0.000575706,4.46E-09,-0.081635165,0.66,0.702,0.000155418,0
419,Nsmf,2.20E-11,-0.091325617,0.252,0.309,7.66E-07,2.45E-09,-0.09144993,0.263,0.309,8.54E-05,0
420,Nt5c2,5.73E-34,-0.208628002,0.445,0.548,2.00E-29,5.22E-09,-0.106481639,0.51,0.548,0.000181871,0
421,Ntng2,7.11E-12,-0.118051196,0.158,0.206,2.48E-07,7.23E-09,-0.147807008,0.166,0.206,0.000252106,1
422,Numb,2.89E-12,-0.104555607,0.685,0.75,1.01E-07,2.52E-15,-0.118196763,0.697,0.75,8.78E-11,0
423,Nvl,5.20E-28,-0.172822632,0.569,0.667,1.81E-23,4.57E-18,-0.140039377,0.613,0.667,1.59E-13,0
424,Nwd2,7.33E-18,-0.196981552,0.547,0.616,2.56E-13,3.05E-12,-0.144061345,0.562,0.616,1.06E-07,0
425,Odf2,2.90E-44,-0.235460105,0.392,0.511,1.01E-39,1.93E-07,-0.086923998,0.477,0.511,0.006741355,0
426,Ogt,1.41E-11,-0.106378772,0.655,0.708,4.91E-07,1.12E-12,-0.106112719,0.665,0.708,3.91E-08,0
427,Osbp2,3.62E-39,-0.232697898,0.42,0.531,1.26E-34,6.13E-11,-0.124653963,0.482,0.531,2.14E-06,0
428,Osbpl10,2.33E-13,-0.118980862,0.416,0.482,8.13E-09,1.39E-07,-0.090866885,0.449,0.482,0.004837198,0
429,Oxct1,4.69E-17,-0.121083397,0.602,0.679,1.64E-12,4.67E-11,-0.075992989,0.628,0.679,1.63E-06,0
430,P4ha1,1.11E-12,0.169056328,0.48,0.429,3.88E-08,2.60E-13,-0.149662523,0.373,0.429,9.06E-09,1
431,Pacsin1,4.39E-15,-0.115091426,0.722,0.783,1.53E-10,3.15E-33,-0.196886352,0.722,0.783,1.10E-28,0
432,Pak5,4.51E-57,-0.266210146,0.816,0.881,1.57E-52,2.42E-07,-0.067521832,0.845,0.881,0.008442461,0
433,Pak6,1.84E-30,-0.152637924,0.121,0.196,6.42E-26,8.20E-19,-0.141940427,0.136,0.196,2.86E-14,0
434,Palm,9.14E-20,-0.145432807,0.315,0.393,3.19E-15,1.44E-10,-0.11853631,0.347,0.393,5.03E-06,0
435,Pamr1,3.87E-33,-0.20089955,0.115,0.192,1.35E-28,5.18E-10,-0.123402153,0.149,0.192,1.81E-05,0
436,Parp8,3.87E-07,-0.06631619,0.235,0.275,0.013497929,1.46E-10,-0.101766275,0.226,0.275,5.09E-06,0
437,Pcdh7,5.20E-12,-0.127848739,0.812,0.857,1.81E-07,2.31E-12,-0.089107403,0.798,0.857,8.05E-08,0
438,Pcnx2,5.94E-17,-0.1294863,0.526,0.598,2.07E-12,1.37E-10,-0.106682564,0.556,0.598,4.76E-06,0
439,Pcsk1n,2.29E-104,0.50058717,0.636,0.491,8.00E-100,6.89E-18,0.298232587,0.563,0.491,2.40E-13,0
440,Pcsk7,2.66E-08,-0.080127662,0.346,0.397,0.000926189,9.40E-14,-0.132797984,0.338,0.397,3.28E-09,0
441,Pde10a,3.01E-202,0.626340794,0.899,0.884,1.05E-197,1.51E-17,0.222704568,0.856,0.884,5.26E-13,0
442,Pde8b,5.03E-45,-0.282129691,0.563,0.664,1.75E-40,5.51E-31,-0.251888302,0.593,0.664,1.92E-26,0
443,Pdgfc,5.15E-19,0.173056343,0.302,0.235,1.79E-14,4.58E-10,0.135727344,0.286,0.235,1.60E-05,0
444,Pdlim7,1.64E-29,-0.169828918,0.381,0.477,5.71E-25,1.21E-17,-0.141362186,0.41,0.477,4.22E-13,0
445,Pdp1,6.70E-09,0.13803396,0.319,0.278,0.000233667,2.04E-12,-0.100677528,0.225,0.278,7.10E-08,1
446,Pdxdc1,7.79E-15,-0.128327911,0.238,0.298,2.72E-10,1.22E-07,-0.080738899,0.26,0.298,0.004241372,0
447,Pdzrn3,2.40E-38,-0.298291692,0.501,0.596,8.38E-34,7.23E-15,-0.181485542,0.551,0.596,2.52E-10,0
448,Pebp1,6.84E-76,0.431255443,0.566,0.431,2.38E-71,2.67E-07,0.189661435,0.477,0.431,0.009313465,0
449,Pfdn5,3.76E-21,0.22486112,0.259,0.193,1.31E-16,4.74E-08,0.17339608,0.235,0.193,0.001654225,1
450,Pgam1,2.37E-79,0.404316359,0.455,0.309,8.26E-75,1.23E-07,0.158663744,0.358,0.309,0.004300834,0
451,Phactr1,6.77E-16,0.09543217,0.964,0.981,2.36E-11,3.36E-09,0.057341639,0.95,0.981,0.000116989,0
452,Phactr3,6.38E-12,-0.106072136,0.518,0.577,2.23E-07,1.27E-10,-0.100162306,0.533,0.577,4.44E-06,0
453,Phc2,3.44E-21,-0.154949702,0.379,0.46,1.20E-16,1.79E-08,-0.098195069,0.416,0.46,0.00062238,0
454,Phka2,1.16E-24,-0.160300443,0.265,0.351,4.06E-20,9.51E-08,-0.085892859,0.309,0.351,0.003315028,0
455,Pip4k2a,3.29E-21,-0.138750199,0.338,0.423,1.15E-16,1.45E-10,-0.091210216,0.37,0.423,5.06E-06,0
456,Pip5k1a,3.24E-07,-0.06204738,0.449,0.501,0.011310351,1.10E-15,-0.131397424,0.44,0.501,3.84E-11,0
457,Pip5k1b,4.89E-07,-0.089316774,0.239,0.278,0.017044132,3.69E-15,-0.148211258,0.218,0.278,1.29E-10,0
458,Pla2g3,2.85E-23,-0.099762645,0.072,0.125,9.95E-19,4.14E-09,-0.067979188,0.091,0.125,0.000144273,0
459,Pla2g4e,6.07E-55,-0.228088591,0.114,0.217,2.11E-50,3.96E-12,-0.109598779,0.168,0.217,1.38E-07,2
460,Plcb1,2.51E-78,-0.253891983,0.94,0.969,8.75E-74,2.66E-45,-0.187461492,0.925,0.969,9.27E-41,0
461,Plec,1.18E-07,-0.069569424,0.294,0.34,0.004117447,1.66E-11,-0.106176129,0.288,0.34,5.79E-07,1
462,Plekha5,3.57E-89,-0.318370709,0.751,0.847,1.24E-84,3.22E-37,-0.19090374,0.785,0.847,1.12E-32,0
463,Plekha7,6.46E-13,-0.121434446,0.196,0.251,2.25E-08,8.22E-07,-0.119823151,0.217,0.251,0.02864694,0
464,Plekhg5,2.59E-25,-0.168416426,0.374,0.466,9.05E-21,1.98E-20,-0.17347697,0.395,0.466,6.91E-16,1
465,Plekhm2,1.81E-16,-0.113434596,0.233,0.3,6.32E-12,4.03E-14,-0.119481737,0.242,0.3,1.40E-09,0
466,Plxdc2,2.82E-27,0.283208918,0.435,0.359,9.84E-23,6.35E-11,0.193526736,0.413,0.359,2.21E-06,0
467,Pnpla3,1.16E-16,-0.065098664,0.044,0.079,4.03E-12,1.95E-07,-0.053315044,0.055,0.079,0.006800803,1
468,Pou2f2,1.86E-12,-0.120780202,0.301,0.361,6.47E-08,3.43E-07,-0.082060949,0.323,0.361,0.011955366,0
469,Pou6f2,1.47E-50,-0.315219369,0.215,0.331,5.14E-46,3.91E-13,-0.163733124,0.274,0.331,1.36E-08,0
470,Ppfia3,8.48E-16,-0.127023002,0.233,0.297,2.96E-11,1.63E-09,-0.099833822,0.253,0.297,5.69E-05,0
471,Ppfibp1,2.15E-46,-0.203198739,0.121,0.217,7.49E-42,2.00E-20,-0.15568651,0.152,0.217,6.99E-16,0
472,Ppia,4.44E-301,0.794134147,0.842,0.649,1.55E-296,6.66E-31,0.380563761,0.729,0.649,2.32E-26,0
473,Ppm1l,9.77E-19,-0.152259348,0.595,0.667,3.41E-14,5.13E-15,-0.134745171,0.615,0.667,1.79E-10,0
474,Ppp1r13b,2.11E-09,-0.094488443,0.42,0.479,7.36E-05,3.33E-07,-0.087274866,0.442,0.479,0.011616175,0
475,Ppp1r16b,1.56E-08,-0.083250681,0.213,0.257,0.000542831,5.68E-10,-0.109674791,0.212,0.257,1.98E-05,0
476,Ppp1r1a,2.53E-08,-0.072987485,0.295,0.34,0.00088109,1.74E-22,-0.190003065,0.265,0.34,6.06E-18,1
477,Ppp1r9a,7.49E-21,-0.124921274,0.79,0.844,2.61E-16,8.87E-09,-0.063816355,0.805,0.844,0.000309404,0
478,Ppp4r1,3.84E-11,-0.107329474,0.224,0.277,1.34E-06,6.81E-07,-0.108622788,0.242,0.277,0.023733309,0
479,Prdx1,6.43E-15,0.174862341,0.182,0.133,2.24E-10,1.65E-09,0.144209023,0.174,0.133,5.75E-05,0
480,Prickle1,3.93E-07,-0.057550643,0.897,0.937,0.01369684,1.05E-25,-0.14177383,0.874,0.937,3.67E-21,0
481,Prkg1,8.89E-07,0.147482371,0.828,0.846,0.031007126,1.62E-10,0.197823082,0.819,0.846,5.64E-06,0
482,Prmt8,3.83E-22,-0.17571246,0.356,0.436,1.34E-17,1.06E-24,-0.1984716,0.358,0.436,3.71E-20,0
483,Prox2,4.45E-16,0.119988385,0.144,0.098,1.55E-11,9.23E-09,0.069565062,0.134,0.098,0.000321783,0
484,Prpf4b,4.10E-20,0.1640474,0.85,0.847,1.43E-15,9.76E-15,-0.109072033,0.804,0.847,3.40E-10,1
485,Prr16,1.48E-45,-0.358508404,0.627,0.712,5.15E-41,1.25E-08,-0.112431064,0.667,0.712,0.000437279,0
486,Pter,2.35E-08,0.072917629,0.093,0.066,0.000818174,4.97E-09,0.059295045,0.097,0.066,0.000173262,0
487,Ptgds,7.26E-73,0.493365245,0.5,0.356,2.53E-68,2.48E-126,0.770724109,0.568,0.356,8.64E-122,0
488,Pth2r,2.78E-18,-0.065063257,0.028,0.06,9.69E-14,4.15E-08,-0.052732881,0.038,0.06,0.00144738,0
489,Ptms,7.81E-84,0.483529839,0.563,0.426,2.72E-79,3.09E-09,0.204142639,0.481,0.426,0.000107622,0
490,Ptpn12,7.97E-07,-0.070077409,0.433,0.479,0.027788442,6.57E-10,-0.084635251,0.434,0.479,2.29E-05,0
491,Ptpn3,1.86E-10,-0.074890587,0.329,0.389,6.49E-06,4.71E-08,-0.091559227,0.346,0.389,0.001643898,0
492,Ptprj,2.26E-12,-0.103121673,0.687,0.747,7.87E-08,3.83E-13,-0.117845747,0.71,0.747,1.33E-08,0
493,Ptprn2,3.33E-08,0.096551653,0.892,0.912,0.001160384,4.45E-15,0.149115221,0.882,0.912,1.55E-10,0
494,Ptprs,1.24E-10,-0.07958518,0.697,0.756,4.32E-06,3.20E-08,-0.08451966,0.716,0.756,0.001117082,0
495,R3hdm1,6.23E-44,-0.197193013,0.934,0.967,2.17E-39,1.98E-35,-0.180002518,0.935,0.967,6.91E-31,0
496,R3hdm2,1.18E-07,0.107937382,0.81,0.819,0.004106142,1.38E-17,-0.13109642,0.772,0.819,4.82E-13,0
497,Rab3a,1.24E-130,0.556723665,0.57,0.385,4.34E-126,9.35E-09,0.220247204,0.438,0.385,0.000326123,0
498,Rab3gap2,1.64E-13,-0.091127963,0.349,0.418,5.71E-09,1.65E-08,-0.098868612,0.374,0.418,0.000576858,0
499,Rab6b,2.00E-43,0.319658374,0.725,0.676,6.98E-39,1.10E-08,-0.046522384,0.637,0.676,0.000384173,0
500,Rad51ap2,1.50E-252,-0.61898851,0.166,0.436,5.22E-248,1.35E-68,-0.370015502,0.294,0.436,4.69E-64,2
501,Rai1,1.00E-07,-0.075683733,0.376,0.423,0.003501909,2.40E-11,-0.117519783,0.374,0.423,8.38E-07,0
502,Rapgef5,8.73E-22,-0.158583937,0.618,0.692,3.04E-17,3.77E-11,-0.113344068,0.646,0.692,1.31E-06,0
503,Rasa2,1.32E-19,-0.127634872,0.334,0.413,4.59E-15,1.89E-07,-0.077610876,0.377,0.413,0.006601012,0
504,Rasgef1b,6.35E-40,-0.246889301,0.676,0.752,2.22E-35,1.72E-11,-0.108838602,0.706,0.752,5.99E-07,0
505,Rasgef1c,2.52E-10,-0.083841847,0.138,0.179,8.79E-06,6.96E-07,-0.077966736,0.147,0.179,0.024284813,0
506,Rasl10a,1.82E-12,0.168333843,0.242,0.193,6.34E-08,1.65E-07,0.137654349,0.235,0.193,0.005765708,2
507,Rassf3,6.75E-18,-0.074993521,0.067,0.111,2.35E-13,7.67E-11,-0.066206217,0.075,0.111,2.68E-06,1
508,Rbm26,4.18E-69,-0.289344734,0.627,0.75,1.46E-64,2.55E-13,-0.108923998,0.701,0.75,8.89E-09,0
509,Rbms1,1.25E-13,-0.122115262,0.284,0.347,4.37E-09,3.76E-07,-0.086871126,0.305,0.347,0.013108547,0
510,Rcor3,1.95E-15,-0.097684409,0.164,0.222,6.79E-11,1.56E-07,-0.083311626,0.185,0.222,0.005446557,0
511,Reep1,3.54E-26,-0.172253212,0.513,0.61,1.23E-21,5.17E-13,-0.107243555,0.554,0.61,1.80E-08,0
512,Rgs7,4.12E-19,-0.155308282,0.874,0.909,1.44E-14,1.24E-12,-0.095471683,0.864,0.909,4.33E-08,0
513,Rhou,3.09E-21,-0.162394303,0.205,0.275,1.08E-16,2.08E-09,-0.118143458,0.231,0.275,7.27E-05,0
514,Rn18s-rs5,6.03E-82,0.329525765,1,1,2.10E-77,6.53E-238,-0.232789848,0.999,1,2.28E-233,0
515,Rnf157,2.84E-28,-0.177056349,0.438,0.532,9.90E-24,8.74E-19,-0.144594975,0.464,0.532,3.05E-14,0
516,Rnf38,1.68E-15,-0.125263064,0.304,0.371,5.86E-11,1.39E-09,-0.087656614,0.326,0.371,4.83E-05,0
517,Rnf8,6.40E-14,-0.096369201,0.132,0.181,2.23E-09,2.36E-09,-0.095899574,0.142,0.181,8.24E-05,0
518,Rnpc3,2.71E-16,-0.11549822,0.334,0.411,9.46E-12,1.21E-08,-0.10464134,0.369,0.411,0.000422285,0
519,Rnps1,6.30E-12,-0.073447123,0.356,0.42,2.20E-07,1.30E-10,-0.097005094,0.368,0.42,4.52E-06,0
520,Rpl10,2.78E-49,0.329101833,0.308,0.198,9.70E-45,1.60E-07,0.143245903,0.241,0.198,0.00556429,0
521,Rpl11,1.19E-57,0.391107225,0.4,0.274,4.16E-53,8.16E-11,0.205946334,0.331,0.274,2.84E-06,0
522,Rpl13,1.05E-30,0.307055807,0.41,0.326,3.67E-26,3.10E-12,0.1917708,0.393,0.326,1.08E-07,0
523,Rpl14,6.16E-47,0.324157195,0.283,0.18,2.15E-42,8.08E-09,0.161020362,0.224,0.18,0.000281566,0
524,Rpl18a,5.63E-47,0.300906463,0.315,0.206,1.96E-42,1.24E-10,0.148984543,0.26,0.206,4.33E-06,0
525,Rpl19,6.32E-69,0.43876278,0.489,0.352,2.20E-64,2.54E-17,0.308850767,0.43,0.352,8.86E-13,0
526,Rpl21,6.76E-61,0.391235768,0.447,0.317,2.36E-56,8.47E-20,0.284712785,0.399,0.317,2.95E-15,0
527,Rpl23,9.25E-80,0.473044718,0.439,0.294,3.23E-75,5.24E-15,0.232951071,0.361,0.294,1.83E-10,0
528,Rpl23a,1.78E-23,0.186244879,0.157,0.098,6.20E-19,4.75E-07,0.110385008,0.129,0.098,0.016572616,0
529,Rpl24,2.34E-57,0.290611478,0.257,0.144,8.15E-53,9.06E-18,0.204022662,0.207,0.144,3.16E-13,0
530,Rpl26,1.47E-46,0.328640235,0.31,0.203,5.12E-42,2.22E-14,0.242674293,0.263,0.203,7.75E-10,0
531,Rpl28,1.02E-66,0.389190685,0.397,0.263,3.56E-62,2.34E-12,0.230468534,0.321,0.263,8.14E-08,0
532,Rpl3,9.89E-50,0.382587963,0.437,0.325,3.45E-45,1.30E-09,0.262258457,0.378,0.325,4.54E-05,0
533,Rpl30,1.58E-32,0.266760011,0.253,0.17,5.50E-28,4.12E-10,0.183860114,0.216,0.17,1.44E-05,0
534,Rpl32,7.07E-48,0.342090979,0.304,0.197,2.46E-43,5.08E-07,0.171549852,0.238,0.197,0.017696038,0
535,Rpl34,3.34E-28,0.221951563,0.24,0.163,1.16E-23,1.96E-07,0.168349228,0.202,0.163,0.006836715,0
536,Rpl36a,7.59E-30,0.205494322,0.167,0.098,2.65E-25,1.13E-07,0.137022131,0.131,0.098,0.003942808,0
537,Rpl36al,5.78E-19,0.127597408,0.109,0.065,2.01E-14,9.27E-07,0.106032685,0.09,0.065,0.032329741,0
538,Rpl7,4.17E-46,0.313103265,0.24,0.143,1.45E-41,6.63E-09,0.15214388,0.184,0.143,0.000231012,0
539,Rpl8,1.85E-65,0.40436394,0.394,0.26,6.45E-61,2.89E-14,0.234369221,0.325,0.26,1.01E-09,0
540,Rpl9,2.53E-46,0.356741723,0.44,0.33,8.81E-42,2.58E-14,0.319583176,0.394,0.33,9.00E-10,0
541,Rplp1,2.26E-107,0.526048413,0.496,0.322,7.88E-103,1.63E-35,0.37768112,0.434,0.322,5.67E-31,0
542,Rplp2,4.76E-52,0.304047472,0.311,0.198,1.66E-47,1.68E-10,0.156199709,0.249,0.198,5.86E-06,0
543,Rps10,4.09E-36,0.212867921,0.149,0.078,1.43E-31,2.70E-10,0.141464012,0.113,0.078,9.42E-06,0
544,Rps11,4.15E-40,0.333455701,0.28,0.185,1.45E-35,2.29E-12,0.213463552,0.238,0.185,7.97E-08,0
545,Rps14,6.13E-66,0.413972744,0.418,0.284,2.14E-61,4.63E-13,0.219060746,0.347,0.284,1.62E-08,0
546,Rps15a,1.82E-34,0.269355064,0.25,0.165,6.34E-30,6.98E-11,0.182415905,0.215,0.165,2.43E-06,0
547,Rps2,4.82E-49,0.344917887,0.375,0.261,1.68E-44,1.13E-13,0.230124429,0.327,0.261,3.93E-09,0
548,Rps23,2.35E-33,0.266344445,0.285,0.197,8.21E-29,4.72E-13,0.20326863,0.257,0.197,1.64E-08,0
549,Rps24,7.91E-65,0.436671206,0.412,0.28,2.76E-60,4.40E-17,0.290858812,0.353,0.28,1.53E-12,0
550,Rps25,1.72E-33,0.255720613,0.222,0.142,6.01E-29,1.34E-06,0.151815795,0.176,0.142,0.046566042,0
551,Rps26,7.99E-29,0.255261584,0.237,0.161,2.79E-24,1.12E-06,0.140743906,0.198,0.161,0.038905622,0
552,Rps27a,3.21E-53,0.399269849,0.365,0.247,1.12E-48,1.07E-17,0.292071617,0.321,0.247,3.73E-13,0
553,Rps3,4.72E-40,0.279627259,0.268,0.174,1.64E-35,1.65E-13,0.192292635,0.23,0.174,5.75E-09,0
554,Rps3a1,1.10E-67,0.428958702,0.41,0.276,3.85E-63,5.96E-19,0.341950909,0.35,0.276,2.08E-14,0
555,Rps4x,1.23E-54,0.347705508,0.301,0.186,4.29E-50,3.93E-19,0.25342948,0.256,0.186,1.37E-14,0
556,Rps6kl1,1.98E-21,-0.117329654,0.155,0.224,6.90E-17,8.35E-07,-0.089855185,0.191,0.224,0.029103836,1
557,Rps7,1.15E-32,0.25259212,0.291,0.202,4.02E-28,2.02E-08,0.1893041,0.248,0.202,0.000703256,0
558,Rps8,1.97E-74,0.480817405,0.531,0.391,6.87E-70,1.47E-14,0.261226475,0.463,0.391,5.12E-10,0
559,Rps9,3.16E-36,0.296117389,0.282,0.191,1.10E-31,1.22E-07,0.150890245,0.235,0.191,0.004260916,0
560,Rras2,8.78E-25,-0.158206374,0.258,0.341,3.06E-20,1.18E-06,-0.097200536,0.307,0.341,0.041142612,0
561,Rspo2,2.85E-10,0.137293303,0.256,0.21,9.93E-06,1.34E-09,0.181974681,0.256,0.21,4.69E-05,0
562,Rtl8a,8.98E-38,0.252667725,0.209,0.125,3.13E-33,2.00E-08,0.141441753,0.162,0.125,0.000696882,0
563,Rtn1,9.74E-200,0.491319094,0.968,0.942,3.40E-195,5.42E-08,0.175356099,0.94,0.942,0.001889899,0
564,Rtn4rl2,1.38E-06,-0.034212515,0.053,0.075,0.048216287,1.10E-08,-0.048144916,0.049,0.075,0.000384915,0
565,S100a6,1.39E-11,0.084037408,0.071,0.043,4.84E-07,3.53E-08,0.064770413,0.067,0.043,0.001231005,0
566,Scn1a,7.67E-41,-0.217391665,0.641,0.734,2.68E-36,1.28E-20,-0.171119857,0.682,0.734,4.45E-16,0
567,Scoc,3.81E-42,0.334983565,0.286,0.186,1.33E-37,2.03E-07,0.129796104,0.229,0.186,0.00707728,0
568,Scube1,3.29E-08,-0.082214615,0.319,0.372,0.001145404,1.48E-17,-0.198321874,0.306,0.372,5.16E-13,0
569,Scyl2,1.03E-09,-0.07251227,0.159,0.202,3.58E-05,1.26E-06,-0.08320108,0.17,0.202,0.043795286,0
570,Sdk2,3.97E-08,-0.11701269,0.354,0.401,0.0013831,2.19E-08,-0.203978979,0.368,0.401,0.000764326,0
571,Sec14l1,2.70E-18,-0.121988112,0.352,0.431,9.40E-14,4.72E-11,-0.110480201,0.385,0.431,1.64E-06,0
572,Sel1l3,1.45E-24,-0.187730629,0.425,0.516,5.07E-20,1.18E-06,-0.092325387,0.481,0.516,0.04108043,0
573,Sema6d,3.27E-25,-0.201511265,0.579,0.664,1.14E-20,6.62E-22,-0.158426139,0.582,0.664,2.31E-17,0
574,Serinc1,2.21E-80,0.42988105,0.625,0.503,7.69E-76,1.29E-07,0.212322976,0.545,0.503,0.004509675,0
575,Setd2,4.97E-20,-0.153508715,0.4,0.476,1.73E-15,4.69E-09,-0.088730657,0.437,0.476,0.000163482,0
576,Setd4,2.83E-49,-0.238916607,0.262,0.385,9.87E-45,2.59E-09,-0.115164352,0.341,0.385,9.02E-05,0
577,Setd7,2.71E-08,-0.080234723,0.283,0.33,0.00094587,4.46E-12,-0.101172656,0.276,0.33,1.55E-07,0
578,Sgcz,8.33E-161,-0.538497906,0.891,0.951,2.91E-156,4.53E-53,-0.241483459,0.895,0.951,1.58E-48,0
579,Sh3bgrl3,3.76E-33,0.274343235,0.297,0.21,1.31E-28,1.41E-07,0.155310825,0.252,0.21,0.004923809,0
580,Sh3pxd2a,1.21E-09,-0.067039124,0.18,0.225,4.23E-05,9.18E-07,-0.077794408,0.191,0.225,0.032016718,0
581,Shisa4,2.20E-35,-0.189454905,0.421,0.532,7.68E-31,5.79E-17,-0.126525855,0.469,0.532,2.02E-12,0
582,Sipa1l2,6.54E-11,-0.059473588,0.078,0.113,2.28E-06,9.26E-07,-0.059706508,0.085,0.113,0.03227699,0
583,Skap1,2.67E-40,-0.130602969,0.041,0.103,9.30E-36,3.35E-18,-0.107826293,0.058,0.103,1.17E-13,0
584,Slc16a7,7.81E-16,-0.127948634,0.538,0.608,2.72E-11,5.11E-11,-0.100908276,0.555,0.608,1.78E-06,0
585,Slc1a3,8.70E-09,0.122561789,0.063,0.04,0.000303466,5.59E-09,0.099938352,0.065,0.04,0.000194766,0
586,Slc25a4,5.77E-144,0.590656252,0.707,0.566,2.01E-139,7.23E-22,0.324661501,0.634,0.566,2.52E-17,0
587,Slc2a13,5.25E-16,-0.141954483,0.596,0.664,1.83E-11,6.62E-09,-0.102940813,0.619,0.664,0.000230936,0
588,Slc35f4,4.31E-17,-0.12053564,0.579,0.661,1.50E-12,1.33E-13,-0.122605243,0.601,0.661,4.62E-09,0
589,Slc44a1,7.35E-10,-0.076161166,0.482,0.541,2.56E-05,8.42E-12,-0.112779461,0.491,0.541,2.94E-07,0
590,Slc4a4,1.47E-33,-0.204632463,0.308,0.408,5.11E-29,4.50E-12,-0.171496631,0.361,0.408,1.57E-07,0
591,Slc6a6,3.17E-20,-0.139299139,0.463,0.547,1.11E-15,8.84E-13,-0.117524595,0.496,0.547,3.08E-08,2
592,Slc7a1,8.88E-09,-0.084739062,0.125,0.162,0.000309679,6.33E-13,-0.118632453,0.116,0.162,2.21E-08,0
593,Slc7a5,4.36E-07,-0.047181805,0.074,0.1,0.015210038,3.44E-13,-0.089530668,0.062,0.1,1.20E-08,0
594,Slc9a9,2.93E-92,-0.490417352,0.581,0.694,1.02E-87,5.64E-46,-0.339860264,0.617,0.694,1.97E-41,0
595,Slco2a1,4.33E-17,-0.058729031,0.029,0.061,1.51E-12,7.52E-11,-0.047556085,0.034,0.061,2.62E-06,1
596,Slit2,8.54E-105,-0.503693696,0.393,0.562,2.98E-100,3.43E-70,-0.422933366,0.431,0.562,1.20E-65,1
597,Slitrk5,9.46E-16,0.150187744,0.282,0.223,3.30E-11,1.65E-09,0.118728217,0.277,0.223,5.77E-05,1
598,Smad7,2.79E-20,-0.135242139,0.147,0.21,9.73E-16,1.12E-26,-0.164484633,0.135,0.21,3.90E-22,0
599,Smurf1,1.83E-16,-0.120710124,0.326,0.4,6.38E-12,7.03E-16,-0.160203875,0.336,0.4,2.45E-11,0
600,Sncb,7.28E-47,0.333743444,0.423,0.314,2.54E-42,7.54E-13,0.186123149,0.379,0.314,2.63E-08,0
601,Snhg11,0,-0.336193364,0.98,0.996,0,9.45E-183,-0.25836598,0.986,0.996,3.29E-178,1
602,Snhg20,1.12E-46,-0.240809425,0.279,0.398,3.91E-42,1.46E-13,-0.123858513,0.34,0.398,5.09E-09,0
603,Snrnp70,8.05E-11,-0.086318539,0.85,0.888,2.81E-06,2.31E-16,-0.10808128,0.838,0.888,8.05E-12,0
604,Snrpd2,2.97E-25,0.202333604,0.143,0.085,1.04E-20,8.43E-07,0.110726222,0.113,0.085,0.029391008,0
605,Snrpn,6.86E-73,0.426969436,0.609,0.484,2.39E-68,8.57E-10,0.265039651,0.535,0.484,2.99E-05,0
606,Snx18,4.73E-07,-0.052017316,0.075,0.101,0.016509196,1.12E-07,-0.075763695,0.073,0.101,0.003921226,0
607,Sorbs2,1.49E-78,-0.331067671,0.891,0.93,5.20E-74,3.05E-17,-0.145189246,0.89,0.93,1.06E-12,0
608,Spcs1,5.89E-36,0.24946218,0.194,0.114,2.05E-31,1.92E-09,0.129801142,0.154,0.114,6.69E-05,0
609,Spock1,6.14E-50,-0.237653268,0.826,0.89,2.14E-45,9.97E-08,-0.077356995,0.845,0.89,0.00347481,0
610,Spred1,1.64E-18,0.204591307,0.626,0.583,5.73E-14,3.14E-23,-0.16606905,0.514,0.583,1.09E-18,2
611,Srcin1,4.24E-14,-0.128989231,0.567,0.632,1.48E-09,5.65E-14,-0.146254823,0.587,0.632,1.97E-09,0
612,Srsf7,5.47E-17,-0.12159954,0.603,0.676,1.91E-12,8.67E-25,-0.170964202,0.611,0.676,3.02E-20,1
613,Sst,6.64E-08,-0.066737009,0.283,0.248,0.002316634,4.44E-13,-0.054055944,0.31,0.248,1.55E-08,0
614,St3gal5,1.90E-13,-0.087298981,0.482,0.552,6.61E-09,7.06E-19,-0.130761136,0.484,0.552,2.46E-14,0
615,St6galnac3,1.90E-91,-0.394699599,0.405,0.563,6.62E-87,5.54E-08,-0.097653798,0.524,0.563,0.001931677,0
616,Stk40,4.70E-12,-0.087257988,0.185,0.235,1.64E-07,1.18E-19,-0.124112322,0.171,0.235,4.12E-15,0
617,Stmn1,1.60E-161,0.599869754,0.816,0.686,5.57E-157,1.27E-22,0.304946567,0.744,0.686,4.41E-18,0
