"","SYMBOL","ENSEMBL","ENTREZID"
"1804","Ina","ENSMUSG00000034336","226180"
"1806","Syt5","ENSMUSG00000004961","53420"
"1807","Ago2","ENSMUSG00000036698","239528"
"1808","Ociad1","ENSMUSG00000029152","68095"
"1809","Ccdc50","ENSMUSG00000038127","67501"
"1811","Ppil6","ENSMUSG00000078451","73075"
"1812","Rpp25l","ENSMUSG00000036114","69961"
"1813","Shoc1","ENSMUSG00000038598","100155"
"1814","Pcp4l1","ENSMUSG00000038370","66425"
"1815","Dok6","ENSMUSG00000073514","623279"
"1816","Plod2","ENSMUSG00000032374","26432"
"1818","Tmem121b","ENSMUSG00000094626","94047"
"1819","Cntn5","ENSMUSG00000039488","244682"
"1820","Pak1ip1","ENSMUSG00000038683","68083"
"1821","Egln2","ENSMUSG00000058709","112406"
"1822","Sugct","ENSMUSG00000055137","192136"
"1823","Neto1","ENSMUSG00000050321","246317"
"1824","Stac3","ENSMUSG00000040287","237611"
"1825","Cds2","ENSMUSG00000058793","110911"
"1826","Brk1","ENSMUSG00000033940","101314"
"1827","Cep63","ENSMUSG00000032534","28135"
"1828","Sppl2a","ENSMUSG00000027366","66552"
"1829","Napg","ENSMUSG00000024581","108123"
"1830","Zfp654","ENSMUSG00000047141","72020"
"1831","Ociad2","ENSMUSG00000029153","433904"
"1832","Cstpp1","ENSMUSG00000040591","228356"
"1833","Gnai1","ENSMUSG00000057614","14677"
"1834","Mipol1","ENSMUSG00000047022","73490"
"1836","Gm14461","ENSMUSG00000054510","329436"
"1837","Anapc1","ENSMUSG00000014355","17222"
"1838","Fam171b","ENSMUSG00000048388","241520"
"1839","Dnase1l3","ENSMUSG00000025279","13421"
"1840","Gm17922","ENSMUSG00000115632","100416111"
"1841","Ddx10","ENSMUSG00000053289","77591"
"1842","Ccser1","ENSMUSG00000039578","232035"
"1844","Ets2","ENSMUSG00000022895","23872"
"1845","Chd4","ENSMUSG00000063870","107932"
"1846","Alkbh3","ENSMUSG00000040174","69113"
"1847","Ilvbl","ENSMUSG00000032763","216136"
"1848","Prmt1","ENSMUSG00000109324","15469"
"1849","Syngr1","ENSMUSG00000022415","20972"
"1850","Akt3","ENSMUSG00000019699","23797"
"1851","Robo2","ENSMUSG00000052516","268902"
"1852","Zdhhc15","ENSMUSG00000033906","108672"
"1853","Smap2","ENSMUSG00000032870","69780"
"1854","4933406I18Rik","ENSMUSG00000087475","71045"
"1855","Ppp1r7","ENSMUSG00000026275","66385"
"1856","Ryr1","ENSMUSG00000030592","20190"
"1857","Bhlhe40","ENSMUSG00000030103","20893"
"1858","Mtmr3","ENSMUSG00000034354","74302"
"1859","Gm9962","ENSMUSG00000055048","791383"
"1861","Cx3cl1","ENSMUSG00000031778","20312"
"1862","Fosl2","ENSMUSG00000029135","14284"
"1863","Gm15201","ENSMUSG00000086034","102640117"
"1864","Ivd","ENSMUSG00000027332","56357"
"1865","Wdr27","ENSMUSG00000046991","71682"
"1866","Alg8","ENSMUSG00000035704","381903"
"1868","Akr1b10","ENSMUSG00000061758","67861"
"1869","Tada2a","ENSMUSG00000018651","217031"
"1870","Jph4","ENSMUSG00000022208","319984"
"1871","Sycp3","ENSMUSG00000020059","20962"
"1872","Rbbp7","ENSMUSG00000031353","245688"
"1873","Nmt2","ENSMUSG00000026643","18108"
"1874","Kazn","ENSMUSG00000040606","71529"
"1875","Samm50","ENSMUSG00000022437","68653"
"1877","Katnbl1","ENSMUSG00000027132","72425"
"1879","Lrfn2","ENSMUSG00000040490","70530"
"1880","Zfp334","ENSMUSG00000017667","228876"
"1881","Cdh18","ENSMUSG00000040420","320865"
"1882","Med29","ENSMUSG00000003444","67224"
"1886","Gm6994","ENSMUSG00000067973","629678"
"1887","Ddx6","ENSMUSG00000032097","13209"
"1888","Zfp112","ENSMUSG00000052675","57745"
"1890","Mettl8","ENSMUSG00000041975","228019"
"1892","Ptch1","ENSMUSG00000021466","19206"
"1893","R3hdm2","ENSMUSG00000025404","71750"
"1894","Plk2","ENSMUSG00000021701","20620"
"1895","Arhgdia","ENSMUSG00000025132","192662"
"1896","Thumpd2","ENSMUSG00000024246","72167"
"1897","Dcdc2c","ENSMUSG00000020633","68511"
"1898","Slc30a5","ENSMUSG00000021629","69048"
"1899","Cd47","ENSMUSG00000055447","16423"
"1900","Lekr1","ENSMUSG00000074579","624866"
"1901","Dlg1","ENSMUSG00000022770","13383"
"1903","Ehbp1","ENSMUSG00000042302","216565"
"1904","Vcp","ENSMUSG00000028452","269523"
"1905","Myo6","ENSMUSG00000033577","17920"
"1906","A930016O22Rik","ENSMUSG00000040705","100503495"
"1907","1700029J07Rik","ENSMUSG00000071103","69479"
"1908","Arpc5","ENSMUSG00000008475","67771"
"1910","Map9","ENSMUSG00000033900","213582"
"1912","Psmc4","ENSMUSG00000030603","23996"
"1913","Hivep1","ENSMUSG00000021366","110521"
"1914","Flywch1","ENSMUSG00000040097","224613"
"1915","Robo1","ENSMUSG00000022883","19876"
"1916","Noxred1","ENSMUSG00000072919","71275"
"1919","Nxpe3","ENSMUSG00000075033","385658"
"1920","Carmil2","ENSMUSG00000050357","234695"
"1921","Kctd1","ENSMUSG00000036225","106931"
"1922","Zfp783","ENSMUSG00000072653","232785"
"1923","Eif4h","ENSMUSG00000040731","22384"
"1924","Rbm11","ENSMUSG00000032940","224344"
"1925","Slc50a1","ENSMUSG00000027953","19729"
"1926","Gda","ENSMUSG00000058624","14544"
"1927","Cdin1","ENSMUSG00000040282","399568"
"1928","Clnk","ENSMUSG00000039315","27278"
"1929","Wls","ENSMUSG00000028173","68151"
"1930","Sel1l","ENSMUSG00000020964","20338"
"1931","A330023F24Rik","ENSMUSG00000096929","320977"
"1933","Cdk12","ENSMUSG00000003119","69131"
"1934","Mlh1","ENSMUSG00000032498","17350"
"1935","Med14","ENSMUSG00000064127","26896"
"1936","Nubpl","ENSMUSG00000035142","76826"
"1937","Dpysl2","ENSMUSG00000022048","12934"
"1939","Mapk11","ENSMUSG00000053137","19094"
"1941","Ppme1","ENSMUSG00000030718","72590"
"1942","Prickle1","ENSMUSG00000036158","106042"
"1943","Lcmt1","ENSMUSG00000030763","30949"
"1944","Amy1","ENSMUSG00000074264","11722"
"1945","Hsd17b12","ENSMUSG00000027195","56348"
"1949","Gab2","ENSMUSG00000004508","14389"
"1950","Insyn2b","ENSMUSG00000069911","574403"
"1951","Snap91","ENSMUSG00000033419","20616"
"1952","Sv2c","ENSMUSG00000051111","75209"
"1954","Ier2","ENSMUSG00000053560","15936"
"1955","Actn4","ENSMUSG00000054808","60595"
"1956","Kcnk1","ENSMUSG00000033998","16525"
"1957","Shld1","ENSMUSG00000044991","73747"
"1958","Zfp871","ENSMUSG00000024298","208292"
"1959","Ubtf","ENSMUSG00000020923","21429"
"1960","Tkt","ENSMUSG00000021957","21881"
"1961","4930570G19Rik","ENSMUSG00000085084","329782"
"1962","Smg6","ENSMUSG00000038290","103677"
"1963","Gm1715","ENSMUSG00000111020","382139"
"1964","Ube2ql1","ENSMUSG00000052981","76980"
"1965","Fam228a","ENSMUSG00000079177","74855"
"1966","Tipin","ENSMUSG00000032397","66131"
"1968","Eps8l3","ENSMUSG00000040600","99662"
"1969","Adrb1","ENSMUSG00000035283","11554"
"1970","Scfd2","ENSMUSG00000062110","212986"
"1971","Appl2","ENSMUSG00000020263","216190"
"1972","Nr4a3","ENSMUSG00000028341","18124"
"1973","Slc9a8","ENSMUSG00000039463","77031"
"1974","Cfap54","ENSMUSG00000020014","380654"
"1975","Cd46","ENSMUSG00000016493","17221"
"1976","Hspa4l","ENSMUSG00000025757","18415"
"1979","Rnf6","ENSMUSG00000029634","74132"
"1980","Rita1","ENSMUSG00000029600","100764"
"1981","Ankdd1a","ENSMUSG00000066510","330963"
"1982","Vps13b","ENSMUSG00000037646","666173"
"1984","Gabra2","ENSMUSG00000000560","14395"
"1985","Repin1","ENSMUSG00000052751","58887"
"1986","Usf2","ENSMUSG00000058239","22282"
"1987","Cbx6","ENSMUSG00000089715","494448"
"1988","1700086O06Rik","ENSMUSG00000097080","73516"
"1989","Mttp","ENSMUSG00000028158","17777"
"1990","Prex2","ENSMUSG00000048960","109294"
"1992","Pde7b","ENSMUSG00000019990","29863"
"1993","Clk1","ENSMUSG00000026034","12747"
"1994","Necap1","ENSMUSG00000030327","67602"
"1996","1500015A07Rik","ENSMUSG00000098702","68982"
"1997","Pcdhb14","ENSMUSG00000044043","93885"
"1998","Cep19","ENSMUSG00000035790","66994"
"1999","Ap1s1","ENSMUSG00000004849","11769"
"2000","Slc25a36","ENSMUSG00000032449","192287"
"2001","Nhlrc2","ENSMUSG00000025078","66866"
"2002","Kcnv1","ENSMUSG00000022342","67498"
"2003","Gipc1","ENSMUSG00000019433","67903"
"2004","Tmem9b","ENSMUSG00000031021","56786"
"2005","Tmem175","ENSMUSG00000013495","72392"
"2009","P3h2","ENSMUSG00000038168","210530"
"2010","Ado","ENSMUSG00000057134","211488"
"2012","Xpc","ENSMUSG00000030094","22591"
"2013","Lingo1","ENSMUSG00000049556","235402"
"2014","Dysf","ENSMUSG00000033788","26903"
"2015","Mblac2","ENSMUSG00000051098","72852"
"2016","Nceh1","ENSMUSG00000027698","320024"
