"","X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj.x","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","p_val_adj.y"
"50","Kirrel3",1.18958783169088e-19,-0.937449816344614,0.326,0.498,4.14773589275657e-15,6.61226774697049e-15,0.837595553179121,0.471,0.326,2.3054993953362e-10
"51","Limch1",1.09480504402426e-10,-0.450325423825414,0.435,0.542,3.81725674699938e-06,1.27259999841062e-07,0.387441087652773,0.53,0.435,0.00443717441445831
"52","Lmo4",1.14330546199263e-07,0.419753770002887,0.281,0.18,0.00398636315432972,5.88567099587664e-08,-0.471876741984672,0.181,0.281,0.00205215690613231
"53","Lrp1b",5.35502971722136e-14,-0.30156852046416,0.928,0.947,1.86713821150357e-09,3.43588317257213e-23,0.409797754164527,0.962,0.928,1.19798938578073e-18
"54","Luc7l2",9.47000264829413e-10,-0.415027473283649,0.495,0.603,3.30190582338071e-05,3.09635207923955e-11,0.436824038857259,0.624,0.495,1.07960507946845e-06
"55","Magi2",6.60826161822362e-14,-0.248764152472993,0.97,0.981,2.30410257842603e-09,1.49038407927437e-23,0.373122323253334,0.984,0.97,5.19652216920596e-19
"56","Malat1",2.32909224822712e-21,-0.178499641043251,1,1,8.12084594189349e-17,7.79288845060527e-16,0.176936084847766,1,1,2.71714641607254e-11
"57","Marchf1",3.53100392561832e-23,-0.842371687423761,0.372,0.56,1.23115513874534e-18,2.80233251079859e-16,0.73784884063406,0.528,0.372,9.77089276540146e-12
"58","Mbp",3.86694324379709e-21,-0.305428421736288,0.959,0.977,1.34828710081473e-16,2.40838687411841e-16,0.271017044116135,0.975,0.959,8.39732251398867e-12
"59","Mdh1",1.251351664592e-15,0.597811081740663,0.45,0.28,4.36308784893293e-11,5.56839148606833e-08,-0.395186741833265,0.34,0.45,0.00194153105944745
"60","Mog",3.22595045692257e-09,-0.354563647354318,0.594,0.695,0.000112479214581519,2.42113544501012e-11,0.40317260571118,0.717,0.594,8.4417729561168e-07
"61","mt-Co1",1.28235352755822e-06,0.480642253044992,0.262,0.176,0.0447118204453724,1.32428591432846e-08,-0.601451583400473,0.166,0.262,0.000461738769748904
"62","mt-Nd4",3.54181796483071e-07,0.456990870298737,0.455,0.354,0.0123492566979752,1.31338297030688e-06,-0.46456795494778,0.369,0.455,0.0457937240256899
"63","Myl6",2.51634869962381e-07,0.441048738086989,0.287,0.194,0.00877375301097834,9.1016094584259e-08,-0.469036031375452,0.192,0.287,0.00317345816986936
"64","Naaladl2",2.95615922764238e-08,-0.505167656229425,0.364,0.454,0.00103072403790207,3.53417731680987e-08,0.52127697916737,0.458,0.364,0.0012322616050521
"65","Naca",4.9352462974883e-10,0.534736506271982,0.267,0.154,1.72077232654525e-05,6.72834136649226e-07,-0.452265683144738,0.177,0.267,0.0234597078425486
"66","Ndufb7",1.29948988422425e-09,0.472410197166689,0.166,0.08,4.5309313793247e-05,1.54689290687731e-07,-0.444891693332376,0.089,0.166,0.0053935514984091
"67","Nme1",1.30666302200382e-07,0.401926376089421,0.248,0.153,0.00455594195882072,1.28949145318263e-06,-0.446437875890984,0.163,0.248,0.0449606984981186
"68","Npas3",1.57472225525892e-10,-0.552404414130002,0.388,0.499,5.49058408741126e-06,2.06511525439182e-11,0.556772977183252,0.521,0.388,7.20043735748795e-07
"69","Nrgn",1.20336753575953e-36,0.756714803961905,0.818,0.612,4.19578158693276e-32,1.73134181244688e-29,-0.693735592527608,0.653,0.818,6.03666949745854e-25
"70","Olfm1",1.16383054770499e-16,0.56704458413099,0.596,0.429,4.05792797068299e-12,1.52046423365893e-13,-0.522055403611906,0.457,0.596,5.30140264349861e-09
"71","Opalin",1.93905516008991e-13,-0.569372519572494,0.263,0.408,6.76090362668549e-09,2.96114702705281e-13,0.550856709574606,0.415,0.263,1.0324631339225e-08
"72","P4ha1",8.95929314874445e-16,0.65769352034656,0.2,0.081,3.12383674217273e-11,1.83672162878707e-10,-0.558385089256743,0.101,0.2,6.40409730309189e-06
"73","Pcdh15",1.07647090864107e-09,-0.596896872856113,0.168,0.274,3.75333111715883e-05,6.38043969278411e-08,0.587758043228566,0.263,0.168,0.00222466790768304
