"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071805","potassium ion transmembrane transport","12/239","207/28943",1.72506312948236e-07,4.68433051614891e-05,3.66802897005722e-05,"Calm1/Calm2/Atp1b1/Kcns3/Kcnip4/Vamp2/Kcnip1/Ywhae/Atp1a1/Kcnt2/Akap7/Kcnab1",12
"GO:0022898","regulation of transmembrane transporter activity","14/239","303/28943",2.6433797367375e-07,6.5798127280291e-05,5.15227173248309e-05,"Calm1/Calm2/Actb/Slc25a4/Ywhah/Atp1b1/Cfl1/Vamp2/Ywhae/Hecw2/Akap7/Kcnab1/Tesc/Arc",14
"GO:1904062","regulation of cation transmembrane transport","16/239","414/28943",4.09930449873006e-07,9.07070850180317e-05,7.10274850351758e-05,"Calm1/Calm2/Slc25a4/Ywhah/Atp1b1/Cfl1/Kcnip4/Vamp2/Kcnip1/Ywhae/Hecw2/Grin1/Akap7/Kcnab1/Tesc/Arc",16
"GO:0042391","regulation of membrane potential","17/239","469/28943",4.33140888056996e-07,9.07070850180317e-05,7.10274850351758e-05,"Ubb/Cck/Ywhah/Atp1b1/Atp5g1/Rims1/Gabrg3/Kcnmb2/Prkn/Kcnip1/Ywhae/Ptn/Grin1/Ntrk2/Atp1a1/Akap7/Slc17a7",17
"GO:0032409","regulation of transporter activity","14/239","317/28943",4.55509298717936e-07,9.07070850180317e-05,7.10274850351758e-05,"Calm1/Calm2/Actb/Slc25a4/Ywhah/Atp1b1/Cfl1/Vamp2/Ywhae/Hecw2/Akap7/Kcnab1/Tesc/Arc",14
"GO:0031346","positive regulation of cell projection organization","16/239","441/28943",9.42225660739242e-07,0.00016796554201142,0.000131524125367602,"Dynll1/Hspa5/Pcp4/Atp5g1/Stmn2/Grip1/Cfl1/Atp8a2/Ptn/Grin1/Ptprd/Ntrk2/Cpeb1/Robo1/Magi2/Map1b",16
"GO:0006836","neurotransmitter transport","12/239","243/28943",9.55947175826629e-07,0.00016796554201142,0.000131524125367602,"Snap25/Rab3a/Rims1/Prkn/Vamp2/Cacna1b/Ntrk2/Xbp1/Ptprn2/Erc2/Slc6a1/Slc17a7",12
"GO:0042026","protein refolding","5/239","24/28943",1.37675565338409e-06,0.000228464952036571,0.000178897722913418,"Hspa8/Hspa5/Hsp90aa1/Dnaja1/Cryab",5
"GO:0010959","regulation of metal ion transport","16/239","458/28943",1.5405226184055e-06,0.000236507778837911,0.000185195596559773,"Calm1/Calm2/Ywhah/Atp1b1/Kcnip4/Vamp2/Kcnip1/Ywhae/Cacna1b/Hecw2/Grin1/Epb41/Atp1a1/Akap7/Kcnab1/Tesc",16
"GO:0001505","regulation of neurotransmitter levels","12/239","255/28943",1.58358070865692e-06,0.000236507778837911,0.000185195596559773,"Snap25/Rab3a/Rims1/Prkn/Vamp2/Cacna1b/Ntrk2/Xbp1/Ptprn2/Erc2/Slc6a1/Slc17a7",12
"GO:0043254","regulation of protein-containing complex assembly","15/239","425/28943",2.9045663240058e-06,0.000413139981419301,0.00032350608380656,"Tmsb4x/Stmn1/Cck/Fmn1/Hsp90aa1/Rab3a/Rims1/Stmn2/Cfl1/Cryab/Fer/Map1b/Fchsd2/Rictor/Fnip2",15
"GO:0007269","neurotransmitter secretion","10/239","186/28943",3.66803720605498e-06,0.00045651779727026,0.000357472748765534,"Snap25/Rab3a/Rims1/Prkn/Vamp2/Cacna1b/Ntrk2/Xbp1/Ptprn2/Erc2",10
"GO:0048813","dendrite morphogenesis","10/239","186/28943",3.66803720605498e-06,0.00045651779727026,0.000357472748765534,"Ywhah/Grip1/Cfl1/Ptn/Hecw2/Grin1/Arhgap44/Ptprd/Robo1/Arc",10
"GO:0099643","signal release from synapse","10/239","186/28943",3.66803720605498e-06,0.00045651779727026,0.000357472748765534,"Snap25/Rab3a/Rims1/Prkn/Vamp2/Cacna1b/Ntrk2/Xbp1/Ptprn2/Erc2",10
"GO:0007612","learning","10/239","187/28943",3.84756039962983e-06,0.000459706516547772,0.000359969650862209,"Cck/Meis2/Snap25/Prkn/Ptn/Grin1/Csmd1/Ntrk2/Ddhd2/Slc6a1",10
"GO:1902903","regulation of supramolecular fiber organization","14/239","389/28943",5.00388444405261e-06,0.000574869339784044,0.000450147013549996,"Tmsb4x/Stmn1/Hspa8/Fmn1/Stmn2/Actg1/Cfl1/Prkn/Cryab/Fer/Limch1/Map1b/Fchsd2/Rictor",14
"GO:0032412","regulation of ion transmembrane transporter activity","12/239","293/28943",6.59433162272693e-06,0.000729528465077234,0.000571251651684181,"Calm1/Calm2/Ywhah/Atp1b1/Cfl1/Vamp2/Ywhae/Hecw2/Akap7/Kcnab1/Tesc/Arc",12
"GO:1903539","protein localization to postsynaptic membrane","6/239","56/28943",6.84529733940212e-06,0.000730246541171219,0.000571813935644794,"Snap25/Grip1/Vamp2/Grin1/Arhgap44/Magi2",6
"GO:0062237","protein localization to postsynapse","6/239","57/28943",7.59814040361502e-06,0.000782608461572347,0.000612815534549277,"Snap25/Grip1/Vamp2/Grin1/Arhgap44/Magi2",6
"GO:1902414","protein localization to cell junction","8/239","123/28943",8.75410948062409e-06,0.000871138699605578,0.000682138456301374,"Actb/Snap25/Actg1/Grip1/Vamp2/Grin1/Arhgap44/Magi2",8
