"","X","p_val.x","avg_log2FC.x","pct.1.x","pct.2.x","p_val_adj.x","X.1","Targets.of.Pbx3","X.2","X.3","X.4","avg_log2FC_N4_N1_DEGs","p_val.y","avg_log2FC.y","pct.1.y","pct.2.y","p_val_adj.y","avg_log2FC_N5_N4","N5_N4_sig","color.code"
"83","Phldb2",3.24e-07,0.492175073,0.149,0.084,0.011305224,NA,"Kdm5b","Kdm5b",0.149429614,1,0.492175073,7.32075504849081e-08,-0.501050108415553,0.087,0.149,0.00255252766275729,-0.501050108415553,"sig","#E7B800"
"84","Pigk",1.48e-09,-0.40158198,0.477,0.563,5.16e-05,NA,"Sox9","Sox9",0.102954574,1,-0.40158198,0.00588192685295542,0.167421516429813,0.517,0.477,1,0.167421516429813,"non-sig","#00AFBB"
"85","Pitpnm2",4.27e-08,0.308562764,0.174,0.098,0.001487705,NA,"Bach2","Bach2",-0.283481355,0.241383183,0.308562764,0.0301430029009664,-0.12123885118039,0.145,0.174,1,-0.12123885118039,"non-sig","#00AFBB"
"86","Plcb4",4.87e-08,0.290276991,0.432,0.321,0.001697677,NA,"Pknox1","Pknox1",0.075435977,1,0.290276991,0.0244613978686143,-0.144496965665783,0.393,0.432,1,-0.144496965665783,"non-sig","#00AFBB"
"87","Plce1",2.61e-17,0.807141981,0.215,0.096,9.09e-13,NA,"Erf","Erf",0.046948004,1,0.807141981,0.000134850869658087,-0.280490494760999,0.16,0.215,1,-0.280490494760999,"non-sig","#00AFBB"
"88","Plcl1",1.03e-09,0.396103477,0.52,0.395,3.58e-05,NA,"Mfsd11","Mfsd11",0.032535986,1,0.396103477,0.00452114142534131,-0.223773784334328,0.474,0.52,1,-0.223773784334328,"non-sig","#00AFBB"
"89","Pld1",3e-07,0.319620714,0.175,0.103,0.010472764,NA,"Smad3","Smad3",-0.105262849,1,0.319620714,0.00444605977133701,-0.14218096018728,0.136,0.175,1,-0.14218096018728,"non-sig","#00AFBB"
"90","Prr5",5.55e-07,0.216890319,0.105,0.05,0.019340732,NA,"Cat","Cat",0.058518207,1,0.216890319,0.0512054692283511,-0.0606661709352967,0.083,0.105,1,-0.0606661709352967,"non-sig","#00AFBB"
"91","Ptgds",2.71e-10,0.559899934,0.552,0.417,9.46e-06,NA,"Pcgf6","Pcgf6",-0.029444095,1,0.559899934,0.000663292096069365,-0.201257844060245,0.496,0.552,1,-0.201257844060245,"non-sig","#00AFBB"
"92","Ptprd",4.5e-08,-0.255687911,0.62,0.67,0.00156982,NA,"Setd1a","Setd1a",0.016709783,1,-0.255687911,0.0476282912625,0.0771601506833788,0.642,0.62,1,0.0771601506833788,"non-sig","#00AFBB"
"93","Qki",2.44e-11,0.265446332,0.888,0.865,8.51e-07,NA,"Cdk9","Cdk9",0.069179437,1,0.265446332,1.63447101816533e-18,0.286020529942066,0.926,0.888,5.69891009903705e-14,0.286020529942066,"sig","#E7B800"
"94","Rgs6",5.04e-11,-0.381490067,0.548,0.639,1.76e-06,NA,"Pias2","Pias2",0.048947243,1,-0.381490067,5.27034245389605e-09,0.304174842309342,0.635,0.548,0.000183761030339994,0.304174842309342,"sig","#E7B800"
"95","Rgs7",2.12e-18,-0.455711315,0.654,0.751,7.41e-14,NA,"Supt16h","#N/A",NA,NA,-0.455711315,5.35910112055134e-08,0.259608826969539,0.724,0.654,0.00186855778770264,0.259608826969539,"sig","#E7B800"
"96","Rmst",1.26e-06,0.366537395,0.566,0.496,0.043863394,NA,"Ascl1","Ascl1",0.013038618,1,0.366537395,0.794421867823354,-0.0821452211368725,0.579,0.566,1,-0.0821452211368725,"non-sig","#00AFBB"
"97","Rn18s-rs5",1.57e-81,-0.425452553,0.999,1,5.48e-77,NA,"Rfx1","Rfx1",-0.03735445,1,-0.425452553,3.06567296650467e-11,-0.172799140457687,0.999,0.999,1.06890819323118e-06,-0.172799140457687,"sig","#E7B800"
"98","Rora",1.85e-37,0.398755447,0.983,0.97,6.45e-33,NA,"Nucks1","Nucks1",0.020976305,1,0.398755447,4.3756541822389e-13,-0.219259394871756,0.974,0.983,1.52565934372124e-08,-0.219259394871756,"sig","#E7B800"
"99","Rtn1",3.87e-08,-0.25215752,0.558,0.635,0.001348586,NA,"Srsf2","Srsf2",0.164420014,1,-0.25215752,0.149681065109567,0.0675793588754967,0.585,0.558,1,0.0675793588754967,"non-sig","#00AFBB"
"100","Sat1",2.57e-09,-0.370526888,0.523,0.592,8.95e-05,NA,"Arid4b","Arid4b",0.089774984,1,-0.370526888,0.116425392177433,0.0548230425731018,0.545,0.523,1,0.0548230425731018,"non-sig","#00AFBB"
"101","Sgcd",7.76e-10,0.80221997,0.202,0.115,2.7e-05,NA,"Kdm4c","Kdm4c",-0.005120769,1,0.80221997,1.13067197861857e-06,-0.403563047132135,0.137,0.202,0.0394231398784938,-0.403563047132135,"sig","#E7B800"
"102","Slc24a3",2.42e-07,0.207097916,0.327,0.223,0.008453229,NA,"Irf8","Irf8",0.009391596,1,0.207097916,0.00896417891174577,-0.100202435501954,0.28,0.327,1,-0.100202435501954,"non-sig","#00AFBB"
"103","Slco1c1",2.3e-08,-0.308347889,0.572,0.655,0.000803103,NA,"Srebf1","Srebf1",0.007373701,1,-0.308347889,1.71078703383975e-08,0.277939969606303,0.656,0.572,0.000596500115088906,0.277939969606303,"sig","#E7B800"
"104","Spacdr",7.67e-07,0.272795926,0.421,0.312,0.026745036,NA,"Arntl","Arntl",-0.200273238,1,0.272795926,0.00181505565798065,-0.190990383446474,0.366,0.421,1,-0.190990383446474,"non-sig","#00AFBB"
"105","St6galnac5",6.1e-07,-0.295094452,0.462,0.541,0.021260779,NA,"Wt1","Wt1",0,1,-0.295094452,0.0427476094047936,0.106677689172834,0.495,0.462,1,0.106677689172834,"non-sig","#00AFBB"
"106","Stard4",3.23e-07,-0.261838793,0.022,0.059,0.011253616,NA,"Zbtb2","Zbtb2",0.024752788,1,-0.261838793,0.323297199040307,0.0730382034796145,0.027,0.022,1,0.0730382034796145,"non-sig","#00AFBB"
"107","Tef",2.68e-11,0.371403064,0.408,0.276,9.35e-07,NA,"Rbbp4","Rbbp4",0.138492199,1,0.371403064,0.000406436435131833,-0.172470124809024,0.35,0.408,1,-0.172470124809024,"non-sig","#00AFBB"
"108","Tra2a",9.41e-10,0.342161965,0.487,0.358,3.28e-05,NA,"PcgF3","Pcgf3",0.044469177,1,0.342161965,3.32733201502612e-09,-0.337937517258734,0.391,0.487,0.000116014085367916,-0.337937517258734,"sig","#E7B800"
"109","Tsc22d3",2.47e-10,0.349882512,0.14,0.063,8.61e-06,NA,"Stat4","Stat4",0.007778541,1,0.349882512,4.69697150246012e-07,-0.247582814581266,0.082,0.14,0.0163769305376277,-0.247582814581266,"sig","#E7B800"
"110","Zbtb16",1.01e-07,0.278578727,0.111,0.052,0.003508888,NA,"Hoxb5","#N/A",NA,NA,0.278578727,0.0115583573518365,-0.100158469867705,0.083,0.111,1,-0.100158469867705,"non-sig","#00AFBB"
"111","Zbtb20",2.16e-13,0.190671216,0.985,0.98,7.54e-09,NA,"Irf7","Irf7",0.005084778,1,0.190671216,0.733211890834616,0.00108316788735952,0.984,0.985,1,0.00108316788735952,"non-sig","#00AFBB"
